Stazione,Monte S. Quirico,,,,,,,,,,,,,,
Codice,TOS02004291,,,,,,,,,,,,,,
Comune,Lucca,,,,,,,,,,,,,,
Provincia,LU,,,,,,,,,,,,,,
GB [m],E,1621131,N,4857138,,,,,,,,,,,
WGS84 [°],Lat,43.857,Lon,10.507,,,,,,,,,,,
Quota [m],25,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,ATTENZIONE,i,dati,sono,nel,fomato,csv,ed,utilizzano,,,,
,,,come,separatore,di,colonna,il,punto e virgola,e,,,,,,
,,,come,separatore,decimale,la,virgola,,,,,,,,
,,,verificare,le,proprie,impostazioni,internazionali,per,una,corretta,visulizzazione.,,,,
,,,Il,valore,-9999,corrisponde,a,dato,mancante,,,,,,
,,,Il,valore,contrassegnato,con,@,corrisponde,al,dato,mancante,,,,
,,,Il,valore,contrassegnato,con,V,corrisponde,al,dato,validato,,,,
,,,Il,valore,contrassegnato,con,P,corrisponde,al,dato,prevalidato,soggetto,ad,eventuali,modifiche
,,,(consultare,la,sezione,Criteri,di,validazione),,,,,,,
,,,,,,,,,,,,,,,
gg/mm/aaaa,Portata [mc/s],Tipo Dato,,,,,,,,,,,,,
28/02/2014,93,65,V,,,,,,,,,,,,
01/03/2014,150,484,V,,,,,,,,,,,,
02/03/2014,142,171,V,,,,,,,,,,,,
03/03/2014,115,44,V,,,,,,,,,,,,
04/03/2014,104,296,V,,,,,,,,,,,,
05/03/2014,93,454,V,,,,,,,,,,,,
06/03/2014,82,625,V,,,,,,,,,,,,
07/03/2014,73,387,V,,,,,,,,,,,,
08/03/2014,63,26,V,,,,,,,,,,,,
09/03/2014,63,699,V,,,,,,,,,,,,
10/03/2014,53,104,V,,,,,,,,,,,,
11/03/2014,48,815,V,,,,,,,,,,,,
12/03/2014,49,467,V,,,,,,,,,,,,
13/03/2014,48,961,V,,,,,,,,,,,,
14/03/2014,43,170,V,,,,,,,,,,,,
15/03/2014,45,175,V,,,,,,,,,,,,
16/03/2014,41,691,V,,,,,,,,,,,,
17/03/2014,41,339,V,,,,,,,,,,,,
18/03/2014,42,202,V,,,,,,,,,,,,
19/03/2014,41,844,V,,,,,,,,,,,,
20/03/2014,45,40,V,,,,,,,,,,,,
21/03/2014,37,661,V,,,,,,,,,,,,
22/03/2014,39,604,V,,,,,,,,,,,,
23/03/2014,121,554,V,,,,,,,,,,,,
24/03/2014,123,815,V,,,,,,,,,,,,
25/03/2014,94,33,V,,,,,,,,,,,,
26/03/2014,80,135,V,,,,,,,,,,,,
27/03/2014,70,945,V,,,,,,,,,,,,
28/03/2014,60,790,V,,,,,,,,,,,,
29/03/2014,56,227,V,,,,,,,,,,,,
30/03/2014,49,647,V,,,,,,,,,,,,
31/03/2014,53,125,V,,,,,,,,,,,,
01/04/2014,48,634,V,,,,,,,,,,,,
02/04/2014,46,856,V,,,,,,,,,,,,
03/04/2014,43,74,V,,,,,,,,,,,,
04/04/2014,45,770,V,,,,,,,,,,,,
05/04/2014,50,947,V,,,,,,,,,,,,
06/04/2014,54,112,V,,,,,,,,,,,,
07/04/2014,40,95,V,,,,,,,,,,,,
08/04/2014,32,229,V,,,,,,,,,,,,
09/04/2014,35,59,V,,,,,,,,,,,,
10/04/2014,32,509,V,,,,,,,,,,,,
11/04/2014,29,248,V,,,,,,,,,,,,
12/04/2014,26,506,V,,,,,,,,,,,,
13/04/2014,27,342,V,,,,,,,,,,,,
14/04/2014,30,716,V,,,,,,,,,,,,
15/04/2014,32,902,V,,,,,,,,,,,,
16/04/2014,30,877,V,,,,,,,,,,,,
17/04/2014,26,552,V,,,,,,,,,,,,
18/04/2014,26,279,V,,,,,,,,,,,,
19/04/2014,30,155,V,,,,,,,,,,,,
20/04/2014,29,781,V,,,,,,,,,,,,
21/04/2014,27,797,V,,,,,,,,,,,,
22/04/2014,26,528,V,,,,,,,,,,,,
23/04/2014,24,275,V,,,,,,,,,,,,
24/04/2014,21,134,V,,,,,,,,,,,,
25/04/2014,21,736,V,,,,,,,,,,,,
26/04/2014,26,32,V,,,,,,,,,,,,
27/04/2014,22,134,V,,,,,,,,,,,,
28/04/2014,25,977,V,,,,,,,,,,,,
29/04/2014,24,817,V,,,,,,,,,,,,
30/04/2014,31,309,V,,,,,,,,,,,,
01/05/2014,25,525,V,,,,,,,,,,,,
02/05/2014,32,646,V,,,,,,,,,,,,
03/05/2014,41,605,V,,,,,,,,,,,,
04/05/2014,46,961,V,,,,,,,,,,,,
05/05/2014,43,245,V,,,,,,,,,,,,
06/05/2014,39,736,V,,,,,,,,,,,,
07/05/2014,37,731,V,,,,,,,,,,,,
08/05/2014,32,75,V,,,,,,,,,,,,
09/05/2014,28,249,V,,,,,,,,,,,,
10/05/2014,23,209,V,,,,,,,,,,,,
11/05/2014,21,451,V,,,,,,,,,,,,
12/05/2014,21,838,V,,,,,,,,,,,,
13/05/2014,22,822,V,,,,,,,,,,,,
14/05/2014,20,509,V,,,,,,,,,,,,
15/05/2014,19,44,V,,,,,,,,,,,,
16/05/2014,20,88,V,,,,,,,,,,,,
17/05/2014,18,856,V,,,,,,,,,,,,
18/05/2014,19,42,V,,,,,,,,,,,,
19/05/2014,18,940,V,,,,,,,,,,,,
20/05/2014,18,707,V,,,,,,,,,,,,
21/05/2014,19,138,V,,,,,,,,,,,,
22/05/2014,17,297,V,,,,,,,,,,,,
23/05/2014,16,353,V,,,,,,,,,,,,
24/05/2014,13,447,V,,,,,,,,,,,,
25/05/2014,13,427,V,,,,,,,,,,,,
26/05/2014,16,21,V,,,,,,,,,,,,
27/05/2014,16,102,V,,,,,,,,,,,,
28/05/2014,19,80,V,,,,,,,,,,,,
29/05/2014,14,455,V,,,,,,,,,,,,
30/05/2014,13,606,V,,,,,,,,,,,,
31/05/2014,16,269,V,,,,,,,,,,,,
01/06/2014,14,220,V,,,,,,,,,,,,
02/06/2014,15,367,V,,,,,,,,,,,,
03/06/2014,13,134,V,,,,,,,,,,,,
04/06/2014,14,64,V,,,,,,,,,,,,
05/06/2014,10,971,V,,,,,,,,,,,,
06/06/2014,10,212,V,,,,,,,,,,,,
07/06/2014,9,508,V,,,,,,,,,,,,
08/06/2014,9,297,V,,,,,,,,,,,,
09/06/2014,8,921,V,,,,,,,,,,,,
10/06/2014,9,216,V,,,,,,,,,,,,
11/06/2014,9,417,V,,,,,,,,,,,,
12/06/2014,11,118,V,,,,,,,,,,,,
13/06/2014,11,787,V,,,,,,,,,,,,
14/06/2014,15,991,V,,,,,,,,,,,,
15/06/2014,16,777,V,,,,,,,,,,,,
16/06/2014,14,62,V,,,,,,,,,,,,
17/06/2014,12,658,V,,,,,,,,,,,,
18/06/2014,11,400,V,,,,,,,,,,,,
19/06/2014,10,402,V,,,,,,,,,,,,
20/06/2014,11,73,V,,,,,,,,,,,,
21/06/2014,11,398,V,,,,,,,,,,,,
22/06/2014,9,239,V,,,,,,,,,,,,
23/06/2014,8,909,V,,,,,,,,,,,,
24/06/2014,8,470,V,,,,,,,,,,,,
25/06/2014,13,887,V,,,,,,,,,,,,
26/06/2014,11,822,V,,,,,,,,,,,,
27/06/2014,9,117,V,,,,,,,,,,,,
28/06/2014,9,187,V,,,,,,,,,,,,
29/06/2014,9,299,V,,,,,,,,,,,,
30/06/2014,11,512,V,,,,,,,,,,,,
01/07/2014,9,160,V,,,,,,,,,,,,
02/07/2014,8,353,V,,,,,,,,,,,,
03/07/2014,8,316,V,,,,,,,,,,,,
04/07/2014,8,317,V,,,,,,,,,,,,
05/07/2014,8,582,V,,,,,,,,,,,,
06/07/2014,8,435,V,,,,,,,,,,,,
07/07/2014,9,816,V,,,,,,,,,,,,
08/07/2014,12,146,V,,,,,,,,,,,,
09/07/2014,18,999,V,,,,,,,,,,,,
10/07/2014,19,348,V,,,,,,,,,,,,
11/07/2014,12,703,V,,,,,,,,,,,,
12/07/2014,13,617,V,,,,,,,,,,,,
13/07/2014,17,786,V,,,,,,,,,,,,
14/07/2014,43,444,V,,,,,,,,,,,,
15/07/2014,17,744,V,,,,,,,,,,,,
16/07/2014,13,189,V,,,,,,,,,,,,
17/07/2014,12,679,V,,,,,,,,,,,,
18/07/2014,11,419,V,,,,,,,,,,,,
19/07/2014,9,867,V,,,,,,,,,,,,
20/07/2014,10,307,V,,,,,,,,,,,,
21/07/2014,33,323,V,,,,,,,,,,,,
22/07/2014,61,468,V,,,,,,,,,,,,
23/07/2014,15,841,V,,,,,,,,,,,,
24/07/2014,14,853,V,,,,,,,,,,,,
25/07/2014,12,606,V,,,,,,,,,,,,
26/07/2014,16,682,V,,,,,,,,,,,,
27/07/2014,14,579,V,,,,,,,,,,,,
28/07/2014,12,334,V,,,,,,,,,,,,
29/07/2014,19,250,V,,,,,,,,,,,,
30/07/2014,71,157,V,,,,,,,,,,,,
31/07/2014,57,785,V,,,,,,,,,,,,
01/08/2014,32,659,V,,,,,,,,,,,,
02/08/2014,25,149,V,,,,,,,,,,,,
03/08/2014,25,979,V,,,,,,,,,,,,
04/08/2014,17,152,V,,,,,,,,,,,,
05/08/2014,22,856,V,,,,,,,,,,,,
06/08/2014,19,349,V,,,,,,,,,,,,
07/08/2014,15,554,V,,,,,,,,,,,,
08/08/2014,15,331,V,,,,,,,,,,,,
09/08/2014,14,164,V,,,,,,,,,,,,
10/08/2014,12,342,V,,,,,,,,,,,,
11/08/2014,12,811,V,,,,,,,,,,,,
12/08/2014,12,389,V,,,,,,,,,,,,
13/08/2014,13,979,V,,,,,,,,,,,,
14/08/2014,12,933,V,,,,,,,,,,,,
15/08/2014,11,718,V,,,,,,,,,,,,
16/08/2014,12,742,V,,,,,,,,,,,,
17/08/2014,11,970,V,,,,,,,,,,,,
18/08/2014,11,338,V,,,,,,,,,,,,
19/08/2014,11,715,V,,,,,,,,,,,,
20/08/2014,16,13,V,,,,,,,,,,,,
21/08/2014,10,719,V,,,,,,,,,,,,
22/08/2014,11,228,V,,,,,,,,,,,,
23/08/2014,9,816,V,,,,,,,,,,,,
24/08/2014,8,882,V,,,,,,,,,,,,
25/08/2014,8,471,V,,,,,,,,,,,,
26/08/2014,8,751,V,,,,,,,,,,,,
27/08/2014,11,538,V,,,,,,,,,,,,
28/08/2014,8,823,V,,,,,,,,,,,,
29/08/2014,8,423,V,,,,,,,,,,,,
30/08/2014,8,295,V,,,,,,,,,,,,
31/08/2014,8,461,V,,,,,,,,,,,,
01/09/2014,13,845,V,,,,,,,,,,,,
02/09/2014,8,975,V,,,,,,,,,,,,
03/09/2014,8,567,V,,,,,,,,,,,,
04/09/2014,8,504,V,,,,,,,,,,,,
05/09/2014,8,552,V,,,,,,,,,,,,
06/09/2014,8,480,V,,,,,,,,,,,,
07/09/2014,10,139,V,,,,,,,,,,,,
08/09/2014,9,66,V,,,,,,,,,,,,
09/09/2014,8,863,V,,,,,,,,,,,,
10/09/2014,19,46,V,,,,,,,,,,,,
11/09/2014,14,953,V,,,,,,,,,,,,
12/09/2014,12,806,V,,,,,,,,,,,,
13/09/2014,12,649,V,,,,,,,,,,,,
14/09/2014,9,789,V,,,,,,,,,,,,
15/09/2014,9,573,V,,,,,,,,,,,,
16/09/2014,9,329,V,,,,,,,,,,,,
17/09/2014,9,385,V,,,,,,,,,,,,
18/09/2014,9,804,V,,,,,,,,,,,,
19/09/2014,15,177,V,,,,,,,,,,,,
20/09/2014,39,520,V,,,,,,,,,,,,
21/09/2014,26,77,V,,,,,,,,,,,,
22/09/2014,28,208,V,,,,,,,,,,,,
23/09/2014,14,494,V,,,,,,,,,,,,
24/09/2014,13,430,V,,,,,,,,,,,,
25/09/2014,12,399,V,,,,,,,,,,,,
26/09/2014,10,771,V,,,,,,,,,,,,
27/09/2014,13,530,V,,,,,,,,,,,,
28/09/2014,11,575,V,,,,,,,,,,,,
29/09/2014,11,289,V,,,,,,,,,,,,
30/09/2014,11,557,V,,,,,,,,,,,,
01/10/2014,14,514,V,,,,,,,,,,,,
02/10/2014,14,158,V,,,,,,,,,,,,
03/10/2014,12,985,V,,,,,,,,,,,,
04/10/2014,12,152,V,,,,,,,,,,,,
05/10/2014,12,33,V,,,,,,,,,,,,
06/10/2014,12,56,V,,,,,,,,,,,,
07/10/2014,8,309,V,,,,,,,,,,,,
08/10/2014,8,358,V,,,,,,,,,,,,
09/10/2014,10,926,V,,,,,,,,,,,,
10/10/2014,13,681,V,,,,,,,,,,,,
11/10/2014,16,630,V,,,,,,,,,,,,
12/10/2014,29,122,V,,,,,,,,,,,,
13/10/2014,22,800,V,,,,,,,,,,,,
14/10/2014,40,583,V,,,,,,,,,,,,
15/10/2014,30,362,V,,,,,,,,,,,,
16/10/2014,26,179,V,,,,,,,,,,,,
17/10/2014,63,493,V,,,,,,,,,,,,
18/10/2014,65,63,V,,,,,,,,,,,,
19/10/2014,36,16,V,,,,,,,,,,,,
20/10/2014,28,232,V,,,,,,,,,,,,
21/10/2014,25,138,V,,,,,,,,,,,,
22/10/2014,21,526,V,,,,,,,,,,,,
23/10/2014,21,282,V,,,,,,,,,,,,
24/10/2014,17,806,V,,,,,,,,,,,,
25/10/2014,19,356,V,,,,,,,,,,,,
26/10/2014,17,55,V,,,,,,,,,,,,
27/10/2014,17,380,V,,,,,,,,,,,,
28/10/2014,15,999,V,,,,,,,,,,,,
29/10/2014,16,799,V,,,,,,,,,,,,
30/10/2014,15,28,V,,,,,,,,,,,,
31/10/2014,15,307,V,,,,,,,,,,,,
01/11/2014,16,591,V,,,,,,,,,,,,
02/11/2014,15,476,V,,,,,,,,,,,,
03/11/2014,15,361,V,,,,,,,,,,,,
04/11/2014,17,21,V,,,,,,,,,,,,
05/11/2014,82,293,V,,,,,,,,,,,,
06/11/2014,186,526,V,,,,,,,,,,,,
07/11/2014,127,87,V,,,,,,,,,,,,
08/11/2014,71,676,V,,,,,,,,,,,,
09/11/2014,46,786,V,,,,,,,,,,,,
10/11/2014,159,976,V,,,,,,,,,,,,
11/11/2014,285,494,V,,,,,,,,,,,,
12/11/2014,176,406,V,,,,,,,,,,,,
13/11/2014,133,836,V,,,,,,,,,,,,
14/11/2014,110,221,V,,,,,,,,,,,,
15/11/2014,116,646,V,,,,,,,,,,,,
16/11/2014,283,931,V,,,,,,,,,,,,
17/11/2014,215,810,V,,,,,,,,,,,,
18/11/2014,242,918,V,,,,,,,,,,,,
19/11/2014,264,93,V,,,,,,,,,,,,
20/11/2014,170,432,V,,,,,,,,,,,,
21/11/2014,129,292,V,,,,,,,,,,,,
22/11/2014,112,965,V,,,,,,,,,,,,
23/11/2014,85,855,V,,,,,,,,,,,,
24/11/2014,65,716,V,,,,,,,,,,,,
25/11/2014,76,450,V,,,,,,,,,,,,
26/11/2014,78,503,V,,,,,,,,,,,,
27/11/2014,89,965,V,,,,,,,,,,,,
28/11/2014,135,202,V,,,,,,,,,,,,
29/11/2014,117,344,V,,,,,,,,,,,,
30/11/2014,103,463,V,,,,,,,,,,,,
01/12/2014,154,3,V,,,,,,,,,,,,
02/12/2014,148,317,V,,,,,,,,,,,,
03/12/2014,120,6,V,,,,,,,,,,,,
04/12/2014,105,768,V,,,,,,,,,,,,
05/12/2014,89,369,V,,,,,,,,,,,,
06/12/2014,72,250,V,,,,,,,,,,,,
07/12/2014,65,743,V,,,,,,,,,,,,
08/12/2014,59,812,V,,,,,,,,,,,,
09/12/2014,54,137,V,,,,,,,,,,,,
10/12/2014,46,885,V,,,,,,,,,,,,
11/12/2014,31,669,V,,,,,,,,,,,,
12/12/2014,32,553,V,,,,,,,,,,,,
13/12/2014,37,898,V,,,,,,,,,,,,
14/12/2014,50,36,V,,,,,,,,,,,,
15/12/2014,54,791,V,,,,,,,,,,,,
16/12/2014,69,562,V,,,,,,,,,,,,
17/12/2014,68,420,V,,,,,,,,,,,,
18/12/2014,62,441,V,,,,,,,,,,,,
19/12/2014,58,560,V,,,,,,,,,,,,
20/12/2014,46,464,V,,,,,,,,,,,,
21/12/2014,39,18,V,,,,,,,,,,,,
22/12/2014,42,104,V,,,,,,,,,,,,
23/12/2014,35,222,V,,,,,,,,,,,,
24/12/2014,36,588,V,,,,,,,,,,,,
25/12/2014,35,733,V,,,,,,,,,,,,
26/12/2014,30,156,V,,,,,,,,,,,,
27/12/2014,47,51,V,,,,,,,,,,,,
28/12/2014,40,865,V,,,,,,,,,,,,
29/12/2014,31,242,V,,,,,,,,,,,,
30/12/2014,29,487,V,,,,,,,,,,,,
31/12/2014,28,173,V,,,,,,,,,,,,
01/01/2015,27,179,V,,,,,,,,,,,,
02/01/2015,26,627,V,,,,,,,,,,,,
03/01/2015,26,323,V,,,,,,,,,,,,
04/01/2015,26,723,V,,,,,,,,,,,,
05/01/2015,26,599,V,,,,,,,,,,,,
06/01/2015,28,170,V,,,,,,,,,,,,
07/01/2015,27,536,V,,,,,,,,,,,,
08/01/2015,24,105,V,,,,,,,,,,,,
09/01/2015,23,556,V,,,,,,,,,,,,
10/01/2015,23,605,V,,,,,,,,,,,,
11/01/2015,25,124,V,,,,,,,,,,,,
12/01/2015,23,649,V,,,,,,,,,,,,
13/01/2015,22,515,V,,,,,,,,,,,,
14/01/2015,26,28,V,,,,,,,,,,,,
15/01/2015,23,777,V,,,,,,,,,,,,
16/01/2015,26,916,V,,,,,,,,,,,,
17/01/2015,47,855,V,,,,,,,,,,,,
18/01/2015,44,929,V,,,,,,,,,,,,
19/01/2015,37,693,V,,,,,,,,,,,,
20/01/2015,29,688,V,,,,,,,,,,,,
21/01/2015,29,837,V,,,,,,,,,,,,
22/01/2015,71,423,V,,,,,,,,,,,,
23/01/2015,74,3,V,,,,,,,,,,,,
24/01/2015,50,940,V,,,,,,,,,,,,
25/01/2015,44,902,V,,,,,,,,,,,,
26/01/2015,41,614,V,,,,,,,,,,,,
27/01/2015,30,897,V,,,,,,,,,,,,
28/01/2015,31,304,V,,,,,,,,,,,,
29/01/2015,34,831,V,,,,,,,,,,,,
30/01/2015,147,220,V,,,,,,,,,,,,
31/01/2015,95,155,V,,,,,,,,,,,,
01/02/2015,69,248,V,,,,,,,,,,,,
02/02/2015,57,126,V,,,,,,,,,,,,
03/02/2015,60,742,V,,,,,,,,,,,,
04/02/2015,55,517,V,,,,,,,,,,,,
05/02/2015,75,881,V,,,,,,,,,,,,
06/02/2015,78,898,V,,,,,,,,,,,,
07/02/2015,66,833,V,,,,,,,,,,,,
08/02/2015,59,85,V,,,,,,,,,,,,
09/02/2015,46,13,V,,,,,,,,,,,,
10/02/2015,44,615,V,,,,,,,,,,,,
11/02/2015,39,448,V,,,,,,,,,,,,
12/02/2015,33,624,V,,,,,,,,,,,,
13/02/2015,37,602,V,,,,,,,,,,,,
14/02/2015,50,446,V,,,,,,,,,,,,
15/02/2015,142,768,V,,,,,,,,,,,,
16/02/2015,117,837,V,,,,,,,,,,,,
17/02/2015,89,283,V,,,,,,,,,,,,
18/02/2015,69,509,V,,,,,,,,,,,,
19/02/2015,69,919,V,,,,,,,,,,,,
20/02/2015,60,227,V,,,,,,,,,,,,
21/02/2015,52,912,V,,,,,,,,,,,,
22/02/2015,65,746,V,,,,,,,,,,,,
23/02/2015,60,532,V,,,,,,,,,,,,
24/02/2015,58,365,V,,,,,,,,,,,,
25/02/2015,59,494,V,,,,,,,,,,,,
26/02/2015,50,952,V,,,,,,,,,,,,
27/02/2015,48,230,V,,,,,,,,,,,,
28/02/2015,40,309,V,,,,,,,,,,,,
01/03/2015,38,727,V,,,,,,,,,,,,
02/03/2015,56,218,V,,,,,,,,,,,,
03/03/2015,66,737,V,,,,,,,,,,,,
04/03/2015,67,461,V,,,,,,,,,,,,
05/03/2015,64,162,V,,,,,,,,,,,,
06/03/2015,61,319,V,,,,,,,,,,,,
07/03/2015,47,231,V,,,,,,,,,,,,
08/03/2015,40,711,V,,,,,,,,,,,,
09/03/2015,40,629,V,,,,,,,,,,,,
10/03/2015,34,53,V,,,,,,,,,,,,
11/03/2015,38,40,V,,,,,,,,,,,,
12/03/2015,39,160,V,,,,,,,,,,,,
13/03/2015,38,193,V,,,,,,,,,,,,
14/03/2015,37,36,V,,,,,,,,,,,,
15/03/2015,35,311,V,,,,,,,,,,,,
16/03/2015,38,109,V,,,,,,,,,,,,
17/03/2015,41,39,V,,,,,,,,,,,,
18/03/2015,39,765,V,,,,,,,,,,,,
19/03/2015,33,767,V,,,,,,,,,,,,
20/03/2015,36,350,V,,,,,,,,,,,,
21/03/2015,31,799,V,,,,,,,,,,,,
22/03/2015,34,482,V,,,,,,,,,,,,
23/03/2015,30,807,V,,,,,,,,,,,,
24/03/2015,31,141,V,,,,,,,,,,,,
25/03/2015,37,468,V,,,,,,,,,,,,
26/03/2015,67,876,V,,,,,,,,,,,,
27/03/2015,60,22,V,,,,,,,,,,,,
28/03/2015,44,61,V,,,,,,,,,,,,
29/03/2015,35,944,V,,,,,,,,,,,,
30/03/2015,35,989,V,,,,,,,,,,,,
31/03/2015,33,940,V,,,,,,,,,,,,
01/04/2015,34,135,V,,,,,,,,,,,,
02/04/2015,34,949,V,,,,,,,,,,,,
03/04/2015,28,213,V,,,,,,,,,,,,
04/04/2015,30,273,V,,,,,,,,,,,,
05/04/2015,36,979,V,,,,,,,,,,,,
06/04/2015,29,247,V,,,,,,,,,,,,
07/04/2015,28,718,V,,,,,,,,,,,,
08/04/2015,28,560,V,,,,,,,,,,,,
09/04/2015,27,274,V,,,,,,,,,,,,
10/04/2015,27,162,V,,,,,,,,,,,,
11/04/2015,25,702,V,,,,,,,,,,,,
12/04/2015,23,856,V,,,,,,,,,,,,
13/04/2015,27,482,V,,,,,,,,,,,,
14/04/2015,28,899,V,,,,,,,,,,,,
15/04/2015,27,968,V,,,,,,,,,,,,
16/04/2015,29,153,V,,,,,,,,,,,,
17/04/2015,27,987,V,,,,,,,,,,,,
18/04/2015,26,464,V,,,,,,,,,,,,
19/04/2015,25,734,V,,,,,,,,,,,,
20/04/2015,22,311,V,,,,,,,,,,,,
21/04/2015,21,425,V,,,,,,,,,,,,
22/04/2015,22,185,V,,,,,,,,,,,,
23/04/2015,22,323,V,,,,,,,,,,,,
24/04/2015,22,940,V,,,,,,,,,,,,
25/04/2015,24,27,V,,,,,,,,,,,,
26/04/2015,24,598,V,,,,,,,,,,,,
27/04/2015,39,271,V,,,,,,,,,,,,
28/04/2015,90,701,V,,,,,,,,,,,,
29/04/2015,48,872,V,,,,,,,,,,,,
30/04/2015,43,971,V,,,,,,,,,,,,
01/05/2015,31,468,V,,,,,,,,,,,,
02/05/2015,28,887,V,,,,,,,,,,,,
03/05/2015,28,628,V,,,,,,,,,,,,
04/05/2015,27,997,V,,,,,,,,,,,,
05/05/2015,24,909,V,,,,,,,,,,,,
06/05/2015,26,534,V,,,,,,,,,,,,
07/05/2015,24,360,V,,,,,,,,,,,,
08/05/2015,23,177,V,,,,,,,,,,,,
09/05/2015,19,411,V,,,,,,,,,,,,
10/05/2015,15,193,V,,,,,,,,,,,,
11/05/2015,20,722,V,,,,,,,,,,,,
12/05/2015,18,650,V,,,,,,,,,,,,
13/05/2015,17,534,V,,,,,,,,,,,,
14/05/2015,16,855,V,,,,,,,,,,,,
15/05/2015,21,735,V,,,,,,,,,,,,
16/05/2015,18,666,V,,,,,,,,,,,,
17/05/2015,16,296,V,,,,,,,,,,,,
18/05/2015,15,569,V,,,,,,,,,,,,
19/05/2015,16,818,V,,,,,,,,,,,,
20/05/2015,19,622,V,,,,,,,,,,,,
21/05/2015,18,74,V,,,,,,,,,,,,
22/05/2015,21,425,V,,,,,,,,,,,,
23/05/2015,22,753,V,,,,,,,,,,,,
24/05/2015,19,20,V,,,,,,,,,,,,
25/05/2015,19,774,V,,,,,,,,,,,,
26/05/2015,20,404,V,,,,,,,,,,,,
27/05/2015,17,221,V,,,,,,,,,,,,
28/05/2015,17,433,V,,,,,,,,,,,,
29/05/2015,16,315,V,,,,,,,,,,,,
30/05/2015,14,30,V,,,,,,,,,,,,
31/05/2015,13,178,V,,,,,,,,,,,,
01/06/2015,12,895,V,,,,,,,,,,,,
02/06/2015,10,663,V,,,,,,,,,,,,
03/06/2015,10,671,V,,,,,,,,,,,,
04/06/2015,13,371,V,,,,,,,,,,,,
05/06/2015,11,523,V,,,,,,,,,,,,
06/06/2015,9,864,V,,,,,,,,,,,,
07/06/2015,9,924,V,,,,,,,,,,,,
08/06/2015,10,176,V,,,,,,,,,,,,
09/06/2015,12,500,V,,,,,,,,,,,,
10/06/2015,11,160,V,,,,,,,,,,,,
11/06/2015,11,23,V,,,,,,,,,,,,
12/06/2015,10,577,V,,,,,,,,,,,,
13/06/2015,9,840,V,,,,,,,,,,,,
14/06/2015,12,490,V,,,,,,,,,,,,
15/06/2015,16,8,V,,,,,,,,,,,,
16/06/2015,10,531,V,,,,,,,,,,,,
17/06/2015,10,481,V,,,,,,,,,,,,
18/06/2015,10,180,V,,,,,,,,,,,,
19/06/2015,11,848,V,,,,,,,,,,,,
20/06/2015,10,558,V,,,,,,,,,,,,
21/06/2015,10,715,V,,,,,,,,,,,,
22/06/2015,10,293,V,,,,,,,,,,,,
23/06/2015,10,109,V,,,,,,,,,,,,
24/06/2015,11,858,V,,,,,,,,,,,,
25/06/2015,10,706,V,,,,,,,,,,,,
26/06/2015,9,643,V,,,,,,,,,,,,
27/06/2015,9,886,V,,,,,,,,,,,,
28/06/2015,9,699,V,,,,,,,,,,,,
29/06/2015,8,967,V,,,,,,,,,,,,
30/06/2015,10,872,V,,,,,,,,,,,,
01/07/2015,10,371,V,,,,,,,,,,,,
02/07/2015,12,220,V,,,,,,,,,,,,
03/07/2015,11,568,V,,,,,,,,,,,,
04/07/2015,10,360,V,,,,,,,,,,,,
05/07/2015,10,274,V,,,,,,,,,,,,
06/07/2015,9,13,V,,,,,,,,,,,,
07/07/2015,8,870,V,,,,,,,,,,,,
08/07/2015,8,378,V,,,,,,,,,,,,
09/07/2015,8,216,V,,,,,,,,,,,,
10/07/2015,7,640,V,,,,,,,,,,,,
11/07/2015,6,770,V,,,,,,,,,,,,
12/07/2015,6,950,V,,,,,,,,,,,,
13/07/2015,7,177,V,,,,,,,,,,,,
14/07/2015,7,469,V,,,,,,,,,,,,
15/07/2015,7,402,V,,,,,,,,,,,,
16/07/2015,6,852,V,,,,,,,,,,,,
17/07/2015,6,748,V,,,,,,,,,,,,
18/07/2015,6,781,V,,,,,,,,,,,,
19/07/2015,6,621,V,,,,,,,,,,,,
20/07/2015,6,545,V,,,,,,,,,,,,
21/07/2015,6,347,V,,,,,,,,,,,,
22/07/2015,6,341,V,,,,,,,,,,,,
23/07/2015,6,369,V,,,,,,,,,,,,
24/07/2015,6,641,V,,,,,,,,,,,,
25/07/2015,6,808,V,,,,,,,,,,,,
26/07/2015,6,491,V,,,,,,,,,,,,
27/07/2015,6,141,V,,,,,,,,,,,,
28/07/2015,6,226,V,,,,,,,,,,,,
29/07/2015,6,293,V,,,,,,,,,,,,
30/07/2015,6,343,V,,,,,,,,,,,,
31/07/2015,6,412,V,,,,,,,,,,,,
01/08/2015,6,830,V,,,,,,,,,,,,
02/08/2015,6,857,V,,,,,,,,,,,,
03/08/2015,6,835,V,,,,,,,,,,,,
04/08/2015,6,258,V,,,,,,,,,,,,
05/08/2015,4,987,V,,,,,,,,,,,,
06/08/2015,4,675,V,,,,,,,,,,,,
07/08/2015,4,223,V,,,,,,,,,,,,
08/08/2015,4,741,V,,,,,,,,,,,,
09/08/2015,4,992,V,,,,,,,,,,,,
10/08/2015,6,935,V,,,,,,,,,,,,
11/08/2015,6,612,V,,,,,,,,,,,,
12/08/2015,5,275,V,,,,,,,,,,,,
13/08/2015,4,671,V,,,,,,,,,,,,
14/08/2015,5,141,V,,,,,,,,,,,,
15/08/2015,5,405,V,,,,,,,,,,,,
16/08/2015,5,971,V,,,,,,,,,,,,
