Stazione,Monte S. Quirico,,,,,,,,,,,,,,
Codice,TOS02004291,,,,,,,,,,,,,,
Comune,Lucca,,,,,,,,,,,,,,
Provincia,LU,,,,,,,,,,,,,,
GB [m],E,1621131,N,4857138,,,,,,,,,,,
WGS84 [°],Lat,43.857,Lon,10.507,,,,,,,,,,,
Quota [m],25,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,ATTENZIONE,i,dati,sono,nel,fomato,csv,ed,utilizzano,,,,
,,,come,separatore,di,colonna,il,punto e virgola,e,,,,,,
,,,come,separatore,decimale,la,virgola,,,,,,,,
,,,verificare,le,proprie,impostazioni,internazionali,per,una,corretta,visulizzazione.,,,,
,,,Il,valore,-9999,corrisponde,a,dato,mancante,,,,,,
,,,Il,valore,contrassegnato,con,@,corrisponde,al,dato,mancante,,,,
,,,Il,valore,contrassegnato,con,V,corrisponde,al,dato,validato,,,,
,,,Il,valore,contrassegnato,con,P,corrisponde,al,dato,prevalidato,soggetto,ad,eventuali,modifiche
,,,(consultare,la,sezione,Criteri,di,validazione),,,,,,,
,,,,,,,,,,,,,,,
gg/mm/aaaa,Portata [mc/s],Tipo Dato,,,,,,,,,,,,,
02/04/2009,183,624,V,,,,,,,,,,,,
03/04/2009,149,359,V,,,,,,,,,,,,
04/04/2009,116,973,V,,,,,,,,,,,,
05/04/2009,95,244,V,,,,,,,,,,,,
06/04/2009,84,677,V,,,,,,,,,,,,
07/04/2009,78,381,V,,,,,,,,,,,,
08/04/2009,69,998,V,,,,,,,,,,,,
09/04/2009,70,345,V,,,,,,,,,,,,
10/04/2009,67,417,V,,,,,,,,,,,,
11/04/2009,62,495,V,,,,,,,,,,,,
12/04/2009,56,854,V,,,,,,,,,,,,
13/04/2009,54,916,V,,,,,,,,,,,,
14/04/2009,52,203,V,,,,,,,,,,,,
15/04/2009,50,38,V,,,,,,,,,,,,
16/04/2009,51,733,V,,,,,,,,,,,,
17/04/2009,68,423,V,,,,,,,,,,,,
18/04/2009,83,284,V,,,,,,,,,,,,
19/04/2009,73,206,V,,,,,,,,,,,,
20/04/2009,84,720,V,,,,,,,,,,,,
21/04/2009,80,560,V,,,,,,,,,,,,
22/04/2009,75,293,V,,,,,,,,,,,,
23/04/2009,74,10,V,,,,,,,,,,,,
24/04/2009,67,71,V,,,,,,,,,,,,
25/04/2009,53,288,V,,,,,,,,,,,,
26/04/2009,51,381,V,,,,,,,,,,,,
27/04/2009,70,84,V,,,,,,,,,,,,
28/04/2009,74,813,V,,,,,,,,,,,,
29/04/2009,69,807,V,,,,,,,,,,,,
30/04/2009,87,696,V,,,,,,,,,,,,
01/05/2009,75,116,V,,,,,,,,,,,,
02/05/2009,72,54,V,,,,,,,,,,,,
03/05/2009,67,120,V,,,,,,,,,,,,
04/05/2009,50,556,V,,,,,,,,,,,,
05/05/2009,45,310,V,,,,,,,,,,,,
06/05/2009,42,877,V,,,,,,,,,,,,
07/05/2009,33,430,V,,,,,,,,,,,,
08/05/2009,34,160,V,,,,,,,,,,,,
09/05/2009,34,349,V,,,,,,,,,,,,
10/05/2009,27,133,V,,,,,,,,,,,,
11/05/2009,36,624,V,,,,,,,,,,,,
12/05/2009,32,384,V,,,,,,,,,,,,
13/05/2009,30,768,V,,,,,,,,,,,,
14/05/2009,31,817,V,,,,,,,,,,,,
15/05/2009,31,382,V,,,,,,,,,,,,
16/05/2009,23,293,V,,,,,,,,,,,,
17/05/2009,23,482,V,,,,,,,,,,,,
18/05/2009,25,353,V,,,,,,,,,,,,
19/05/2009,24,966,V,,,,,,,,,,,,
20/05/2009,23,280,V,,,,,,,,,,,,
21/05/2009,23,189,V,,,,,,,,,,,,
22/05/2009,22,19,V,,,,,,,,,,,,
23/05/2009,18,325,V,,,,,,,,,,,,
24/05/2009,18,552,V,,,,,,,,,,,,
25/05/2009,19,373,V,,,,,,,,,,,,
26/05/2009,18,657,V,,,,,,,,,,,,
27/05/2009,18,725,V,,,,,,,,,,,,
28/05/2009,17,88,V,,,,,,,,,,,,
29/05/2009,16,826,V,,,,,,,,,,,,
30/05/2009,14,494,V,,,,,,,,,,,,
31/05/2009,15,586,V,,,,,,,,,,,,
01/06/2009,18,807,V,,,,,,,,,,,,
02/06/2009,16,878,V,,,,,,,,,,,,
03/06/2009,16,266,V,,,,,,,,,,,,
04/06/2009,13,813,V,,,,,,,,,,,,
05/06/2009,14,800,V,,,,,,,,,,,,
06/06/2009,14,951,V,,,,,,,,,,,,
07/06/2009,16,374,V,,,,,,,,,,,,
08/06/2009,19,797,V,,,,,,,,,,,,
09/06/2009,14,490,V,,,,,,,,,,,,
10/06/2009,14,403,V,,,,,,,,,,,,
11/06/2009,15,422,V,,,,,,,,,,,,
12/06/2009,15,377,V,,,,,,,,,,,,
13/06/2009,14,155,V,,,,,,,,,,,,
14/06/2009,13,501,V,,,,,,,,,,,,
15/06/2009,13,538,V,,,,,,,,,,,,
16/06/2009,13,897,V,,,,,,,,,,,,
17/06/2009,13,858,V,,,,,,,,,,,,
18/06/2009,13,320,V,,,,,,,,,,,,
19/06/2009,11,641,V,,,,,,,,,,,,
20/06/2009,18,108,V,,,,,,,,,,,,
21/06/2009,13,309,V,,,,,,,,,,,,
22/06/2009,13,352,V,,,,,,,,,,,,
23/06/2009,11,999,V,,,,,,,,,,,,
24/06/2009,11,658,V,,,,,,,,,,,,
25/06/2009,11,196,V,,,,,,,,,,,,
26/06/2009,12,187,V,,,,,,,,,,,,
27/06/2009,11,584,V,,,,,,,,,,,,
28/06/2009,11,601,V,,,,,,,,,,,,
29/06/2009,13,600,V,,,,,,,,,,,,
30/06/2009,13,657,V,,,,,,,,,,,,
01/07/2009,12,415,V,,,,,,,,,,,,
02/07/2009,12,325,V,,,,,,,,,,,,
03/07/2009,11,335,V,,,,,,,,,,,,
04/07/2009,11,795,V,,,,,,,,,,,,
05/07/2009,12,571,V,,,,,,,,,,,,
06/07/2009,14,315,V,,,,,,,,,,,,
07/07/2009,13,207,V,,,,,,,,,,,,
08/07/2009,12,325,V,,,,,,,,,,,,
09/07/2009,11,498,V,,,,,,,,,,,,
10/07/2009,11,607,V,,,,,,,,,,,,
11/07/2009,11,544,V,,,,,,,,,,,,
12/07/2009,11,689,V,,,,,,,,,,,,
13/07/2009,12,235,V,,,,,,,,,,,,
14/07/2009,11,791,V,,,,,,,,,,,,
15/07/2009,12,13,V,,,,,,,,,,,,
16/07/2009,12,164,V,,,,,,,,,,,,
17/07/2009,12,324,V,,,,,,,,,,,,
18/07/2009,8,765,V,,,,,,,,,,,,
19/07/2009,8,869,V,,,,,,,,,,,,
20/07/2009,9,719,V,,,,,,,,,,,,
21/07/2009,9,889,V,,,,,,,,,,,,
22/07/2009,8,970,V,,,,,,,,,,,,
23/07/2009,8,792,V,,,,,,,,,,,,
24/07/2009,9,317,V,,,,,,,,,,,,
25/07/2009,9,150,V,,,,,,,,,,,,
26/07/2009,8,260,V,,,,,,,,,,,,
27/07/2009,8,322,V,,,,,,,,,,,,
28/07/2009,7,106,V,,,,,,,,,,,,
29/07/2009,7,21,V,,,,,,,,,,,,
30/07/2009,7,150,V,,,,,,,,,,,,
31/07/2009,6,978,V,,,,,,,,,,,,
01/08/2009,6,831,V,,,,,,,,,,,,
02/08/2009,6,814,V,,,,,,,,,,,,
03/08/2009,6,997,V,,,,,,,,,,,,
04/08/2009,6,696,V,,,,,,,,,,,,
05/08/2009,6,682,V,,,,,,,,,,,,
06/08/2009,6,637,V,,,,,,,,,,,,
07/08/2009,6,759,V,,,,,,,,,,,,
08/08/2009,6,962,V,,,,,,,,,,,,
09/08/2009,6,812,V,,,,,,,,,,,,
10/08/2009,6,979,V,,,,,,,,,,,,
11/08/2009,6,417,V,,,,,,,,,,,,
12/08/2009,6,149,V,,,,,,,,,,,,
13/08/2009,6,361,V,,,,,,,,,,,,
14/08/2009,6,287,V,,,,,,,,,,,,
15/08/2009,6,67,V,,,,,,,,,,,,
16/08/2009,5,957,V,,,,,,,,,,,,
17/08/2009,6,194,V,,,,,,,,,,,,
18/08/2009,6,288,V,,,,,,,,,,,,
19/08/2009,6,327,V,,,,,,,,,,,,
20/08/2009,5,972,V,,,,,,,,,,,,
21/08/2009,6,91,V,,,,,,,,,,,,
22/08/2009,6,119,V,,,,,,,,,,,,
23/08/2009,6,386,V,,,,,,,,,,,,
24/08/2009,6,126,V,,,,,,,,,,,,
25/08/2009,6,236,V,,,,,,,,,,,,
26/08/2009,6,134,V,,,,,,,,,,,,
27/08/2009,6,250,V,,,,,,,,,,,,
28/08/2009,6,87,V,,,,,,,,,,,,
29/08/2009,5,845,V,,,,,,,,,,,,
30/08/2009,5,692,V,,,,,,,,,,,,
31/08/2009,5,841,V,,,,,,,,,,,,
01/09/2009,5,779,V,,,,,,,,,,,,
02/09/2009,5,834,V,,,,,,,,,,,,
03/09/2009,5,450,V,,,,,,,,,,,,
04/09/2009,5,389,V,,,,,,,,,,,,
05/09/2009,5,47,V,,,,,,,,,,,,
06/09/2009,4,825,V,,,,,,,,,,,,
07/09/2009,4,774,V,,,,,,,,,,,,
08/09/2009,4,952,V,,,,,,,,,,,,
09/09/2009,4,971,V,,,,,,,,,,,,
10/09/2009,5,76,V,,,,,,,,,,,,
11/09/2009,5,554,V,,,,,,,,,,,,
12/09/2009,4,901,V,,,,,,,,,,,,
13/09/2009,4,894,V,,,,,,,,,,,,
14/09/2009,10,934,V,,,,,,,,,,,,
15/09/2009,8,508,V,,,,,,,,,,,,
16/09/2009,26,761,V,,,,,,,,,,,,
17/09/2009,33,732,V,,,,,,,,,,,,
18/09/2009,12,233,V,,,,,,,,,,,,
19/09/2009,6,988,V,,,,,,,,,,,,
20/09/2009,6,212,V,,,,,,,,,,,,
21/09/2009,9,27,V,,,,,,,,,,,,
22/09/2009,7,311,V,,,,,,,,,,,,
23/09/2009,7,24,V,,,,,,,,,,,,
24/09/2009,6,652,V,,,,,,,,,,,,
25/09/2009,5,612,V,,,,,,,,,,,,
26/09/2009,5,260,V,,,,,,,,,,,,
27/09/2009,4,983,V,,,,,,,,,,,,
28/09/2009,5,246,V,,,,,,,,,,,,
29/09/2009,5,492,V,,,,,,,,,,,,
30/09/2009,5,227,V,,,,,,,,,,,,
01/10/2009,6,485,V,,,,,,,,,,,,
02/10/2009,6,215,V,,,,,,,,,,,,
03/10/2009,5,315,V,,,,,,,,,,,,
04/10/2009,5,450,V,,,,,,,,,,,,
05/10/2009,5,376,V,,,,,,,,,,,,
06/10/2009,5,463,V,,,,,,,,,,,,
07/10/2009,6,379,V,,,,,,,,,,,,
08/10/2009,6,574,V,,,,,,,,,,,,
09/10/2009,6,835,V,,,,,,,,,,,,
10/10/2009,5,584,V,,,,,,,,,,,,
11/10/2009,5,361,V,,,,,,,,,,,,
12/10/2009,5,616,V,,,,,,,,,,,,
13/10/2009,5,40,V,,,,,,,,,,,,
14/10/2009,5,322,V,,,,,,,,,,,,
15/10/2009,5,532,V,,,,,,,,,,,,
16/10/2009,5,404,V,,,,,,,,,,,,
17/10/2009,5,690,V,,,,,,,,,,,,
18/10/2009,5,527,V,,,,,,,,,,,,
19/10/2009,5,554,V,,,,,,,,,,,,
20/10/2009,5,538,V,,,,,,,,,,,,
21/10/2009,7,920,V,,,,,,,,,,,,
22/10/2009,71,54,V,,,,,,,,,,,,
23/10/2009,24,262,V,,,,,,,,,,,,
24/10/2009,15,590,V,,,,,,,,,,,,
25/10/2009,11,278,V,,,,,,,,,,,,
26/10/2009,9,78,V,,,,,,,,,,,,
27/10/2009,8,390,V,,,,,,,,,,,,
28/10/2009,7,688,V,,,,,,,,,,,,
29/10/2009,7,907,V,,,,,,,,,,,,
30/10/2009,7,687,V,,,,,,,,,,,,
31/10/2009,7,337,V,,,,,,,,,,,,
01/11/2009,6,810,V,,,,,,,,,,,,
02/11/2009,10,123,V,,,,,,,,,,,,
03/11/2009,16,43,V,,,,,,,,,,,,
04/11/2009,34,561,V,,,,,,,,,,,,
05/11/2009,75,139,V,,,,,,,,,,,,
06/11/2009,46,297,V,,,,,,,,,,,,
07/11/2009,30,8,V,,,,,,,,,,,,
08/11/2009,64,970,V,,,,,,,,,,,,
09/11/2009,114,566,V,,,,,,,,,,,,
10/11/2009,64,597,V,,,,,,,,,,,,
11/11/2009,42,190,V,,,,,,,,,,,,
12/11/2009,31,38,V,,,,,,,,,,,,
13/11/2009,29,840,V,,,,,,,,,,,,
14/11/2009,23,955,V,,,,,,,,,,,,
15/11/2009,20,850,V,,,,,,,,,,,,
16/11/2009,25,670,V,,,,,,,,,,,,
17/11/2009,21,598,V,,,,,,,,,,,,
18/11/2009,15,323,V,,,,,,,,,,,,
19/11/2009,15,691,V,,,,,,,,,,,,
20/11/2009,15,843,V,,,,,,,,,,,,
21/11/2009,12,611,V,,,,,,,,,,,,
22/11/2009,13,811,V,,,,,,,,,,,,
23/11/2009,14,833,V,,,,,,,,,,,,
24/11/2009,14,876,V,,,,,,,,,,,,
25/11/2009,13,200,V,,,,,,,,,,,,
26/11/2009,12,632,V,,,,,,,,,,,,
27/11/2009,16,626,V,,,,,,,,,,,,
28/11/2009,41,336,V,,,,,,,,,,,,
29/11/2009,32,260,V,,,,,,,,,,,,
30/11/2009,66,272,V,,,,,,,,,,,,
01/12/2009,173,353,V,,,,,,,,,,,,
02/12/2009,107,42,V,,,,,,,,,,,,
03/12/2009,75,423,V,,,,,,,,,,,,
04/12/2009,79,940,V,,,,,,,,,,,,
05/12/2009,74,783,V,,,,,,,,,,,,
06/12/2009,52,185,V,,,,,,,,,,,,
07/12/2009,44,87,V,,,,,,,,,,,,
08/12/2009,145,554,V,,,,,,,,,,,,
09/12/2009,128,924,V,,,,,,,,,,,,
10/12/2009,81,436,V,,,,,,,,,,,,
11/12/2009,66,984,V,,,,,,,,,,,,
12/12/2009,58,325,V,,,,,,,,,,,,
13/12/2009,41,863,V,,,,,,,,,,,,
14/12/2009,40,605,V,,,,,,,,,,,,
15/12/2009,36,991,V,,,,,,,,,,,,
16/12/2009,32,829,V,,,,,,,,,,,,
17/12/2009,30,620,V,,,,,,,,,,,,
18/12/2009,30,83,V,,,,,,,,,,,,
19/12/2009,28,688,V,,,,,,,,,,,,
20/12/2009,22,841,V,,,,,,,,,,,,
21/12/2009,27,505,V,,,,,,,,,,,,
22/12/2009,147,815,V,,,,,,,,,,,,
23/12/2009,745,832,V,,,,,,,,,,,,
24/12/2009,523,546,V,,,,,,,,,,,,
25/12/2009,999,999,V,,,,,,,,,,,,
26/12/2009,426,237,V,,,,,,,,,,,,
27/12/2009,245,236,V,,,,,,,,,,,,
28/12/2009,180,727,V,,,,,,,,,,,,
29/12/2009,165,821,V,,,,,,,,,,,,
30/12/2009,172,584,V,,,,,,,,,,,,
31/12/2009,224,116,V,,,,,,,,,,,,
01/01/2010,396,453,V,,,,,,,,,,,,
02/01/2010,284,543,V,,,,,,,,,,,,
03/01/2010,204,838,V,,,,,,,,,,,,
04/01/2010,166,85,V,,,,,,,,,,,,
05/01/2010,149,142,V,,,,,,,,,,,,
06/01/2010,132,760,V,,,,,,,,,,,,
07/01/2010,137,35,V,,,,,,,,,,,,
08/01/2010,189,908,V,,,,,,,,,,,,
09/01/2010,219,264,V,,,,,,,,,,,,
10/01/2010,218,740,V,,,,,,,,,,,,
11/01/2010,170,376,V,,,,,,,,,,,,
12/01/2010,141,852,V,,,,,,,,,,,,
13/01/2010,117,396,V,,,,,,,,,,,,
14/01/2010,91,955,V,,,,,,,,,,,,
15/01/2010,78,829,V,,,,,,,,,,,,
16/01/2010,67,612,V,,,,,,,,,,,,
17/01/2010,62,82,V,,,,,,,,,,,,
18/01/2010,58,969,V,,,,,,,,,,,,
19/01/2010,47,331,V,,,,,,,,,,,,
20/01/2010,46,904,V,,,,,,,,,,,,
21/01/2010,44,232,V,,,,,,,,,,,,
22/01/2010,44,318,V,,,,,,,,,,,,
23/01/2010,32,964,V,,,,,,,,,,,,
24/01/2010,29,996,V,,,,,,,,,,,,
25/01/2010,38,166,V,,,,,,,,,,,,
26/01/2010,39,707,V,,,,,,,,,,,,
27/01/2010,29,296,V,,,,,,,,,,,,
28/01/2010,30,819,V,,,,,,,,,,,,
29/01/2010,30,983,V,,,,,,,,,,,,
30/01/2010,28,234,V,,,,,,,,,,,,
31/01/2010,26,492,V,,,,,,,,,,,,
01/02/2010,27,732,V,,,,,,,,,,,,
02/02/2010,23,635,V,,,,,,,,,,,,
03/02/2010,22,752,V,,,,,,,,,,,,
04/02/2010,25,785,V,,,,,,,,,,,,
05/02/2010,56,50,V,,,,,,,,,,,,
06/02/2010,127,856,V,,,,,,,,,,,,
07/02/2010,78,644,V,,,,,,,,,,,,
08/02/2010,55,465,V,,,,,,,,,,,,
09/02/2010,48,873,V,,,,,,,,,,,,
10/02/2010,44,714,V,,,,,,,,,,,,
11/02/2010,43,313,V,,,,,,,,,,,,
12/02/2010,36,48,V,,,,,,,,,,,,
13/02/2010,29,859,V,,,,,,,,,,,,
14/02/2010,26,204,V,,,,,,,,,,,,
15/02/2010,31,625,V,,,,,,,,,,,,
16/02/2010,26,205,V,,,,,,,,,,,,
17/02/2010,30,877,V,,,,,,,,,,,,
18/02/2010,65,584,V,,,,,,,,,,,,
19/02/2010,185,964,V,,,,,,,,,,,,
20/02/2010,285,739,V,,,,,,,,,,,,
21/02/2010,175,903,V,,,,,,,,,,,,
22/02/2010,147,538,V,,,,,,,,,,,,
23/02/2010,134,46,V,,,,,,,,,,,,
24/02/2010,129,759,V,,,,,,,,,,,,
25/02/2010,111,335,V,,,,,,,,,,,,
26/02/2010,110,760,V,,,,,,,,,,,,
27/02/2010,112,742,V,,,,,,,,,,,,
28/02/2010,111,320,V,,,,,,,,,,,,
01/03/2010,90,592,V,,,,,,,,,,,,
02/03/2010,81,810,V,,,,,,,,,,,,
03/03/2010,90,991,V,,,,,,,,,,,,
04/03/2010,94,773,V,,,,,,,,,,,,
05/03/2010,84,744,V,,,,,,,,,,,,
06/03/2010,64,386,V,,,,,,,,,,,,
07/03/2010,61,653,V,,,,,,,,,,,,
08/03/2010,54,105,V,,,,,,,,,,,,
09/03/2010,46,421,V,,,,,,,,,,,,
10/03/2010,45,952,V,,,,,,,,,,,,
11/03/2010,45,574,V,,,,,,,,,,,,
12/03/2010,40,590,V,,,,,,,,,,,,
13/03/2010,35,760,V,,,,,,,,,,,,
14/03/2010,32,561,V,,,,,,,,,,,,
15/03/2010,32,178,V,,,,,,,,,,,,
16/03/2010,33,850,V,,,,,,,,,,,,
17/03/2010,31,924,V,,,,,,,,,,,,
18/03/2010,29,545,V,,,,,,,,,,,,
19/03/2010,32,363,V,,,,,,,,,,,,
20/03/2010,29,65,V,,,,,,,,,,,,
21/03/2010,28,976,V,,,,,,,,,,,,
22/03/2010,45,20,V,,,,,,,,,,,,
23/03/2010,48,686,V,,,,,,,,,,,,
24/03/2010,38,203,V,,,,,,,,,,,,
25/03/2010,37,500,V,,,,,,,,,,,,
26/03/2010,31,712,V,,,,,,,,,,,,
27/03/2010,36,801,V,,,,,,,,,,,,
28/03/2010,32,849,V,,,,,,,,,,,,
29/03/2010,29,381,V,,,,,,,,,,,,
30/03/2010,36,742,V,,,,,,,,,,,,
31/03/2010,38,357,V,,,,,,,,,,,,
01/04/2010,42,989,V,,,,,,,,,,,,
02/04/2010,46,897,V,,,,,,,,,,,,
03/04/2010,41,584,V,,,,,,,,,,,,
04/04/2010,44,732,V,,,,,,,,,,,,
05/04/2010,49,249,V,,,,,,,,,,,,
06/04/2010,42,948,V,,,,,,,,,,,,
07/04/2010,37,549,V,,,,,,,,,,,,
08/04/2010,35,418,V,,,,,,,,,,,,
09/04/2010,38,958,V,,,,,,,,,,,,
10/04/2010,30,31,V,,,,,,,,,,,,
11/04/2010,32,983,V,,,,,,,,,,,,
12/04/2010,30,585,V,,,,,,,,,,,,
13/04/2010,32,72,V,,,,,,,,,,,,
14/04/2010,30,200,V,,,,,,,,,,,,
15/04/2010,34,442,V,,,,,,,,,,,,
16/04/2010,29,614,V,,,,,,,,,,,,
17/04/2010,23,680,V,,,,,,,,,,,,
18/04/2010,25,803,V,,,,,,,,,,,,
19/04/2010,23,935,V,,,,,,,,,,,,
20/04/2010,26,171,V,,,,,,,,,,,,
21/04/2010,25,991,V,,,,,,,,,,,,
22/04/2010,26,229,V,,,,,,,,,,,,
23/04/2010,36,670,V,,,,,,,,,,,,
24/04/2010,33,172,V,,,,,,,,,,,,
25/04/2010,25,377,V,,,,,,,,,,,,
26/04/2010,27,167,V,,,,,,,,,,,,
27/04/2010,28,660,V,,,,,,,,,,,,
28/04/2010,26,306,V,,,,,,,,,,,,
29/04/2010,23,175,V,,,,,,,,,,,,
30/04/2010,22,88,V,,,,,,,,,,,,
01/05/2010,21,968,V,,,,,,,,,,,,
02/05/2010,27,710,V,,,,,,,,,,,,
03/05/2010,49,503,V,,,,,,,,,,,,
04/05/2010,64,341,V,,,,,,,,,,,,
05/05/2010,141,636,V,,,,,,,,,,,,
06/05/2010,149,143,V,,,,,,,,,,,,
07/05/2010,177,509,V,,,,,,,,,,,,
08/05/2010,146,921,V,,,,,,,,,,,,
09/05/2010,114,590,V,,,,,,,,,,,,
10/05/2010,89,596,V,,,,,,,,,,,,
11/05/2010,113,817,V,,,,,,,,,,,,
12/05/2010,147,61,V,,,,,,,,,,,,
13/05/2010,123,443,V,,,,,,,,,,,,
14/05/2010,118,809,V,,,,,,,,,,,,
15/05/2010,112,750,V,,,,,,,,,,,,
16/05/2010,125,453,V,,,,,,,,,,,,
17/05/2010,98,70,V,,,,,,,,,,,,
18/05/2010,76,562,V,,,,,,,,,,,,
19/05/2010,69,983,V,,,,,,,,,,,,
20/05/2010,52,866,V,,,,,,,,,,,,
21/05/2010,47,923,V,,,,,,,,,,,,
22/05/2010,31,432,V,,,,,,,,,,,,
23/05/2010,32,959,V,,,,,,,,,,,,
24/05/2010,30,513,V,,,,,,,,,,,,
25/05/2010,32,388,V,,,,,,,,,,,,
26/05/2010,28,844,V,,,,,,,,,,,,
27/05/2010,27,982,V,,,,,,,,,,,,
28/05/2010,23,699,V,,,,,,,,,,,,
29/05/2010,18,347,V,,,,,,,,,,,,
30/05/2010,18,397,V,,,,,,,,,,,,
31/05/2010,22,139,V,,,,,,,,,,,,
01/06/2010,20,366,V,,,,,,,,,,,,
02/06/2010,20,107,V,,,,,,,,,,,,
03/06/2010,19,923,V,,,,,,,,,,,,
04/06/2010,19,381,V,,,,,,,,,,,,
05/06/2010,16,353,V,,,,,,,,,,,,
06/06/2010,16,351,V,,,,,,,,,,,,
07/06/2010,14,927,V,,,,,,,,,,,,
08/06/2010,15,182,V,,,,,,,,,,,,
09/06/2010,14,396,V,,,,,,,,,,,,
10/06/2010,20,90,V,,,,,,,,,,,,
11/06/2010,20,779,V,,,,,,,,,,,,
12/06/2010,14,697,V,,,,,,,,,,,,
13/06/2010,14,103,V,,,,,,,,,,,,
14/06/2010,13,588,V,,,,,,,,,,,,
15/06/2010,15,216,V,,,,,,,,,,,,
16/06/2010,29,51,V,,,,,,,,,,,,
17/06/2010,23,138,V,,,,,,,,,,,,
18/06/2010,27,946,V,,,,,,,,,,,,
19/06/2010,113,156,V,,,,,,,,,,,,
20/06/2010,295,905,V,,,,,,,,,,,,
21/06/2010,172,619,V,,,,,,,,,,,,
22/06/2010,95,22,V,,,,,,,,,,,,
23/06/2010,71,654,V,,,,,,,,,,,,
24/06/2010,51,447,V,,,,,,,,,,,,
25/06/2010,46,722,V,,,,,,,,,,,,
26/06/2010,32,324,V,,,,,,,,,,,,
27/06/2010,30,282,V,,,,,,,,,,,,
28/06/2010,30,925,V,,,,,,,,,,,,
29/06/2010,24,414,V,,,,,,,,,,,,
30/06/2010,23,946,V,,,,,,,,,,,,
01/07/2010,25,287,V,,,,,,,,,,,,
02/07/2010,24,689,V,,,,,,,,,,,,
03/07/2010,22,659,V,,,,,,,,,,,,
04/07/2010,20,705,V,,,,,,,,,,,,
05/07/2010,20,985,V,,,,,,,,,,,,
06/07/2010,21,730,V,,,,,,,,,,,,
07/07/2010,19,357,V,,,,,,,,,,,,
08/07/2010,18,873,V,,,,,,,,,,,,
09/07/2010,17,185,V,,,,,,,,,,,,
10/07/2010,17,554,V,,,,,,,,,,,,
11/07/2010,17,296,V,,,,,,,,,,,,
12/07/2010,19,171,V,,,,,,,,,,,,
13/07/2010,16,841,V,,,,,,,,,,,,
14/07/2010,15,220,V,,,,,,,,,,,,
15/07/2010,14,795,V,,,,,,,,,,,,
16/07/2010,13,749,V,,,,,,,,,,,,
17/07/2010,11,309,V,,,,,,,,,,,,
18/07/2010,12,744,V,,,,,,,,,,,,
19/07/2010,12,204,V,,,,,,,,,,,,
20/07/2010,11,898,V,,,,,,,,,,,,
21/07/2010,11,520,V,,,,,,,,,,,,
22/07/2010,10,937,V,,,,,,,,,,,,
23/07/2010,11,555,V,,,,,,,,,,,,
24/07/2010,11,126,V,,,,,,,,,,,,
25/07/2010,10,297,V,,,,,,,,,,,,
26/07/2010,9,889,V,,,,,,,,,,,,
27/07/2010,9,987,V,,,,,,,,,,,,
28/07/2010,10,43,V,,,,,,,,,,,,
29/07/2010,26,491,V,,,,,,,,,,,,
30/07/2010,46,892,V,,,,,,,,,,,,
31/07/2010,16,872,V,,,,,,,,,,,,
01/08/2010,14,426,V,,,,,,,,,,,,
02/08/2010,12,313,V,,,,,,,,,,,,
03/08/2010,11,202,V,,,,,,,,,,,,
04/08/2010,10,980,V,,,,,,,,,,,,
05/08/2010,19,213,V,,,,,,,,,,,,
06/08/2010,22,599,V,,,,,,,,,,,,
07/08/2010,14,530,V,,,,,,,,,,,,
08/08/2010,11,905,V,,,,,,,,,,,,
09/08/2010,11,524,V,,,,,,,,,,,,
10/08/2010,12,255,V,,,,,,,,,,,,
11/08/2010,12,314,V,,,,,,,,,,,,
12/08/2010,13,488,V,,,,,,,,,,,,
13/08/2010,17,399,V,,,,,,,,,,,,
14/08/2010,28,859,V,,,,,,,,,,,,
15/08/2010,59,284,V,,,,,,,,,,,,
16/08/2010,31,951,V,,,,,,,,,,,,
17/08/2010,16,864,V,,,,,,,,,,,,
18/08/2010,17,341,V,,,,,,,,,,,,
19/08/2010,17,176,V,,,,,,,,,,,,
20/08/2010,16,490,V,,,,,,,,,,,,
21/08/2010,16,389,V,,,,,,,,,,,,
22/08/2010,13,655,V,,,,,,,,,,,,
23/08/2010,15,161,V,,,,,,,,,,,,
24/08/2010,15,26,V,,,,,,,,,,,,
25/08/2010,15,644,V,,,,,,,,,,,,
26/08/2010,14,783,V,,,,,,,,,,,,
27/08/2010,16,343,V,,,,,,,,,,,,
28/08/2010,15,324,V,,,,,,,,,,,,
29/08/2010,14,292,V,,,,,,,,,,,,
30/08/2010,14,656,V,,,,,,,,,,,,
31/08/2010,14,63,V,,,,,,,,,,,,
01/09/2010,12,351,V,,,,,,,,,,,,
02/09/2010,11,55,V,,,,,,,,,,,,
03/09/2010,12,169,V,,,,,,,,,,,,
04/09/2010,11,365,V,,,,,,,,,,,,
05/09/2010,10,436,V,,,,,,,,,,,,
06/09/2010,11,149,V,,,,,,,,,,,,
07/09/2010,13,537,V,,,,,,,,,,,,
08/09/2010,15,887,V,,,,,,,,,,,,
09/09/2010,13,560,V,,,,,,,,,,,,
10/09/2010,11,438,V,,,,,,,,,,,,
11/09/2010,10,697,V,,,,,,,,,,,,
12/09/2010,10,111,V,,,,,,,,,,,,
13/09/2010,12,219,V,,,,,,,,,,,,
14/09/2010,13,956,V,,,,,,,,,,,,
15/09/2010,11,244,V,,,,,,,,,,,,
16/09/2010,12,711,V,,,,,,,,,,,,
17/09/2010,16,831,V,,,,,,,,,,,,
18/09/2010,16,991,V,,,,,,,,,,,,
