Stazione,Pontedera,,,,,,,,,,,,,,
Codice,TOS01005181,,,,,,,,,,,,,,
Comune,Pontedera,,,,,,,,,,,,,,
Provincia,PI,,,,,,,,,,,,,,
GB [m],E,1631547,N,4836012,,,,,,,,,,,
WGS84 [°],Lat,43.665,Lon,10.631,,,,,,,,,,,
Quota [m],10,53,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,ATTENZIONE,i,dati,sono,nel,fomato,csv,ed,utilizzano,,,,
,,,come,separatore,di,colonna,il,punto e virgola,e,,,,,,
,,,come,separatore,decimale,la,virgola,,,,,,,,
,,,verificare,le,proprie,impostazioni,internazionali,per,una,corretta,visulizzazione.,,,,
,,,Il,valore,-9999,corrisponde,a,dato,mancante,,,,,,
,,,Il,valore,contrassegnato,con,@,corrisponde,al,dato,mancante,,,,
,,,Il,valore,contrassegnato,con,V,corrisponde,al,dato,validato,,,,
,,,Il,valore,contrassegnato,con,P,corrisponde,al,dato,prevalidato,soggetto,ad,eventuali,modifiche
,,,(consultare,la,sezione,Criteri,di,validazione),,,,,,,
,,,,,,,,,,,,,,,
gg/mm/aaaa,Portata [mc/s],Tipo Dato,,,,,,,,,,,,,
01/05/2009,71,442,V,,,,,,,,,,,,
02/05/2009,63,154,V,,,,,,,,,,,,
03/05/2009,87,396,V,,,,,,,,,,,,
04/05/2009,65,778,V,,,,,,,,,,,,
05/05/2009,,@,,,,,,,,,,,,,
06/05/2009,,@,,,,,,,,,,,,,
07/05/2009,,@,,,,,,,,,,,,,
08/05/2009,,@,,,,,,,,,,,,,
09/05/2009,,@,,,,,,,,,,,,,
10/05/2009,,@,,,,,,,,,,,,,
11/05/2009,,@,,,,,,,,,,,,,
12/05/2009,,@,,,,,,,,,,,,,
13/05/2009,,@,,,,,,,,,,,,,
14/05/2009,,@,,,,,,,,,,,,,
15/05/2009,,@,,,,,,,,,,,,,
16/05/2009,,@,,,,,,,,,,,,,
17/05/2009,,@,,,,,,,,,,,,,
18/05/2009,,@,,,,,,,,,,,,,
19/05/2009,,@,,,,,,,,,,,,,
20/05/2009,,@,,,,,,,,,,,,,
21/05/2009,,@,,,,,,,,,,,,,
22/05/2009,,@,,,,,,,,,,,,,
23/05/2009,,@,,,,,,,,,,,,,
24/05/2009,,@,,,,,,,,,,,,,
25/05/2009,,@,,,,,,,,,,,,,
26/05/2009,,@,,,,,,,,,,,,,
27/05/2009,,@,,,,,,,,,,,,,
28/05/2009,,@,,,,,,,,,,,,,
29/05/2009,,@,,,,,,,,,,,,,
30/05/2009,,@,,,,,,,,,,,,,
31/05/2009,,@,,,,,,,,,,,,,
01/06/2009,,@,,,,,,,,,,,,,
02/06/2009,,@,,,,,,,,,,,,,
03/06/2009,,@,,,,,,,,,,,,,
04/06/2009,,@,,,,,,,,,,,,,
05/06/2009,,@,,,,,,,,,,,,,
06/06/2009,,@,,,,,,,,,,,,,
07/06/2009,,@,,,,,,,,,,,,,
08/06/2009,,@,,,,,,,,,,,,,
09/06/2009,,@,,,,,,,,,,,,,
10/06/2009,,@,,,,,,,,,,,,,
11/06/2009,,@,,,,,,,,,,,,,
12/06/2009,,@,,,,,,,,,,,,,
13/06/2009,,@,,,,,,,,,,,,,
14/06/2009,,@,,,,,,,,,,,,,
15/06/2009,,@,,,,,,,,,,,,,
16/06/2009,,@,,,,,,,,,,,,,
17/06/2009,,@,,,,,,,,,,,,,
18/06/2009,,@,,,,,,,,,,,,,
19/06/2009,,@,,,,,,,,,,,,,
20/06/2009,,@,,,,,,,,,,,,,
21/06/2009,,@,,,,,,,,,,,,,
22/06/2009,,@,,,,,,,,,,,,,
23/06/2009,,@,,,,,,,,,,,,,
24/06/2009,,@,,,,,,,,,,,,,
25/06/2009,,@,,,,,,,,,,,,,
26/06/2009,,@,,,,,,,,,,,,,
27/06/2009,,@,,,,,,,,,,,,,
28/06/2009,,@,,,,,,,,,,,,,
29/06/2009,,@,,,,,,,,,,,,,
30/06/2009,,@,,,,,,,,,,,,,
01/07/2009,,@,,,,,,,,,,,,,
02/07/2009,,@,,,,,,,,,,,,,
03/07/2009,,@,,,,,,,,,,,,,
04/07/2009,,@,,,,,,,,,,,,,
05/07/2009,,@,,,,,,,,,,,,,
06/07/2009,,@,,,,,,,,,,,,,
07/07/2009,,@,,,,,,,,,,,,,
08/07/2009,,@,,,,,,,,,,,,,
09/07/2009,,@,,,,,,,,,,,,,
10/07/2009,,@,,,,,,,,,,,,,
11/07/2009,,@,,,,,,,,,,,,,
12/07/2009,,@,,,,,,,,,,,,,
13/07/2009,,@,,,,,,,,,,,,,
14/07/2009,,@,,,,,,,,,,,,,
15/07/2009,,@,,,,,,,,,,,,,
16/07/2009,,@,,,,,,,,,,,,,
17/07/2009,,@,,,,,,,,,,,,,
18/07/2009,,@,,,,,,,,,,,,,
19/07/2009,,@,,,,,,,,,,,,,
20/07/2009,,@,,,,,,,,,,,,,
21/07/2009,,@,,,,,,,,,,,,,
22/07/2009,,@,,,,,,,,,,,,,
23/07/2009,,@,,,,,,,,,,,,,
24/07/2009,,@,,,,,,,,,,,,,
25/07/2009,,@,,,,,,,,,,,,,
26/07/2009,,@,,,,,,,,,,,,,
27/07/2009,,@,,,,,,,,,,,,,
28/07/2009,,@,,,,,,,,,,,,,
29/07/2009,,@,,,,,,,,,,,,,
30/07/2009,,@,,,,,,,,,,,,,
31/07/2009,,@,,,,,,,,,,,,,
01/08/2009,,@,,,,,,,,,,,,,
02/08/2009,,@,,,,,,,,,,,,,
03/08/2009,,@,,,,,,,,,,,,,
04/08/2009,,@,,,,,,,,,,,,,
05/08/2009,,@,,,,,,,,,,,,,
06/08/2009,,@,,,,,,,,,,,,,
07/08/2009,,@,,,,,,,,,,,,,
08/08/2009,,@,,,,,,,,,,,,,
09/08/2009,,@,,,,,,,,,,,,,
10/08/2009,,@,,,,,,,,,,,,,
11/08/2009,,@,,,,,,,,,,,,,
12/08/2009,,@,,,,,,,,,,,,,
13/08/2009,,@,,,,,,,,,,,,,
14/08/2009,,@,,,,,,,,,,,,,
15/08/2009,,@,,,,,,,,,,,,,
16/08/2009,,@,,,,,,,,,,,,,
17/08/2009,,@,,,,,,,,,,,,,
18/08/2009,,@,,,,,,,,,,,,,
19/08/2009,,@,,,,,,,,,,,,,
20/08/2009,,@,,,,,,,,,,,,,
21/08/2009,,@,,,,,,,,,,,,,
22/08/2009,,@,,,,,,,,,,,,,
23/08/2009,,@,,,,,,,,,,,,,
24/08/2009,,@,,,,,,,,,,,,,
25/08/2009,,@,,,,,,,,,,,,,
26/08/2009,,@,,,,,,,,,,,,,
27/08/2009,,@,,,,,,,,,,,,,
28/08/2009,,@,,,,,,,,,,,,,
29/08/2009,,@,,,,,,,,,,,,,
30/08/2009,,@,,,,,,,,,,,,,
31/08/2009,,@,,,,,,,,,,,,,
01/09/2009,,@,,,,,,,,,,,,,
02/09/2009,,@,,,,,,,,,,,,,
03/09/2009,,@,,,,,,,,,,,,,
04/09/2009,,@,,,,,,,,,,,,,
05/09/2009,,@,,,,,,,,,,,,,
06/09/2009,,@,,,,,,,,,,,,,
07/09/2009,,@,,,,,,,,,,,,,
08/09/2009,,@,,,,,,,,,,,,,
09/09/2009,,@,,,,,,,,,,,,,
10/09/2009,,@,,,,,,,,,,,,,
11/09/2009,,@,,,,,,,,,,,,,
12/09/2009,,@,,,,,,,,,,,,,
13/09/2009,,@,,,,,,,,,,,,,
14/09/2009,,@,,,,,,,,,,,,,
15/09/2009,,@,,,,,,,,,,,,,
16/09/2009,,@,,,,,,,,,,,,,
17/09/2009,,@,,,,,,,,,,,,,
18/09/2009,,@,,,,,,,,,,,,,
19/09/2009,,@,,,,,,,,,,,,,
20/09/2009,,@,,,,,,,,,,,,,
21/09/2009,,@,,,,,,,,,,,,,
22/09/2009,,@,,,,,,,,,,,,,
23/09/2009,,@,,,,,,,,,,,,,
24/09/2009,,@,,,,,,,,,,,,,
25/09/2009,,@,,,,,,,,,,,,,
26/09/2009,,@,,,,,,,,,,,,,
27/09/2009,,@,,,,,,,,,,,,,
28/09/2009,,@,,,,,,,,,,,,,
29/09/2009,,@,,,,,,,,,,,,,
30/09/2009,,@,,,,,,,,,,,,,
01/10/2009,,@,,,,,,,,,,,,,
02/10/2009,,@,,,,,,,,,,,,,
03/10/2009,,@,,,,,,,,,,,,,
04/10/2009,,@,,,,,,,,,,,,,
05/10/2009,,@,,,,,,,,,,,,,
06/10/2009,,@,,,,,,,,,,,,,
07/10/2009,,@,,,,,,,,,,,,,
08/10/2009,,@,,,,,,,,,,,,,
09/10/2009,,@,,,,,,,,,,,,,
10/10/2009,,@,,,,,,,,,,,,,
11/10/2009,,@,,,,,,,,,,,,,
12/10/2009,,@,,,,,,,,,,,,,
13/10/2009,,@,,,,,,,,,,,,,
14/10/2009,,@,,,,,,,,,,,,,
15/10/2009,,@,,,,,,,,,,,,,
16/10/2009,,@,,,,,,,,,,,,,
17/10/2009,,@,,,,,,,,,,,,,
18/10/2009,,@,,,,,,,,,,,,,
19/10/2009,,@,,,,,,,,,,,,,
20/10/2009,,@,,,,,,,,,,,,,
21/10/2009,,@,,,,,,,,,,,,,
22/10/2009,,@,,,,,,,,,,,,,
23/10/2009,,@,,,,,,,,,,,,,
24/10/2009,,@,,,,,,,,,,,,,
25/10/2009,,@,,,,,,,,,,,,,
26/10/2009,,@,,,,,,,,,,,,,
27/10/2009,,@,,,,,,,,,,,,,
28/10/2009,,@,,,,,,,,,,,,,
29/10/2009,,@,,,,,,,,,,,,,
30/10/2009,,@,,,,,,,,,,,,,
31/10/2009,,@,,,,,,,,,,,,,
01/11/2009,,@,,,,,,,,,,,,,
02/11/2009,,@,,,,,,,,,,,,,
03/11/2009,,@,,,,,,,,,,,,,
04/11/2009,,@,,,,,,,,,,,,,
05/11/2009,,@,,,,,,,,,,,,,
06/11/2009,,@,,,,,,,,,,,,,
07/11/2009,,@,,,,,,,,,,,,,
08/11/2009,,@,,,,,,,,,,,,,
09/11/2009,,@,,,,,,,,,,,,,
10/11/2009,,@,,,,,,,,,,,,,
11/11/2009,,@,,,,,,,,,,,,,
12/11/2009,,@,,,,,,,,,,,,,
13/11/2009,,@,,,,,,,,,,,,,
14/11/2009,,@,,,,,,,,,,,,,
15/11/2009,,@,,,,,,,,,,,,,
16/11/2009,,@,,,,,,,,,,,,,
17/11/2009,,@,,,,,,,,,,,,,
18/11/2009,,@,,,,,,,,,,,,,
19/11/2009,,@,,,,,,,,,,,,,
20/11/2009,,@,,,,,,,,,,,,,
21/11/2009,,@,,,,,,,,,,,,,
22/11/2009,,@,,,,,,,,,,,,,
23/11/2009,,@,,,,,,,,,,,,,
24/11/2009,,@,,,,,,,,,,,,,
25/11/2009,,@,,,,,,,,,,,,,
26/11/2009,,@,,,,,,,,,,,,,
27/11/2009,,@,,,,,,,,,,,,,
28/11/2009,,@,,,,,,,,,,,,,
29/11/2009,,@,,,,,,,,,,,,,
30/11/2009,,@,,,,,,,,,,,,,
01/12/2009,,@,,,,,,,,,,,,,
02/12/2009,,@,,,,,,,,,,,,,
03/12/2009,,@,,,,,,,,,,,,,
04/12/2009,,@,,,,,,,,,,,,,
05/12/2009,,@,,,,,,,,,,,,,
06/12/2009,,@,,,,,,,,,,,,,
07/12/2009,,@,,,,,,,,,,,,,
08/12/2009,,@,,,,,,,,,,,,,
09/12/2009,,@,,,,,,,,,,,,,
10/12/2009,,@,,,,,,,,,,,,,
11/12/2009,,@,,,,,,,,,,,,,
12/12/2009,,@,,,,,,,,,,,,,
13/12/2009,,@,,,,,,,,,,,,,
14/12/2009,,@,,,,,,,,,,,,,
15/12/2009,,@,,,,,,,,,,,,,
16/12/2009,,@,,,,,,,,,,,,,
17/12/2009,,@,,,,,,,,,,,,,
18/12/2009,,@,,,,,,,,,,,,,
19/12/2009,,@,,,,,,,,,,,,,
20/12/2009,,@,,,,,,,,,,,,,
21/12/2009,,@,,,,,,,,,,,,,
22/12/2009,180,151,@,,,,,,,,,,,,
23/12/2009,769,740,V,,,,,,,,,,,,
24/12/2009,612,612,V,,,,,,,,,,,,
25/12/2009,801,62,V,,,,,,,,,,,,
26/12/2009,608,472,V,,,,,,,,,,,,
27/12/2009,266,686,V,,,,,,,,,,,,
28/12/2009,169,201,V,,,,,,,,,,,,
29/12/2009,143,497,V,,,,,,,,,,,,
30/12/2009,149,913,V,,,,,,,,,,,,
31/12/2009,259,835,V,,,,,,,,,,,,
01/01/2010,783,74,V,,,,,,,,,,,,
02/01/2010,911,639,V,,,,,,,,,,,,
03/01/2010,452,654,V,,,,,,,,,,,,
04/01/2010,241,757,V,,,,,,,,,,,,
05/01/2010,325,308,V,,,,,,,,,,,,
06/01/2010,950,560,V,,,,,,,,,,,,
07/01/2010,947,263,V,,,,,,,,,,,,
08/01/2010,569,117,V,,,,,,,,,,,,
09/01/2010,682,703,V,,,,,,,,,,,,
10/01/2010,750,426,V,,,,,,,,,,,,
11/01/2010,469,941,V,,,,,,,,,,,,
12/01/2010,280,642,V,,,,,,,,,,,,
13/01/2010,206,552,V,,,,,,,,,,,,
14/01/2010,150,688,V,,,,,,,,,,,,
15/01/2010,133,202,V,,,,,,,,,,,,
16/01/2010,124,379,V,,,,,,,,,,,,
17/01/2010,124,107,V,,,,,,,,,,,,
18/01/2010,89,988,V,,,,,,,,,,,,
19/01/2010,100,341,V,,,,,,,,,,,,
20/01/2010,92,199,V,,,,,,,,,,,,
21/01/2010,94,240,V,,,,,,,,,,,,
22/01/2010,66,149,V,,,,,,,,,,,,
23/01/2010,73,462,V,,,,,,,,,,,,
24/01/2010,59,688,V,,,,,,,,,,,,
25/01/2010,51,649,V,,,,,,,,,,,,
26/01/2010,61,339,V,,,,,,,,,,,,
27/01/2010,50,832,V,,,,,,,,,,,,
28/01/2010,49,182,V,,,,,,,,,,,,
29/01/2010,44,180,V,,,,,,,,,,,,
30/01/2010,80,53,V,,,,,,,,,,,,
31/01/2010,123,867,V,,,,,,,,,,,,
01/02/2010,75,108,V,,,,,,,,,,,,
02/02/2010,71,839,V,,,,,,,,,,,,
03/02/2010,60,168,V,,,,,,,,,,,,
04/02/2010,51,76,V,,,,,,,,,,,,
05/02/2010,40,577,V,,,,,,,,,,,,
06/02/2010,282,928,V,,,,,,,,,,,,
07/02/2010,267,856,V,,,,,,,,,,,,
08/02/2010,191,26,V,,,,,,,,,,,,
09/02/2010,153,802,V,,,,,,,,,,,,
10/02/2010,116,711,V,,,,,,,,,,,,
11/02/2010,104,483,V,,,,,,,,,,,,
12/02/2010,109,337,V,,,,,,,,,,,,
13/02/2010,114,415,V,,,,,,,,,,,,
14/02/2010,101,500,V,,,,,,,,,,,,
15/02/2010,137,483,V,,,,,,,,,,,,
16/02/2010,119,893,V,,,,,,,,,,,,
17/02/2010,70,472,V,,,,,,,,,,,,
18/02/2010,157,287,V,,,,,,,,,,,,
19/02/2010,305,145,V,,,,,,,,,,,,
20/02/2010,669,540,V,,,,,,,,,,,,
21/02/2010,446,644,V,,,,,,,,,,,,
22/02/2010,248,356,V,,,,,,,,,,,,
23/02/2010,331,368,V,,,,,,,,,,,,
24/02/2010,502,530,V,,,,,,,,,,,,
25/02/2010,336,557,V,,,,,,,,,,,,
26/02/2010,262,60,V,,,,,,,,,,,,
27/02/2010,295,976,V,,,,,,,,,,,,
28/02/2010,190,628,V,,,,,,,,,,,,
01/03/2010,169,22,V,,,,,,,,,,,,
02/03/2010,178,952,V,,,,,,,,,,,,
03/03/2010,148,894,V,,,,,,,,,,,,
04/03/2010,312,229,V,,,,,,,,,,,,
05/03/2010,351,186,V,,,,,,,,,,,,
06/03/2010,207,447,V,,,,,,,,,,,,
07/03/2010,165,935,V,,,,,,,,,,,,
08/03/2010,117,694,V,,,,,,,,,,,,
09/03/2010,122,334,V,,,,,,,,,,,,
10/03/2010,137,612,V,,,,,,,,,,,,
11/03/2010,161,84,V,,,,,,,,,,,,
12/03/2010,165,891,V,,,,,,,,,,,,
13/03/2010,169,595,V,,,,,,,,,,,,
14/03/2010,152,927,V,,,,,,,,,,,,
15/03/2010,132,311,V,,,,,,,,,,,,
16/03/2010,119,452,V,,,,,,,,,,,,
17/03/2010,111,269,V,,,,,,,,,,,,
18/03/2010,103,603,V,,,,,,,,,,,,
19/03/2010,95,192,V,,,,,,,,,,,,
20/03/2010,91,350,V,,,,,,,,,,,,
21/03/2010,91,379,V,,,,,,,,,,,,
22/03/2010,94,766,V,,,,,,,,,,,,
23/03/2010,80,237,V,,,,,,,,,,,,
24/03/2010,49,560,V,,,,,,,,,,,,
25/03/2010,72,446,V,,,,,,,,,,,,
26/03/2010,67,817,V,,,,,,,,,,,,
27/03/2010,69,25,V,,,,,,,,,,,,
28/03/2010,67,293,V,,,,,,,,,,,,
29/03/2010,44,38,V,,,,,,,,,,,,
30/03/2010,59,588,V,,,,,,,,,,,,
31/03/2010,55,916,V,,,,,,,,,,,,
01/04/2010,52,119,V,,,,,,,,,,,,
02/04/2010,57,544,V,,,,,,,,,,,,
03/04/2010,70,689,V,,,,,,,,,,,,
04/04/2010,57,456,V,,,,,,,,,,,,
05/04/2010,417,620,V,,,,,,,,,,,,
06/04/2010,455,175,V,,,,,,,,,,,,
07/04/2010,219,613,V,,,,,,,,,,,,
08/04/2010,162,227,V,,,,,,,,,,,,
09/04/2010,115,971,V,,,,,,,,,,,,
10/04/2010,84,988,V,,,,,,,,,,,,
11/04/2010,108,97,V,,,,,,,,,,,,
12/04/2010,121,599,V,,,,,,,,,,,,
13/04/2010,120,218,V,,,,,,,,,,,,
14/04/2010,80,774,V,,,,,,,,,,,,
15/04/2010,68,191,V,,,,,,,,,,,,
16/04/2010,45,262,V,,,,,,,,,,,,
17/04/2010,61,718,V,,,,,,,,,,,,
18/04/2010,45,283,V,,,,,,,,,,,,
19/04/2010,59,505,V,,,,,,,,,,,,
20/04/2010,51,948,V,,,,,,,,,,,,
21/04/2010,59,320,V,,,,,,,,,,,,
22/04/2010,74,903,V,,,,,,,,,,,,
23/04/2010,69,795,V,,,,,,,,,,,,
24/04/2010,117,905,V,,,,,,,,,,,,
25/04/2010,87,236,V,,,,,,,,,,,,
26/04/2010,78,665,V,,,,,,,,,,,,
27/04/2010,67,943,V,,,,,,,,,,,,
28/04/2010,53,98,V,,,,,,,,,,,,
29/04/2010,51,825,V,,,,,,,,,,,,
30/04/2010,43,296,V,,,,,,,,,,,,
01/05/2010,52,285,V,,,,,,,,,,,,
02/05/2010,37,901,V,,,,,,,,,,,,
03/05/2010,165,829,V,,,,,,,,,,,,
04/05/2010,190,920,V,,,,,,,,,,,,
05/05/2010,333,156,V,,,,,,,,,,,,
06/05/2010,288,126,V,,,,,,,,,,,,
07/05/2010,331,772,V,,,,,,,,,,,,
08/05/2010,276,830,V,,,,,,,,,,,,
09/05/2010,193,189,V,,,,,,,,,,,,
10/05/2010,144,353,V,,,,,,,,,,,,
11/05/2010,154,72,V,,,,,,,,,,,,
12/05/2010,181,20,V,,,,,,,,,,,,
13/05/2010,310,943,V,,,,,,,,,,,,
14/05/2010,210,309,V,,,,,,,,,,,,
15/05/2010,207,286,V,,,,,,,,,,,,
16/05/2010,361,289,V,,,,,,,,,,,,
17/05/2010,322,596,V,,,,,,,,,,,,
18/05/2010,218,560,V,,,,,,,,,,,,
19/05/2010,174,967,V,,,,,,,,,,,,
20/05/2010,175,256,V,,,,,,,,,,,,
21/05/2010,138,503,V,,,,,,,,,,,,
22/05/2010,106,864,V,,,,,,,,,,,,
23/05/2010,92,830,V,,,,,,,,,,,,
24/05/2010,64,871,V,,,,,,,,,,,,
25/05/2010,70,938,V,,,,,,,,,,,,
26/05/2010,61,927,V,,,,,,,,,,,,
27/05/2010,56,578,V,,,,,,,,,,,,
28/05/2010,50,775,V,,,,,,,,,,,,
29/05/2010,55,556,V,,,,,,,,,,,,
30/05/2010,50,186,V,,,,,,,,,,,,
31/05/2010,36,908,V,,,,,,,,,,,,
01/06/2010,35,197,V,,,,,,,,,,,,
02/06/2010,35,816,V,,,,,,,,,,,,
03/06/2010,43,777,V,,,,,,,,,,,,
04/06/2010,43,87,V,,,,,,,,,,,,
05/06/2010,31,400,V,,,,,,,,,,,,
06/06/2010,35,958,V,,,,,,,,,,,,
07/06/2010,26,719,V,,,,,,,,,,,,
08/06/2010,23,36,V,,,,,,,,,,,,
09/06/2010,22,859,V,,,,,,,,,,,,
10/06/2010,20,688,V,,,,,,,,,,,,
11/06/2010,20,750,V,,,,,,,,,,,,
12/06/2010,19,788,V,,,,,,,,,,,,
13/06/2010,16,137,V,,,,,,,,,,,,
14/06/2010,16,8,V,,,,,,,,,,,,
15/06/2010,16,749,V,,,,,,,,,,,,
16/06/2010,34,882,V,,,,,,,,,,,,
17/06/2010,42,547,V,,,,,,,,,,,,
18/06/2010,57,576,V,,,,,,,,,,,,
19/06/2010,60,953,V,,,,,,,,,,,,
20/06/2010,123,565,V,,,,,,,,,,,,
21/06/2010,154,530,V,,,,,,,,,,,,
22/06/2010,86,255,V,,,,,,,,,,,,
23/06/2010,56,346,V,,,,,,,,,,,,
24/06/2010,45,399,V,,,,,,,,,,,,
25/06/2010,33,496,V,,,,,,,,,,,,
26/06/2010,30,367,V,,,,,,,,,,,,
27/06/2010,27,759,V,,,,,,,,,,,,
28/06/2010,23,490,V,,,,,,,,,,,,
29/06/2010,24,673,V,,,,,,,,,,,,
30/06/2010,22,700,V,,,,,,,,,,,,
01/07/2010,19,415,V,,,,,,,,,,,,
02/07/2010,18,713,V,,,,,,,,,,,,
03/07/2010,14,682,V,,,,,,,,,,,,
04/07/2010,15,321,V,,,,,,,,,,,,
05/07/2010,11,977,V,,,,,,,,,,,,
06/07/2010,11,918,V,,,,,,,,,,,,
07/07/2010,14,219,V,,,,,,,,,,,,
08/07/2010,14,858,V,,,,,,,,,,,,
09/07/2010,13,306,V,,,,,,,,,,,,
10/07/2010,12,746,V,,,,,,,,,,,,
11/07/2010,11,297,V,,,,,,,,,,,,
12/07/2010,9,816,V,,,,,,,,,,,,
13/07/2010,9,72,V,,,,,,,,,,,,
14/07/2010,8,809,V,,,,,,,,,,,,
15/07/2010,8,513,V,,,,,,,,,,,,
16/07/2010,8,98,V,,,,,,,,,,,,
17/07/2010,8,68,V,,,,,,,,,,,,
18/07/2010,8,78,V,,,,,,,,,,,,
19/07/2010,8,98,V,,,,,,,,,,,,
20/07/2010,8,98,V,,,,,,,,,,,,
21/07/2010,8,98,V,,,,,,,,,,,,
22/07/2010,8,98,V,,,,,,,,,,,,
23/07/2010,8,98,V,,,,,,,,,,,,
24/07/2010,8,98,V,,,,,,,,,,,,
25/07/2010,8,98,V,,,,,,,,,,,,
26/07/2010,8,98,V,,,,,,,,,,,,
27/07/2010,8,98,V,,,,,,,,,,,,
28/07/2010,8,98,V,,,,,,,,,,,,
29/07/2010,11,181,V,,,,,,,,,,,,
30/07/2010,82,579,V,,,,,,,,,,,,
31/07/2010,26,955,V,,,,,,,,,,,,
01/08/2010,13,642,V,,,,,,,,,,,,
02/08/2010,10,269,V,,,,,,,,,,,,
03/08/2010,9,610,V,,,,,,,,,,,,
04/08/2010,8,772,V,,,,,,,,,,,,
05/08/2010,8,992,V,,,,,,,,,,,,
06/08/2010,42,576,V,,,,,,,,,,,,
07/08/2010,22,259,V,,,,,,,,,,,,
08/08/2010,11,936,V,,,,,,,,,,,,
09/08/2010,9,916,V,,,,,,,,,,,,
10/08/2010,8,935,V,,,,,,,,,,,,
11/08/2010,8,335,V,,,,,,,,,,,,
12/08/2010,8,224,V,,,,,,,,,,,,
13/08/2010,9,881,V,,,,,,,,,,,,
14/08/2010,20,774,V,,,,,,,,,,,,
15/08/2010,50,732,V,,,,,,,,,,,,
16/08/2010,25,318,V,,,,,,,,,,,,
17/08/2010,14,306,V,,,,,,,,,,,,
18/08/2010,11,352,V,,,,,,,,,,,,
19/08/2010,10,535,V,,,,,,,,,,,,
20/08/2010,9,908,V,,,,,,,,,,,,
21/08/2010,9,736,V,,,,,,,,,,,,
22/08/2010,8,836,V,,,,,,,,,,,,
23/08/2010,8,239,V,,,,,,,,,,,,
24/08/2010,8,98,V,,,,,,,,,,,,
25/08/2010,7,865,V,,,,,,,,,,,,
26/08/2010,7,662,V,,,,,,,,,,,,
27/08/2010,7,247,V,,,,,,,,,,,,
28/08/2010,8,27,V,,,,,,,,,,,,
29/08/2010,8,98,V,,,,,,,,,,,,
30/08/2010,8,27,V,,,,,,,,,,,,
31/08/2010,8,57,V,,,,,,,,,,,,
01/09/2010,8,57,V,,,,,,,,,,,,
02/09/2010,7,774,V,,,,,,,,,,,,
03/09/2010,7,966,V,,,,,,,,,,,,
04/09/2010,7,713,V,,,,,,,,,,,,
05/09/2010,7,99,V,,,,,,,,,,,,
06/09/2010,6,678,V,,,,,,,,,,,,
07/09/2010,6,815,V,,,,,,,,,,,,
08/09/2010,13,478,V,,,,,,,,,,,,
09/09/2010,30,512,V,,,,,,,,,,,,
10/09/2010,12,655,V,,,,,,,,,,,,
11/09/2010,8,752,V,,,,,,,,,,,,
12/09/2010,7,794,V,,,,,,,,,,,,
13/09/2010,7,713,V,,,,,,,,,,,,
14/09/2010,13,627,V,,,,,,,,,,,,
15/09/2010,16,351,V,,,,,,,,,,,,
16/09/2010,,@,,,,,,,,,,,,,
17/09/2010,,@,,,,,,,,,,,,,
18/09/2010,,@,,,,,,,,,,,,,
19/09/2010,,@,,,,,,,,,,,,,
20/09/2010,,@,,,,,,,,,,,,,
21/09/2010,,@,,,,,,,,,,,,,
22/09/2010,13,440,@,,,,,,,,,,,,
23/09/2010,10,55,V,,,,,,,,,,,,
24/09/2010,15,954,V,,,,,,,,,,,,
25/09/2010,23,522,V,,,,,,,,,,,,
26/09/2010,19,812,V,,,,,,,,,,,,
27/09/2010,18,122,V,,,,,,,,,,,,
28/09/2010,12,40,V,,,,,,,,,,,,
29/09/2010,12,33,V,,,,,,,,,,,,
30/09/2010,11,60,V,,,,,,,,,,,,
01/10/2010,9,908,V,,,,,,,,,,,,
02/10/2010,11,747,V,,,,,,,,,,,,
03/10/2010,10,13,V,,,,,,,,,,,,
04/10/2010,9,301,V,,,,,,,,,,,,
05/10/2010,157,44,V,,,,,,,,,,,,
06/10/2010,87,200,V,,,,,,,,,,,,
07/10/2010,26,597,V,,,,,,,,,,,,
08/10/2010,23,726,V,,,,,,,,,,,,
09/10/2010,14,321,V,,,,,,,,,,,,
10/10/2010,11,967,V,,,,,,,,,,,,
11/10/2010,10,814,V,,,,,,,,,,,,
12/10/2010,10,535,V,,,,,,,,,,,,
13/10/2010,9,931,V,,,,,,,,,,,,
14/10/2010,9,839,V,,,,,,,,,,,,
15/10/2010,9,679,V,,,,,,,,,,,,
16/10/2010,9,794,V,,,,,,,,,,,,
17/10/2010,47,984,V,,,,,,,,,,,,
18/10/2010,39,680,V,,,,,,,,,,,,
19/10/2010,20,874,V,,,,,,,,,,,,
20/10/2010,12,817,V,,,,,,,,,,,,
21/10/2010,12,849,V,,,,,,,,,,,,
22/10/2010,10,972,V,,,,,,,,,,,,
23/10/2010,10,380,V,,,,,,,,,,,,
24/10/2010,11,500,V,,,,,,,,,,,,
25/10/2010,39,379,V,,,,,,,,,,,,
26/10/2010,99,991,V,,,,,,,,,,,,
27/10/2010,34,288,V,,,,,,,,,,,,
28/10/2010,22,97,V,,,,,,,,,,,,
29/10/2010,17,628,V,,,,,,,,,,,,
30/10/2010,17,957,V,,,,,,,,,,,,
31/10/2010,23,333,V,,,,,,,,,,,,
01/11/2010,206,307,V,,,,,,,,,,,,
02/11/2010,331,573,V,,,,,,,,,,,,
03/11/2010,169,110,V,,,,,,,,,,,,
04/11/2010,128,690,V,,,,,,,,,,,,
05/11/2010,88,210,V,,,,,,,,,,,,
06/11/2010,76,727,V,,,,,,,,,,,,
