Stazione,Pontedera,,,,,,,,,,,,,,
Codice,TOS01005181,,,,,,,,,,,,,,
Comune,Pontedera,,,,,,,,,,,,,,
Provincia,PI,,,,,,,,,,,,,,
GB [m],E,1631547,N,4836012,,,,,,,,,,,
WGS84 [°],Lat,43.665,Lon,10.631,,,,,,,,,,,
Quota [m],10,53,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,ATTENZIONE,i,dati,sono,nel,fomato,csv,ed,utilizzano,,,,
,,,come,separatore,di,colonna,il,punto e virgola,e,,,,,,
,,,come,separatore,decimale,la,virgola,,,,,,,,
,,,verificare,le,proprie,impostazioni,internazionali,per,una,corretta,visulizzazione.,,,,
,,,Il,valore,-9999,corrisponde,a,dato,mancante,,,,,,
,,,Il,valore,contrassegnato,con,@,corrisponde,al,dato,mancante,,,,
,,,Il,valore,contrassegnato,con,V,corrisponde,al,dato,validato,,,,
,,,Il,valore,contrassegnato,con,P,corrisponde,al,dato,prevalidato,soggetto,ad,eventuali,modifiche
,,,(consultare,la,sezione,Criteri,di,validazione),,,,,,,
,,,,,,,,,,,,,,,
gg/mm/aaaa,Portata [mc/s],Tipo Dato,,,,,,,,,,,,,
07/11/2010,68,833,V,,,,,,,,,,,,
08/11/2010,225,754,V,,,,,,,,,,,,
09/11/2010,475,304,V,,,,,,,,,,,,
10/11/2010,729,994,V,,,,,,,,,,,,
11/11/2010,585,621,V,,,,,,,,,,,,
12/11/2010,298,644,V,,,,,,,,,,,,
13/11/2010,220,152,V,,,,,,,,,,,,
14/11/2010,123,422,V,,,,,,,,,,,,
15/11/2010,103,666,V,,,,,,,,,,,,
16/11/2010,153,960,V,,,,,,,,,,,,
17/11/2010,179,705,V,,,,,,,,,,,,
18/11/2010,149,779,V,,,,,,,,,,,,
19/11/2010,318,326,V,,,,,,,,,,,,
20/11/2010,386,161,V,,,,,,,,,,,,
21/11/2010,241,67,V,,,,,,,,,,,,
22/11/2010,657,746,V,,,,,,,,,,,,
23/11/2010,629,527,V,,,,,,,,,,,,
24/11/2010,359,4,V,,,,,,,,,,,,
25/11/2010,224,454,V,,,,,,,,,,,,
26/11/2010,337,4,V,,,,,,,,,,,,
27/11/2010,267,891,V,,,,,,,,,,,,
28/11/2010,227,492,V,,,,,,,,,,,,
29/11/2010,667,634,V,,,,,,,,,,,,
30/11/2010,396,366,V,,,,,,,,,,,,
01/12/2010,454,127,V,,,,,,,,,,,,
02/12/2010,807,42,V,,,,,,,,,,,,
03/12/2010,675,499,V,,,,,,,,,,,,
04/12/2010,556,357,V,,,,,,,,,,,,
05/12/2010,364,970,V,,,,,,,,,,,,
06/12/2010,257,931,V,,,,,,,,,,,,
07/12/2010,376,7,V,,,,,,,,,,,,
08/12/2010,343,814,V,,,,,,,,,,,,
09/12/2010,308,833,V,,,,,,,,,,,,
10/12/2010,246,369,V,,,,,,,,,,,,
11/12/2010,192,869,V,,,,,,,,,,,,
12/12/2010,148,964,V,,,,,,,,,,,,
13/12/2010,127,580,V,,,,,,,,,,,,
14/12/2010,126,56,V,,,,,,,,,,,,
15/12/2010,118,902,V,,,,,,,,,,,,
16/12/2010,104,819,V,,,,,,,,,,,,
17/12/2010,87,832,V,,,,,,,,,,,,
18/12/2010,129,564,V,,,,,,,,,,,,
19/12/2010,122,74,V,,,,,,,,,,,,
20/12/2010,158,337,V,,,,,,,,,,,,
21/12/2010,228,686,V,,,,,,,,,,,,
22/12/2010,533,571,V,,,,,,,,,,,,
23/12/2010,902,659,V,,,,,,,,,,,,
24/12/2010,821,810,V,,,,,,,,,,,,
25/12/2010,993,983,V,,,,,,,,,,,,
26/12/2010,596,465,V,,,,,,,,,,,,
27/12/2010,330,498,V,,,,,,,,,,,,
28/12/2010,246,809,V,,,,,,,,,,,,
29/12/2010,214,715,V,,,,,,,,,,,,
30/12/2010,186,170,V,,,,,,,,,,,,
31/12/2010,158,815,V,,,,,,,,,,,,
01/01/2011,122,640,V,,,,,,,,,,,,
02/01/2011,119,202,V,,,,,,,,,,,,
03/01/2011,114,570,V,,,,,,,,,,,,
04/01/2011,118,788,V,,,,,,,,,,,,
05/01/2011,96,912,V,,,,,,,,,,,,
06/01/2011,91,802,V,,,,,,,,,,,,
07/01/2011,103,348,V,,,,,,,,,,,,
08/01/2011,106,620,V,,,,,,,,,,,,
09/01/2011,91,663,V,,,,,,,,,,,,
10/01/2011,86,560,V,,,,,,,,,,,,
11/01/2011,161,495,V,,,,,,,,,,,,
12/01/2011,164,734,V,,,,,,,,,,,,
13/01/2011,130,995,V,,,,,,,,,,,,
14/01/2011,106,750,V,,,,,,,,,,,,
15/01/2011,92,330,V,,,,,,,,,,,,
16/01/2011,85,82,V,,,,,,,,,,,,
17/01/2011,81,690,V,,,,,,,,,,,,
18/01/2011,78,532,V,,,,,,,,,,,,
19/01/2011,75,388,V,,,,,,,,,,,,
20/01/2011,80,237,V,,,,,,,,,,,,
21/01/2011,83,243,V,,,,,,,,,,,,
22/01/2011,67,365,V,,,,,,,,,,,,
23/01/2011,61,404,V,,,,,,,,,,,,
24/01/2011,59,220,V,,,,,,,,,,,,
25/01/2011,61,398,V,,,,,,,,,,,,
26/01/2011,44,411,V,,,,,,,,,,,,
27/01/2011,54,745,V,,,,,,,,,,,,
28/01/2011,49,97,V,,,,,,,,,,,,
29/01/2011,47,401,V,,,,,,,,,,,,
30/01/2011,52,96,V,,,,,,,,,,,,
31/01/2011,114,741,V,,,,,,,,,,,,
01/02/2011,107,418,V,,,,,,,,,,,,
02/02/2011,76,96,V,,,,,,,,,,,,
03/02/2011,67,433,V,,,,,,,,,,,,
04/02/2011,55,436,V,,,,,,,,,,,,
05/02/2011,52,423,V,,,,,,,,,,,,
06/02/2011,52,281,V,,,,,,,,,,,,
07/02/2011,53,37,V,,,,,,,,,,,,
08/02/2011,48,588,V,,,,,,,,,,,,
09/02/2011,48,919,V,,,,,,,,,,,,
10/02/2011,51,289,V,,,,,,,,,,,,
11/02/2011,45,966,V,,,,,,,,,,,,
12/02/2011,44,3,V,,,,,,,,,,,,
13/02/2011,44,95,V,,,,,,,,,,,,
14/02/2011,45,996,V,,,,,,,,,,,,
15/02/2011,58,266,V,,,,,,,,,,,,
16/02/2011,108,92,V,,,,,,,,,,,,
17/02/2011,389,445,V,,,,,,,,,,,,
18/02/2011,461,620,V,,,,,,,,,,,,
19/02/2011,254,264,V,,,,,,,,,,,,
20/02/2011,179,140,V,,,,,,,,,,,,
21/02/2011,192,763,V,,,,,,,,,,,,
22/02/2011,160,26,V,,,,,,,,,,,,
23/02/2011,151,692,V,,,,,,,,,,,,
24/02/2011,124,858,V,,,,,,,,,,,,
25/02/2011,103,402,V,,,,,,,,,,,,
26/02/2011,94,318,V,,,,,,,,,,,,
27/02/2011,73,554,V,,,,,,,,,,,,
28/02/2011,128,184,V,,,,,,,,,,,,
01/03/2011,128,469,V,,,,,,,,,,,,
02/03/2011,79,729,V,,,,,,,,,,,,
03/03/2011,91,950,V,,,,,,,,,,,,
04/03/2011,75,172,V,,,,,,,,,,,,
05/03/2011,70,236,V,,,,,,,,,,,,
06/03/2011,74,289,V,,,,,,,,,,,,
07/03/2011,72,316,V,,,,,,,,,,,,
08/03/2011,64,980,V,,,,,,,,,,,,
09/03/2011,66,625,V,,,,,,,,,,,,
10/03/2011,62,783,V,,,,,,,,,,,,
11/03/2011,63,706,V,,,,,,,,,,,,
12/03/2011,63,417,V,,,,,,,,,,,,
13/03/2011,72,146,V,,,,,,,,,,,,
14/03/2011,187,418,V,,,,,,,,,,,,
15/03/2011,297,830,V,,,,,,,,,,,,
16/03/2011,576,122,V,,,,,,,,,,,,
17/03/2011,871,398,V,,,,,,,,,,,,
18/03/2011,520,717,V,,,,,,,,,,,,
19/03/2011,282,726,V,,,,,,,,,,,,
20/03/2011,219,230,V,,,,,,,,,,,,
21/03/2011,191,289,V,,,,,,,,,,,,
22/03/2011,168,478,V,,,,,,,,,,,,
23/03/2011,140,585,V,,,,,,,,,,,,
24/03/2011,113,492,V,,,,,,,,,,,,
25/03/2011,105,84,V,,,,,,,,,,,,
26/03/2011,110,346,V,,,,,,,,,,,,
27/03/2011,105,338,V,,,,,,,,,,,,
28/03/2011,237,670,V,,,,,,,,,,,,
29/03/2011,321,659,V,,,,,,,,,,,,
30/03/2011,167,577,V,,,,,,,,,,,,
31/03/2011,141,443,V,,,,,,,,,,,,
01/04/2011,109,393,V,,,,,,,,,,,,
02/04/2011,101,504,V,,,,,,,,,,,,
03/04/2011,86,201,V,,,,,,,,,,,,
04/04/2011,81,230,V,,,,,,,,,,,,
05/04/2011,79,209,V,,,,,,,,,,,,
06/04/2011,72,784,V,,,,,,,,,,,,
07/04/2011,65,124,V,,,,,,,,,,,,
08/04/2011,64,989,V,,,,,,,,,,,,
09/04/2011,64,978,V,,,,,,,,,,,,
10/04/2011,60,229,V,,,,,,,,,,,,
11/04/2011,44,530,V,,,,,,,,,,,,
12/04/2011,56,657,V,,,,,,,,,,,,
13/04/2011,39,638,V,,,,,,,,,,,,
14/04/2011,50,949,V,,,,,,,,,,,,
15/04/2011,47,749,V,,,,,,,,,,,,
16/04/2011,46,213,V,,,,,,,,,,,,
17/04/2011,38,164,V,,,,,,,,,,,,
18/04/2011,30,662,V,,,,,,,,,,,,
19/04/2011,38,701,V,,,,,,,,,,,,
20/04/2011,29,679,V,,,,,,,,,,,,
21/04/2011,33,166,V,,,,,,,,,,,,
22/04/2011,27,940,V,,,,,,,,,,,,
23/04/2011,36,442,V,,,,,,,,,,,,
24/04/2011,26,667,V,,,,,,,,,,,,
25/04/2011,29,96,V,,,,,,,,,,,,
26/04/2011,31,46,V,,,,,,,,,,,,
27/04/2011,27,654,V,,,,,,,,,,,,
28/04/2011,21,826,V,,,,,,,,,,,,
29/04/2011,21,138,V,,,,,,,,,,,,
30/04/2011,23,142,V,,,,,,,,,,,,
01/05/2011,22,284,V,,,,,,,,,,,,
02/05/2011,19,984,V,,,,,,,,,,,,
03/05/2011,33,272,V,,,,,,,,,,,,
04/05/2011,29,361,V,,,,,,,,,,,,
05/05/2011,21,717,V,,,,,,,,,,,,
06/05/2011,18,497,V,,,,,,,,,,,,
07/05/2011,17,197,V,,,,,,,,,,,,
08/05/2011,15,418,V,,,,,,,,,,,,
09/05/2011,14,973,V,,,,,,,,,,,,
10/05/2011,14,44,V,,,,,,,,,,,,
11/05/2011,14,76,V,,,,,,,,,,,,
12/05/2011,14,44,V,,,,,,,,,,,,
13/05/2011,14,22,V,,,,,,,,,,,,
14/05/2011,13,966,V,,,,,,,,,,,,
15/05/2011,15,689,V,,,,,,,,,,,,
16/05/2011,20,962,V,,,,,,,,,,,,
17/05/2011,19,724,V,,,,,,,,,,,,
18/05/2011,14,129,V,,,,,,,,,,,,
19/05/2011,13,188,V,,,,,,,,,,,,
20/05/2011,13,179,V,,,,,,,,,,,,
21/05/2011,14,18,V,,,,,,,,,,,,
22/05/2011,12,947,V,,,,,,,,,,,,
23/05/2011,12,144,V,,,,,,,,,,,,
24/05/2011,11,767,V,,,,,,,,,,,,
25/05/2011,11,717,V,,,,,,,,,,,,
26/05/2011,11,807,V,,,,,,,,,,,,
27/05/2011,11,808,V,,,,,,,,,,,,
28/05/2011,11,17,V,,,,,,,,,,,,
29/05/2011,10,819,V,,,,,,,,,,,,
30/05/2011,10,517,V,,,,,,,,,,,,
31/05/2011,10,618,V,,,,,,,,,,,,
01/06/2011,10,570,V,,,,,,,,,,,,
02/06/2011,11,461,V,,,,,,,,,,,,
03/06/2011,11,243,V,,,,,,,,,,,,
04/06/2011,11,625,V,,,,,,,,,,,,
05/06/2011,12,547,V,,,,,,,,,,,,
06/06/2011,103,994,V,,,,,,,,,,,,
07/06/2011,41,154,V,,,,,,,,,,,,
08/06/2011,78,454,V,,,,,,,,,,,,
09/06/2011,84,731,V,,,,,,,,,,,,
10/06/2011,37,401,V,,,,,,,,,,,,
11/06/2011,28,867,V,,,,,,,,,,,,
12/06/2011,19,208,V,,,,,,,,,,,,
13/06/2011,16,985,V,,,,,,,,,,,,
14/06/2011,15,731,V,,,,,,,,,,,,
15/06/2011,15,256,V,,,,,,,,,,,,
16/06/2011,13,209,V,,,,,,,,,,,,
17/06/2011,12,223,V,,,,,,,,,,,,
18/06/2011,11,745,V,,,,,,,,,,,,
19/06/2011,11,663,V,,,,,,,,,,,,
20/06/2011,11,57,V,,,,,,,,,,,,
21/06/2011,10,968,V,,,,,,,,,,,,
22/06/2011,10,920,V,,,,,,,,,,,,
23/06/2011,10,650,V,,,,,,,,,,,,
24/06/2011,10,438,V,,,,,,,,,,,,
25/06/2011,10,722,V,,,,,,,,,,,,
26/06/2011,10,165,V,,,,,,,,,,,,
27/06/2011,9,912,V,,,,,,,,,,,,
28/06/2011,9,991,V,,,,,,,,,,,,
29/06/2011,10,78,V,,,,,,,,,,,,
30/06/2011,10,282,V,,,,,,,,,,,,
01/07/2011,10,170,V,,,,,,,,,,,,
02/07/2011,21,515,V,,,,,,,,,,,,
03/07/2011,13,308,V,,,,,,,,,,,,
04/07/2011,11,1,V,,,,,,,,,,,,
05/07/2011,10,165,V,,,,,,,,,,,,
06/07/2011,10,102,V,,,,,,,,,,,,
07/07/2011,9,857,V,,,,,,,,,,,,
08/07/2011,9,486,V,,,,,,,,,,,,
09/07/2011,9,439,V,,,,,,,,,,,,
10/07/2011,9,33,V,,,,,,,,,,,,
11/07/2011,8,919,V,,,,,,,,,,,,
12/07/2011,8,924,V,,,,,,,,,,,,
13/07/2011,8,919,V,,,,,,,,,,,,
14/07/2011,8,924,V,,,,,,,,,,,,
15/07/2011,9,46,V,,,,,,,,,,,,
16/07/2011,8,919,V,,,,,,,,,,,,
17/07/2011,8,919,V,,,,,,,,,,,,
18/07/2011,10,613,V,,,,,,,,,,,,
19/07/2011,10,422,V,,,,,,,,,,,,
20/07/2011,11,600,V,,,,,,,,,,,,
21/07/2011,11,836,V,,,,,,,,,,,,
22/07/2011,10,303,V,,,,,,,,,,,,
23/07/2011,10,333,V,,,,,,,,,,,,
24/07/2011,10,644,V,,,,,,,,,,,,
25/07/2011,10,890,V,,,,,,,,,,,,
26/07/2011,10,675,V,,,,,,,,,,,,
27/07/2011,10,55,V,,,,,,,,,,,,
28/07/2011,11,137,V,,,,,,,,,,,,
29/07/2011,11,387,V,,,,,,,,,,,,
30/07/2011,10,713,V,,,,,,,,,,,,
31/07/2011,10,226,V,,,,,,,,,,,,
01/08/2011,9,966,V,,,,,,,,,,,,
02/08/2011,10,639,V,,,,,,,,,,,,
03/08/2011,10,453,V,,,,,,,,,,,,
04/08/2011,9,439,V,,,,,,,,,,,,
05/08/2011,10,325,V,,,,,,,,,,,,
06/08/2011,10,543,V,,,,,,,,,,,,
07/08/2011,9,91,V,,,,,,,,,,,,
08/08/2011,8,919,V,,,,,,,,,,,,
09/08/2011,9,311,V,,,,,,,,,,,,
10/08/2011,9,275,V,,,,,,,,,,,,
11/08/2011,9,437,V,,,,,,,,,,,,
12/08/2011,10,374,V,,,,,,,,,,,,
13/08/2011,9,444,V,,,,,,,,,,,,
14/08/2011,8,405,V,,,,,,,,,,,,
15/08/2011,8,204,V,,,,,,,,,,,,
16/08/2011,8,184,V,,,,,,,,,,,,
17/08/2011,8,293,V,,,,,,,,,,,,
18/08/2011,8,115,V,,,,,,,,,,,,
19/08/2011,8,53,V,,,,,,,,,,,,
20/08/2011,8,26,V,,,,,,,,,,,,
21/08/2011,8,53,V,,,,,,,,,,,,
22/08/2011,8,108,V,,,,,,,,,,,,
23/08/2011,8,101,V,,,,,,,,,,,,
24/08/2011,8,858,V,,,,,,,,,,,,
25/08/2011,8,149,V,,,,,,,,,,,,
26/08/2011,8,8,V,,,,,,,,,,,,
27/08/2011,8,883,V,,,,,,,,,,,,
28/08/2011,10,115,V,,,,,,,,,,,,
29/08/2011,10,88,V,,,,,,,,,,,,
30/08/2011,10,57,V,,,,,,,,,,,,
31/08/2011,10,83,V,,,,,,,,,,,,
01/09/2011,10,4,V,,,,,,,,,,,,
02/09/2011,9,998,V,,,,,,,,,,,,
03/09/2011,9,967,V,,,,,,,,,,,,
04/09/2011,9,967,V,,,,,,,,,,,,
05/09/2011,10,713,V,,,,,,,,,,,,
06/09/2011,12,28,V,,,,,,,,,,,,
07/09/2011,9,739,V,,,,,,,,,,,,
08/09/2011,8,697,V,,,,,,,,,,,,
09/09/2011,8,656,V,,,,,,,,,,,,
10/09/2011,8,677,V,,,,,,,,,,,,
11/09/2011,8,465,V,,,,,,,,,,,,
12/09/2011,8,149,V,,,,,,,,,,,,
13/09/2011,8,211,V,,,,,,,,,,,,
14/09/2011,8,245,V,,,,,,,,,,,,
15/09/2011,8,273,V,,,,,,,,,,,,
16/09/2011,8,170,V,,,,,,,,,,,,
17/09/2011,8,94,V,,,,,,,,,,,,
18/09/2011,8,266,V,,,,,,,,,,,,
19/09/2011,9,879,V,,,,,,,,,,,,
20/09/2011,11,865,V,,,,,,,,,,,,
21/09/2011,10,61,V,,,,,,,,,,,,
22/09/2011,8,890,V,,,,,,,,,,,,
23/09/2011,8,670,V,,,,,,,,,,,,
24/09/2011,8,658,V,,,,,,,,,,,,
25/09/2011,10,353,V,,,,,,,,,,,,
26/09/2011,12,119,V,,,,,,,,,,,,
27/09/2011,10,686,V,,,,,,,,,,,,
28/09/2011,9,3,V,,,,,,,,,,,,
29/09/2011,8,670,V,,,,,,,,,,,,
30/09/2011,8,650,V,,,,,,,,,,,,
01/10/2011,8,595,V,,,,,,,,,,,,
02/10/2011,8,650,V,,,,,,,,,,,,
03/10/2011,8,396,V,,,,,,,,,,,,
04/10/2011,8,369,V,,,,,,,,,,,,
05/10/2011,8,473,V,,,,,,,,,,,,
06/10/2011,8,413,V,,,,,,,,,,,,
07/10/2011,8,312,V,,,,,,,,,,,,
08/10/2011,9,942,V,,,,,,,,,,,,
09/10/2011,9,798,V,,,,,,,,,,,,
10/10/2011,8,503,V,,,,,,,,,,,,
11/10/2011,8,438,V,,,,,,,,,,,,
12/10/2011,8,489,V,,,,,,,,,,,,
13/10/2011,8,489,V,,,,,,,,,,,,
14/10/2011,8,548,V,,,,,,,,,,,,
15/10/2011,8,419,V,,,,,,,,,,,,
16/10/2011,8,299,V,,,,,,,,,,,,
17/10/2011,8,104,V,,,,,,,,,,,,
18/10/2011,8,199,V,,,,,,,,,,,,
19/10/2011,8,438,V,,,,,,,,,,,,
20/10/2011,8,943,V,,,,,,,,,,,,
21/10/2011,14,625,V,,,,,,,,,,,,
22/10/2011,10,280,V,,,,,,,,,,,,
23/10/2011,9,62,V,,,,,,,,,,,,
24/10/2011,8,449,V,,,,,,,,,,,,
25/10/2011,8,845,V,,,,,,,,,,,,
26/10/2011,61,820,V,,,,,,,,,,,,
27/10/2011,53,133,V,,,,,,,,,,,,
28/10/2011,15,367,V,,,,,,,,,,,,
29/10/2011,11,263,V,,,,,,,,,,,,
30/10/2011,9,861,V,,,,,,,,,,,,
31/10/2011,9,456,V,,,,,,,,,,,,
01/11/2011,9,145,V,,,,,,,,,,,,
02/11/2011,9,5,V,,,,,,,,,,,,
03/11/2011,9,106,V,,,,,,,,,,,,
04/11/2011,9,425,V,,,,,,,,,,,,
05/11/2011,9,666,V,,,,,,,,,,,,
06/11/2011,9,724,V,,,,,,,,,,,,
07/11/2011,10,815,V,,,,,,,,,,,,
08/11/2011,17,973,V,,,,,,,,,,,,
09/11/2011,19,328,V,,,,,,,,,,,,
10/11/2011,12,410,V,,,,,,,,,,,,
11/11/2011,10,780,V,,,,,,,,,,,,
12/11/2011,9,846,V,,,,,,,,,,,,
13/11/2011,9,549,V,,,,,,,,,,,,
14/11/2011,9,199,V,,,,,,,,,,,,
15/11/2011,9,207,V,,,,,,,,,,,,
16/11/2011,9,67,V,,,,,,,,,,,,
17/11/2011,8,997,V,,,,,,,,,,,,
18/11/2011,8,912,V,,,,,,,,,,,,
19/11/2011,8,662,V,,,,,,,,,,,,
20/11/2011,8,479,V,,,,,,,,,,,,
21/11/2011,8,444,V,,,,,,,,,,,,
22/11/2011,8,454,V,,,,,,,,,,,,
23/11/2011,8,583,V,,,,,,,,,,,,
24/11/2011,8,454,V,,,,,,,,,,,,
25/11/2011,8,444,V,,,,,,,,,,,,
26/11/2011,8,438,V,,,,,,,,,,,,
27/11/2011,8,449,V,,,,,,,,,,,,
28/11/2011,8,444,V,,,,,,,,,,,,
29/11/2011,8,449,V,,,,,,,,,,,,
30/11/2011,8,449,V,,,,,,,,,,,,
01/12/2011,8,464,V,,,,,,,,,,,,
02/12/2011,9,880,V,,,,,,,,,,,,
03/12/2011,11,37,V,,,,,,,,,,,,
04/12/2011,10,385,V,,,,,,,,,,,,
05/12/2011,15,206,V,,,,,,,,,,,,
06/12/2011,50,890,V,,,,,,,,,,,,
07/12/2011,27,288,V,,,,,,,,,,,,
08/12/2011,29,207,V,,,,,,,,,,,,
09/12/2011,14,919,V,,,,,,,,,,,,
10/12/2011,12,251,V,,,,,,,,,,,,
11/12/2011,15,104,V,,,,,,,,,,,,
12/12/2011,45,764,V,,,,,,,,,,,,
13/12/2011,89,256,V,,,,,,,,,,,,
14/12/2011,60,33,V,,,,,,,,,,,,
15/12/2011,52,869,V,,,,,,,,,,,,
16/12/2011,38,393,V,,,,,,,,,,,,
17/12/2011,130,489,V,,,,,,,,,,,,
18/12/2011,98,253,V,,,,,,,,,,,,
19/12/2011,69,697,V,,,,,,,,,,,,
20/12/2011,44,899,V,,,,,,,,,,,,
21/12/2011,27,761,V,,,,,,,,,,,,
22/12/2011,20,689,V,,,,,,,,,,,,
23/12/2011,17,885,V,,,,,,,,,,,,
24/12/2011,18,885,V,,,,,,,,,,,,
25/12/2011,21,34,V,,,,,,,,,,,,
26/12/2011,16,75,V,,,,,,,,,,,,
27/12/2011,15,398,V,,,,,,,,,,,,
28/12/2011,13,128,V,,,,,,,,,,,,
29/12/2011,13,743,V,,,,,,,,,,,,
30/12/2011,16,242,V,,,,,,,,,,,,
31/12/2011,14,827,V,,,,,,,,,,,,
01/01/2012,12,160,V,,,,,,,,,,,,
02/01/2012,11,614,V,,,,,,,,,,,,
03/01/2012,28,967,V,,,,,,,,,,,,
04/01/2012,33,643,V,,,,,,,,,,,,
05/01/2012,41,504,V,,,,,,,,,,,,
06/01/2012,28,402,V,,,,,,,,,,,,
07/01/2012,33,299,V,,,,,,,,,,,,
08/01/2012,28,676,V,,,,,,,,,,,,
09/01/2012,25,791,V,,,,,,,,,,,,
10/01/2012,21,207,V,,,,,,,,,,,,
11/01/2012,18,593,V,,,,,,,,,,,,
12/01/2012,17,820,V,,,,,,,,,,,,
13/01/2012,15,232,V,,,,,,,,,,,,
14/01/2012,15,10,V,,,,,,,,,,,,
15/01/2012,14,869,V,,,,,,,,,,,,
16/01/2012,15,971,V,,,,,,,,,,,,
17/01/2012,14,860,V,,,,,,,,,,,,
18/01/2012,11,649,V,,,,,,,,,,,,
19/01/2012,11,344,V,,,,,,,,,,,,
20/01/2012,11,344,V,,,,,,,,,,,,
21/01/2012,11,554,V,,,,,,,,,,,,
22/01/2012,12,171,V,,,,,,,,,,,,
23/01/2012,11,344,V,,,,,,,,,,,,
24/01/2012,12,201,V,,,,,,,,,,,,
25/01/2012,14,852,V,,,,,,,,,,,,
26/01/2012,15,201,V,,,,,,,,,,,,
27/01/2012,15,526,V,,,,,,,,,,,,
28/01/2012,15,545,V,,,,,,,,,,,,
29/01/2012,13,928,V,,,,,,,,,,,,
30/01/2012,11,59,V,,,,,,,,,,,,
31/01/2012,10,586,V,,,,,,,,,,,,
01/02/2012,11,335,V,,,,,,,,,,,,
02/02/2012,11,368,V,,,,,,,,,,,,
03/02/2012,11,323,V,,,,,,,,,,,,
04/02/2012,10,657,V,,,,,,,,,,,,
05/02/2012,10,482,V,,,,,,,,,,,,
06/02/2012,10,138,V,,,,,,,,,,,,
07/02/2012,10,120,V,,,,,,,,,,,,
08/02/2012,10,120,V,,,,,,,,,,,,
09/02/2012,9,924,V,,,,,,,,,,,,
10/02/2012,10,49,V,,,,,,,,,,,,
11/02/2012,9,918,V,,,,,,,,,,,,
12/02/2012,9,918,V,,,,,,,,,,,,
13/02/2012,9,874,V,,,,,,,,,,,,
14/02/2012,9,627,V,,,,,,,,,,,,
15/02/2012,9,636,V,,,,,,,,,,,,
16/02/2012,9,742,V,,,,,,,,,,,,
17/02/2012,9,890,V,,,,,,,,,,,,
18/02/2012,9,654,V,,,,,,,,,,,,
19/02/2012,10,551,V,,,,,,,,,,,,
20/02/2012,13,159,V,,,,,,,,,,,,
21/02/2012,18,397,V,,,,,,,,,,,,
22/02/2012,16,145,V,,,,,,,,,,,,
23/02/2012,13,505,V,,,,,,,,,,,,
24/02/2012,16,239,V,,,,,,,,,,,,
25/02/2012,14,484,V,,,,,,,,,,,,
26/02/2012,13,176,V,,,,,,,,,,,,
27/02/2012,13,31,V,,,,,,,,,,,,
28/02/2012,13,122,V,,,,,,,,,,,,
29/02/2012,13,570,V,,,,,,,,,,,,
01/03/2012,19,726,V,,,,,,,,,,,,
02/03/2012,15,914,V,,,,,,,,,,,,
03/03/2012,15,372,V,,,,,,,,,,,,
04/03/2012,17,27,V,,,,,,,,,,,,
05/03/2012,18,614,V,,,,,,,,,,,,
06/03/2012,27,983,V,,,,,,,,,,,,
07/03/2012,35,794,V,,,,,,,,,,,,
08/03/2012,22,702,V,,,,,,,,,,,,
09/03/2012,19,271,V,,,,,,,,,,,,
10/03/2012,19,257,V,,,,,,,,,,,,
11/03/2012,15,199,V,,,,,,,,,,,,
12/03/2012,12,253,V,,,,,,,,,,,,
13/03/2012,14,496,V,,,,,,,,,,,,
14/03/2012,11,997,V,,,,,,,,,,,,
15/03/2012,13,144,V,,,,,,,,,,,,
16/03/2012,10,928,V,,,,,,,,,,,,
17/03/2012,11,775,V,,,,,,,,,,,,
18/03/2012,13,468,V,,,,,,,,,,,,
19/03/2012,10,809,V,,,,,,,,,,,,
20/03/2012,13,480,V,,,,,,,,,,,,
21/03/2012,13,86,V,,,,,,,,,,,,
22/03/2012,12,294,V,,,,,,,,,,,,
23/03/2012,10,746,V,,,,,,,,,,,,
24/03/2012,10,884,V,,,,,,,,,,,,
25/03/2012,11,921,V,,,,,,,,,,,,
26/03/2012,10,604,V,,,,,,,,,,,,
27/03/2012,11,490,V,,,,,,,,,,,,
28/03/2012,11,488,V,,,,,,,,,,,,
29/03/2012,10,987,V,,,,,,,,,,,,
30/03/2012,11,195,V,,,,,,,,,,,,
31/03/2012,10,806,V,,,,,,,,,,,,
01/04/2012,10,22,V,,,,,,,,,,,,
02/04/2012,9,354,V,,,,,,,,,,,,
03/04/2012,9,862,V,,,,,,,,,,,,
04/04/2012,12,174,V,,,,,,,,,,,,
05/04/2012,10,922,V,,,,,,,,,,,,
06/04/2012,10,479,V,,,,,,,,,,,,
07/04/2012,10,711,V,,,,,,,,,,,,
08/04/2012,11,876,V,,,,,,,,,,,,
09/04/2012,16,862,V,,,,,,,,,,,,
10/04/2012,17,115,V,,,,,,,,,,,,
11/04/2012,26,207,V,,,,,,,,,,,,
12/04/2012,133,909,V,,,,,,,,,,,,
13/04/2012,107,341,V,,,,,,,,,,,,
14/04/2012,98,383,V,,,,,,,,,,,,
15/04/2012,117,688,V,,,,,,,,,,,,
16/04/2012,105,738,V,,,,,,,,,,,,
17/04/2012,77,472,V,,,,,,,,,,,,
18/04/2012,66,580,V,,,,,,,,,,,,
19/04/2012,59,669,V,,,,,,,,,,,,
20/04/2012,97,34,V,,,,,,,,,,,,
21/04/2012,229,896,V,,,,,,,,,,,,
22/04/2012,218,596,V,,,,,,,,,,,,
23/04/2012,145,304,V,,,,,,,,,,,,
24/04/2012,117,38,V,,,,,,,,,,,,
25/04/2012,115,761,V,,,,,,,,,,,,
