Stazione,Calamazza,,,,,,,,,,,,,,
Codice,TOS03001246,,,,,,,,,,,,,,
Comune,Aulla,,,,,,,,,,,,,,
Provincia,MS,,,,,,,,,,,,,,
GB [m],E,1576004,N,4894334,,,,,,,,,,,
WGS84 [°],Lat,44.198,Lon,9.951,,,,,,,,,,,
Quota [m],53,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,ATTENZIONE,i,dati,sono,nel,fomato,csv,ed,utilizzano,,,,
,,,come,separatore,di,colonna,il,punto e virgola,e,,,,,,
,,,come,separatore,decimale,la,virgola,,,,,,,,
,,,verificare,le,proprie,impostazioni,internazionali,per,una,corretta,visulizzazione.,,,,
,,,Il,valore,-9999,corrisponde,a,dato,mancante,,,,,,
,,,Il,valore,contrassegnato,con,@,corrisponde,al,dato,mancante,,,,
,,,Il,valore,contrassegnato,con,V,corrisponde,al,dato,validato,,,,
,,,Il,valore,contrassegnato,con,P,corrisponde,al,dato,prevalidato,soggetto,ad,eventuali,modifiche
,,,(consultare,la,sezione,Criteri,di,validazione),,,,,,,
,,,,,,,,,,,,,,,
gg/mm/aaaa,Portata [mc/s],Tipo Dato,,,,,,,,,,,,,
20/06/2018,9,463,V,,,,,,,,,,,,
21/06/2018,9,877,V,,,,,,,,,,,,
22/06/2018,9,401,V,,,,,,,,,,,,
23/06/2018,9,135,V,,,,,,,,,,,,
24/06/2018,9,102,V,,,,,,,,,,,,
25/06/2018,8,934,V,,,,,,,,,,,,
26/06/2018,8,613,V,,,,,,,,,,,,
27/06/2018,8,488,V,,,,,,,,,,,,
28/06/2018,8,116,V,,,,,,,,,,,,
29/06/2018,8,9,V,,,,,,,,,,,,
30/06/2018,7,816,V,,,,,,,,,,,,
01/07/2018,7,498,V,,,,,,,,,,,,
02/07/2018,7,826,V,,,,,,,,,,,,
03/07/2018,6,973,V,,,,,,,,,,,,
04/07/2018,7,341,V,,,,,,,,,,,,
05/07/2018,7,139,V,,,,,,,,,,,,
06/07/2018,6,951,V,,,,,,,,,,,,
07/07/2018,7,290,V,,,,,,,,,,,,
08/07/2018,6,686,V,,,,,,,,,,,,
09/07/2018,6,615,V,,,,,,,,,,,,
10/07/2018,6,696,V,,,,,,,,,,,,
11/07/2018,7,441,V,,,,,,,,,,,,
12/07/2018,8,56,V,,,,,,,,,,,,
13/07/2018,7,222,V,,,,,,,,,,,,
14/07/2018,6,31,V,,,,,,,,,,,,
15/07/2018,5,698,V,,,,,,,,,,,,
16/07/2018,5,589,V,,,,,,,,,,,,
17/07/2018,6,92,V,,,,,,,,,,,,
18/07/2018,5,854,V,,,,,,,,,,,,
19/07/2018,5,493,V,,,,,,,,,,,,
20/07/2018,5,668,V,,,,,,,,,,,,
21/07/2018,13,769,V,,,,,,,,,,,,
22/07/2018,7,454,V,,,,,,,,,,,,
23/07/2018,5,570,V,,,,,,,,,,,,
24/07/2018,5,515,V,,,,,,,,,,,,
25/07/2018,5,698,V,,,,,,,,,,,,
26/07/2018,5,176,V,,,,,,,,,,,,
27/07/2018,5,112,V,,,,,,,,,,,,
28/07/2018,4,804,V,,,,,,,,,,,,
29/07/2018,4,645,V,,,,,,,,,,,,
30/07/2018,4,514,V,,,,,,,,,,,,
31/07/2018,4,822,V,,,,,,,,,,,,
01/08/2018,4,974,V,,,,,,,,,,,,
02/08/2018,5,12,V,,,,,,,,,,,,
03/08/2018,5,624,V,,,,,,,,,,,,
04/08/2018,4,899,V,,,,,,,,,,,,
05/08/2018,4,487,V,,,,,,,,,,,,
06/08/2018,3,967,V,,,,,,,,,,,,
07/08/2018,3,888,V,,,,,,,,,,,,
08/08/2018,3,914,V,,,,,,,,,,,,
09/08/2018,3,881,V,,,,,,,,,,,,
10/08/2018,3,865,V,,,,,,,,,,,,
11/08/2018,3,826,V,,,,,,,,,,,,
12/08/2018,3,773,V,,,,,,,,,,,,
13/08/2018,3,850,V,,,,,,,,,,,,
14/08/2018,4,922,V,,,,,,,,,,,,
15/08/2018,4,72,V,,,,,,,,,,,,
16/08/2018,3,869,V,,,,,,,,,,,,
17/08/2018,3,853,V,,,,,,,,,,,,
18/08/2018,3,805,V,,,,,,,,,,,,
19/08/2018,3,781,V,,,,,,,,,,,,
20/08/2018,3,762,V,,,,,,,,,,,,
21/08/2018,3,769,V,,,,,,,,,,,,
22/08/2018,3,768,V,,,,,,,,,,,,
23/08/2018,3,751,V,,,,,,,,,,,,
24/08/2018,3,768,V,,,,,,,,,,,,
25/08/2018,3,758,V,,,,,,,,,,,,
26/08/2018,4,491,V,,,,,,,,,,,,
27/08/2018,4,309,V,,,,,,,,,,,,
28/08/2018,3,859,V,,,,,,,,,,,,
29/08/2018,3,784,V,,,,,,,,,,,,
30/08/2018,3,779,V,,,,,,,,,,,,
31/08/2018,3,788,V,,,,,,,,,,,,
01/09/2018,6,28,V,,,,,,,,,,,,
02/09/2018,5,559,V,,,,,,,,,,,,
03/09/2018,4,822,V,,,,,,,,,,,,
04/09/2018,4,169,V,,,,,,,,,,,,
05/09/2018,3,863,V,,,,,,,,,,,,
06/09/2018,3,816,V,,,,,,,,,,,,
07/09/2018,3,817,V,,,,,,,,,,,,
08/09/2018,3,780,V,,,,,,,,,,,,
09/09/2018,3,765,V,,,,,,,,,,,,
10/09/2018,,@,,,,,,,,,,,,,
11/09/2018,4,175,V,,,,,,,,,,,,
12/09/2018,4,38,V,,,,,,,,,,,,
13/09/2018,4,112,V,,,,,,,,,,,,
14/09/2018,4,72,V,,,,,,,,,,,,
15/09/2018,3,988,V,,,,,,,,,,,,
16/09/2018,3,992,V,,,,,,,,,,,,
17/09/2018,3,946,V,,,,,,,,,,,,
18/09/2018,3,993,V,,,,,,,,,,,,
19/09/2018,4,332,V,,,,,,,,,,,,
20/09/2018,4,44,V,,,,,,,,,,,,
21/09/2018,3,898,V,,,,,,,,,,,,
22/09/2018,3,832,V,,,,,,,,,,,,
23/09/2018,3,794,V,,,,,,,,,,,,
24/09/2018,3,781,V,,,,,,,,,,,,
25/09/2018,3,769,V,,,,,,,,,,,,
26/09/2018,3,743,V,,,,,,,,,,,,
27/09/2018,3,699,V,,,,,,,,,,,,
28/09/2018,3,682,V,,,,,,,,,,,,
29/09/2018,3,677,V,,,,,,,,,,,,
30/09/2018,3,695,V,,,,,,,,,,,,
01/10/2018,4,907,V,,,,,,,,,,,,
02/10/2018,4,983,V,,,,,,,,,,,,
03/10/2018,3,838,V,,,,,,,,,,,,
04/10/2018,3,777,V,,,,,,,,,,,,
05/10/2018,3,760,V,,,,,,,,,,,,
06/10/2018,3,753,V,,,,,,,,,,,,
07/10/2018,3,703,V,,,,,,,,,,,,
08/10/2018,3,668,V,,,,,,,,,,,,
09/10/2018,3,695,V,,,,,,,,,,,,
10/10/2018,3,664,V,,,,,,,,,,,,
11/10/2018,3,616,V,,,,,,,,,,,,
12/10/2018,3,607,V,,,,,,,,,,,,
13/10/2018,3,604,V,,,,,,,,,,,,
14/10/2018,3,605,V,,,,,,,,,,,,
15/10/2018,3,599,V,,,,,,,,,,,,
16/10/2018,3,607,V,,,,,,,,,,,,
17/10/2018,3,594,V,,,,,,,,,,,,
18/10/2018,3,591,V,,,,,,,,,,,,
19/10/2018,3,595,V,,,,,,,,,,,,
20/10/2018,3,589,V,,,,,,,,,,,,
21/10/2018,3,577,V,,,,,,,,,,,,
22/10/2018,3,568,V,,,,,,,,,,,,
23/10/2018,3,548,V,,,,,,,,,,,,
24/10/2018,3,573,V,,,,,,,,,,,,
25/10/2018,3,592,V,,,,,,,,,,,,
26/10/2018,3,599,V,,,,,,,,,,,,
27/10/2018,3,647,V,,,,,,,,,,,,
28/10/2018,102,598,V,,,,,,,,,,,,
29/10/2018,284,965,V,,,,,,,,,,,,
30/10/2018,190,580,V,,,,,,,,,,,,
31/10/2018,69,812,V,,,,,,,,,,,,
01/11/2018,99,241,V,,,,,,,,,,,,
02/11/2018,59,160,V,,,,,,,,,,,,
03/11/2018,59,725,V,,,,,,,,,,,,
04/11/2018,38,467,V,,,,,,,,,,,,
05/11/2018,27,261,V,,,,,,,,,,,,
06/11/2018,24,350,V,,,,,,,,,,,,
07/11/2018,32,568,V,,,,,,,,,,,,
08/11/2018,26,101,V,,,,,,,,,,,,
09/11/2018,21,876,V,,,,,,,,,,,,
10/11/2018,20,526,V,,,,,,,,,,,,
11/11/2018,21,786,V,,,,,,,,,,,,
12/11/2018,23,947,V,,,,,,,,,,,,
13/11/2018,21,470,V,,,,,,,,,,,,
14/11/2018,19,192,V,,,,,,,,,,,,
15/11/2018,19,104,V,,,,,,,,,,,,
16/11/2018,18,952,V,,,,,,,,,,,,
17/11/2018,17,604,V,,,,,,,,,,,,
18/11/2018,15,307,V,,,,,,,,,,,,
19/11/2018,,@,,,,,,,,,,,,,
20/11/2018,14,996,V,,,,,,,,,,,,
21/11/2018,15,145,V,,,,,,,,,,,,
22/11/2018,17,202,V,,,,,,,,,,,,
23/11/2018,27,237,V,,,,,,,,,,,,
24/11/2018,226,362,V,,,,,,,,,,,,
25/11/2018,88,659,V,,,,,,,,,,,,
26/11/2018,55,103,V,,,,,,,,,,,,
27/11/2018,37,435,V,,,,,,,,,,,,
28/11/2018,27,285,V,,,,,,,,,,,,
29/11/2018,23,805,V,,,,,,,,,,,,
30/11/2018,21,911,V,,,,,,,,,,,,
01/12/2018,19,717,V,,,,,,,,,,,,
02/12/2018,18,544,V,,,,,,,,,,,,
03/12/2018,21,725,V,,,,,,,,,,,,
04/12/2018,20,112,V,,,,,,,,,,,,
05/12/2018,18,677,V,,,,,,,,,,,,
06/12/2018,18,167,V,,,,,,,,,,,,
07/12/2018,17,633,V,,,,,,,,,,,,
08/12/2018,21,152,V,,,,,,,,,,,,
09/12/2018,19,590,V,,,,,,,,,,,,
10/12/2018,17,902,V,,,,,,,,,,,,
11/12/2018,17,334,V,,,,,,,,,,,,
12/12/2018,16,586,V,,,,,,,,,,,,
13/12/2018,15,325,V,,,,,,,,,,,,
14/12/2018,14,345,V,,,,,,,,,,,,
15/12/2018,14,237,V,,,,,,,,,,,,
16/12/2018,13,825,V,,,,,,,,,,,,
17/12/2018,14,775,V,,,,,,,,,,,,
18/12/2018,14,171,V,,,,,,,,,,,,
19/12/2018,13,323,V,,,,,,,,,,,,
20/12/2018,22,366,V,,,,,,,,,,,,
21/12/2018,18,827,V,,,,,,,,,,,,
22/12/2018,46,242,V,,,,,,,,,,,,
23/12/2018,31,611,V,,,,,,,,,,,,
24/12/2018,23,847,V,,,,,,,,,,,,
25/12/2018,21,510,V,,,,,,,,,,,,
26/12/2018,19,746,V,,,,,,,,,,,,
27/12/2018,18,347,V,,,,,,,,,,,,
28/12/2018,17,711,V,,,,,,,,,,,,
29/12/2018,16,813,V,,,,,,,,,,,,
30/12/2018,16,173,V,,,,,,,,,,,,
31/12/2018,15,139,V,,,,,,,,,,,,
01/01/2019,14,578,V,,,,,,,,,,,,
02/01/2019,13,717,V,,,,,,,,,,,,
03/01/2019,13,406,V,,,,,,,,,,,,
04/01/2019,10,451,V,,,,,,,,,,,,
05/01/2019,11,590,V,,,,,,,,,,,,
06/01/2019,11,805,V,,,,,,,,,,,,
07/01/2019,11,112,V,,,,,,,,,,,,
08/01/2019,11,41,V,,,,,,,,,,,,
09/01/2019,10,599,V,,,,,,,,,,,,
10/01/2019,10,342,V,,,,,,,,,,,,
11/01/2019,10,330,V,,,,,,,,,,,,
12/01/2019,9,950,V,,,,,,,,,,,,
13/01/2019,9,740,V,,,,,,,,,,,,
14/01/2019,10,38,V,,,,,,,,,,,,
15/01/2019,10,122,V,,,,,,,,,,,,
16/01/2019,9,525,V,,,,,,,,,,,,
17/01/2019,11,376,V,,,,,,,,,,,,
18/01/2019,25,769,V,,,,,,,,,,,,
19/01/2019,19,402,V,,,,,,,,,,,,
20/01/2019,16,586,V,,,,,,,,,,,,
21/01/2019,15,635,V,,,,,,,,,,,,
22/01/2019,14,416,V,,,,,,,,,,,,
23/01/2019,13,753,V,,,,,,,,,,,,
24/01/2019,13,400,V,,,,,,,,,,,,
25/01/2019,11,614,V,,,,,,,,,,,,
26/01/2019,11,500,V,,,,,,,,,,,,
27/01/2019,11,733,V,,,,,,,,,,,,
28/01/2019,17,22,V,,,,,,,,,,,,
29/01/2019,14,530,V,,,,,,,,,,,,
30/01/2019,13,777,V,,,,,,,,,,,,
31/01/2019,13,867,V,,,,,,,,,,,,
01/02/2019,211,317,V,,,,,,,,,,,,
02/02/2019,591,31,V,,,,,,,,,,,,
03/02/2019,215,218,V,,,,,,,,,,,,
04/02/2019,121,749,V,,,,,,,,,,,,
05/02/2019,89,273,V,,,,,,,,,,,,
06/02/2019,69,840,V,,,,,,,,,,,,
07/02/2019,54,205,V,,,,,,,,,,,,
08/02/2019,42,178,V,,,,,,,,,,,,
09/02/2019,32,981,V,,,,,,,,,,,,
10/02/2019,34,705,V,,,,,,,,,,,,
11/02/2019,88,522,V,,,,,,,,,,,,
12/02/2019,47,514,V,,,,,,,,,,,,
13/02/2019,34,291,V,,,,,,,,,,,,
14/02/2019,26,484,V,,,,,,,,,,,,
15/02/2019,22,614,V,,,,,,,,,,,,
16/02/2019,19,822,V,,,,,,,,,,,,
17/02/2019,17,424,V,,,,,,,,,,,,
18/02/2019,15,731,V,,,,,,,,,,,,
19/02/2019,14,392,V,,,,,,,,,,,,
20/02/2019,12,504,V,,,,,,,,,,,,
21/02/2019,12,170,V,,,,,,,,,,,,
22/02/2019,12,457,V,,,,,,,,,,,,
23/02/2019,11,813,V,,,,,,,,,,,,
24/02/2019,10,936,V,,,,,,,,,,,,
25/02/2019,11,71,V,,,,,,,,,,,,
26/02/2019,10,797,V,,,,,,,,,,,,
27/02/2019,10,612,V,,,,,,,,,,,,
28/02/2019,10,594,V,,,,,,,,,,,,
01/03/2019,10,361,V,,,,,,,,,,,,
02/03/2019,9,696,V,,,,,,,,,,,,
03/03/2019,9,271,V,,,,,,,,,,,,
04/03/2019,8,681,V,,,,,,,,,,,,
05/03/2019,8,568,V,,,,,,,,,,,,
06/03/2019,8,610,V,,,,,,,,,,,,
07/03/2019,10,554,V,,,,,,,,,,,,
08/03/2019,12,648,V,,,,,,,,,,,,
09/03/2019,11,238,V,,,,,,,,,,,,
10/03/2019,10,767,V,,,,,,,,,,,,
11/03/2019,11,668,V,,,,,,,,,,,,
12/03/2019,10,201,V,,,,,,,,,,,,
13/03/2019,14,186,V,,,,,,,,,,,,
14/03/2019,12,576,V,,,,,,,,,,,,
15/03/2019,10,409,V,,,,,,,,,,,,
16/03/2019,9,850,V,,,,,,,,,,,,
17/03/2019,9,556,V,,,,,,,,,,,,
18/03/2019,10,828,V,,,,,,,,,,,,
19/03/2019,9,941,V,,,,,,,,,,,,
20/03/2019,8,827,V,,,,,,,,,,,,
21/03/2019,7,987,V,,,,,,,,,,,,
22/03/2019,8,77,V,,,,,,,,,,,,
23/03/2019,8,519,V,,,,,,,,,,,,
24/03/2019,8,162,V,,,,,,,,,,,,
25/03/2019,8,48,V,,,,,,,,,,,,
26/03/2019,7,893,V,,,,,,,,,,,,
27/03/2019,6,984,V,,,,,,,,,,,,
28/03/2019,6,418,V,,,,,,,,,,,,
29/03/2019,6,138,V,,,,,,,,,,,,
30/03/2019,5,517,V,,,,,,,,,,,,
31/03/2019,4,956,V,,,,,,,,,,,,
01/04/2019,5,537,V,,,,,,,,,,,,
02/04/2019,4,518,V,,,,,,,,,,,,
03/04/2019,7,176,V,,,,,,,,,,,,
04/04/2019,287,523,V,,,,,,,,,,,,
05/04/2019,149,177,V,,,,,,,,,,,,
06/04/2019,80,167,V,,,,,,,,,,,,
07/04/2019,61,263,V,,,,,,,,,,,,
08/04/2019,50,837,V,,,,,,,,,,,,
09/04/2019,42,762,V,,,,,,,,,,,,
10/04/2019,35,89,V,,,,,,,,,,,,
11/04/2019,32,537,V,,,,,,,,,,,,
12/04/2019,31,390,V,,,,,,,,,,,,
13/04/2019,26,180,V,,,,,,,,,,,,
14/04/2019,40,434,V,,,,,,,,,,,,
15/04/2019,30,166,V,,,,,,,,,,,,
16/04/2019,26,33,V,,,,,,,,,,,,
17/04/2019,23,721,V,,,,,,,,,,,,
18/04/2019,23,987,V,,,,,,,,,,,,
19/04/2019,,@,,,,,,,,,,,,,
20/04/2019,20,856,V,,,,,,,,,,,,
21/04/2019,19,997,V,,,,,,,,,,,,
22/04/2019,19,365,V,,,,,,,,,,,,
23/04/2019,42,395,V,,,,,,,,,,,,
24/04/2019,214,915,V,,,,,,,,,,,,
25/04/2019,92,969,V,,,,,,,,,,,,
26/04/2019,63,861,V,,,,,,,,,,,,
27/04/2019,54,404,V,,,,,,,,,,,,
28/04/2019,41,308,V,,,,,,,,,,,,
29/04/2019,33,577,V,,,,,,,,,,,,
30/04/2019,27,279,V,,,,,,,,,,,,
01/05/2019,23,852,V,,,,,,,,,,,,
02/05/2019,22,972,V,,,,,,,,,,,,
03/05/2019,45,590,V,,,,,,,,,,,,
04/05/2019,81,77,V,,,,,,,,,,,,
05/05/2019,66,551,V,,,,,,,,,,,,
06/05/2019,64,459,V,,,,,,,,,,,,
07/05/2019,47,180,V,,,,,,,,,,,,
08/05/2019,41,653,V,,,,,,,,,,,,
09/05/2019,120,729,V,,,,,,,,,,,,
10/05/2019,70,765,V,,,,,,,,,,,,
11/05/2019,49,89,V,,,,,,,,,,,,
12/05/2019,51,876,V,,,,,,,,,,,,
13/05/2019,85,665,V,,,,,,,,,,,,
14/05/2019,54,558,V,,,,,,,,,,,,
15/05/2019,37,658,V,,,,,,,,,,,,
16/05/2019,30,84,V,,,,,,,,,,,,
17/05/2019,25,875,V,,,,,,,,,,,,
18/05/2019,23,818,V,,,,,,,,,,,,
19/05/2019,25,491,V,,,,,,,,,,,,
20/05/2019,49,86,V,,,,,,,,,,,,
21/05/2019,38,586,V,,,,,,,,,,,,
22/05/2019,28,527,V,,,,,,,,,,,,
23/05/2019,25,0,V,,,,,,,,,,,,
24/05/2019,23,58,V,,,,,,,,,,,,
25/05/2019,20,497,V,,,,,,,,,,,,
26/05/2019,18,795,V,,,,,,,,,,,,
27/05/2019,18,760,V,,,,,,,,,,,,
28/05/2019,19,570,V,,,,,,,,,,,,
29/05/2019,45,335,V,,,,,,,,,,,,
30/05/2019,30,219,V,,,,,,,,,,,,
31/05/2019,23,447,V,,,,,,,,,,,,
01/06/2019,20,610,V,,,,,,,,,,,,
02/06/2019,19,254,V,,,,,,,,,,,,
03/06/2019,18,719,V,,,,,,,,,,,,
04/06/2019,17,767,V,,,,,,,,,,,,
05/06/2019,15,378,V,,,,,,,,,,,,
06/06/2019,14,129,V,,,,,,,,,,,,
07/06/2019,13,448,V,,,,,,,,,,,,
08/06/2019,12,3,V,,,,,,,,,,,,
09/06/2019,11,603,V,,,,,,,,,,,,
10/06/2019,11,107,V,,,,,,,,,,,,
11/06/2019,11,209,V,,,,,,,,,,,,
12/06/2019,10,528,V,,,,,,,,,,,,
13/06/2019,9,753,V,,,,,,,,,,,,
14/06/2019,10,663,V,,,,,,,,,,,,
15/06/2019,10,459,V,,,,,,,,,,,,
16/06/2019,9,828,V,,,,,,,,,,,,
17/06/2019,12,850,V,,,,,,,,,,,,
18/06/2019,9,208,V,,,,,,,,,,,,
19/06/2019,10,203,V,,,,,,,,,,,,
20/06/2019,9,251,V,,,,,,,,,,,,
21/06/2019,7,454,V,,,,,,,,,,,,
22/06/2019,5,572,V,,,,,,,,,,,,
23/06/2019,5,905,V,,,,,,,,,,,,
24/06/2019,5,270,V,,,,,,,,,,,,
25/06/2019,4,983,V,,,,,,,,,,,,
26/06/2019,5,152,V,,,,,,,,,,,,
27/06/2019,5,302,V,,,,,,,,,,,,
28/06/2019,4,262,V,,,,,,,,,,,,
29/06/2019,4,373,V,,,,,,,,,,,,
30/06/2019,4,303,V,,,,,,,,,,,,
01/07/2019,4,354,V,,,,,,,,,,,,
02/07/2019,4,492,V,,,,,,,,,,,,
03/07/2019,3,930,V,,,,,,,,,,,,
04/07/2019,3,928,V,,,,,,,,,,,,
05/07/2019,3,888,V,,,,,,,,,,,,
06/07/2019,3,984,V,,,,,,,,,,,,
07/07/2019,4,777,V,,,,,,,,,,,,
08/07/2019,5,166,V,,,,,,,,,,,,
09/07/2019,4,32,V,,,,,,,,,,,,
10/07/2019,3,801,V,,,,,,,,,,,,
11/07/2019,4,284,V,,,,,,,,,,,,
12/07/2019,3,920,V,,,,,,,,,,,,
13/07/2019,3,701,V,,,,,,,,,,,,
14/07/2019,3,534,V,,,,,,,,,,,,
15/07/2019,5,163,V,,,,,,,,,,,,
16/07/2019,5,331,V,,,,,,,,,,,,
17/07/2019,4,409,V,,,,,,,,,,,,
18/07/2019,3,708,V,,,,,,,,,,,,
19/07/2019,3,574,V,,,,,,,,,,,,
20/07/2019,3,549,V,,,,,,,,,,,,
21/07/2019,3,445,V,,,,,,,,,,,,
22/07/2019,3,431,R,,,,,,,,,,,,
23/07/2019,3,252,V,,,,,,,,,,,,
24/07/2019,3,113,V,,,,,,,,,,,,
25/07/2019,3,91,V,,,,,,,,,,,,
26/07/2019,3,258,V,,,,,,,,,,,,
27/07/2019,3,749,V,,,,,,,,,,,,
28/07/2019,7,811,V,,,,,,,,,,,,
29/07/2019,4,872,V,,,,,,,,,,,,
30/07/2019,3,666,V,,,,,,,,,,,,
31/07/2019,3,569,V,,,,,,,,,,,,
01/08/2019,3,784,V,,,,,,,,,,,,
02/08/2019,3,326,V,,,,,,,,,,,,
03/08/2019,3,323,V,,,,,,,,,,,,
04/08/2019,3,228,V,,,,,,,,,,,,
05/08/2019,3,193,V,,,,,,,,,,,,
06/08/2019,3,241,V,,,,,,,,,,,,
07/08/2019,3,182,V,,,,,,,,,,,,
08/08/2019,4,58,V,,,,,,,,,,,,
09/08/2019,3,369,V,,,,,,,,,,,,
10/08/2019,3,255,V,,,,,,,,,,,,
11/08/2019,3,215,V,,,,,,,,,,,,
12/08/2019,3,185,V,,,,,,,,,,,,
13/08/2019,3,78,V,,,,,,,,,,,,
14/08/2019,3,32,V,,,,,,,,,,,,
15/08/2019,3,20,V,,,,,,,,,,,,
16/08/2019,2,955,V,,,,,,,,,,,,
17/08/2019,2,977,V,,,,,,,,,,,,
18/08/2019,2,972,V,,,,,,,,,,,,
19/08/2019,2,953,V,,,,,,,,,,,,
20/08/2019,2,959,V,,,,,,,,,,,,
21/08/2019,2,901,V,,,,,,,,,,,,
22/08/2019,2,725,V,,,,,,,,,,,,
23/08/2019,2,757,V,,,,,,,,,,,,
24/08/2019,2,993,V,,,,,,,,,,,,
25/08/2019,3,100,V,,,,,,,,,,,,
26/08/2019,3,281,V,,,,,,,,,,,,
27/08/2019,3,241,V,,,,,,,,,,,,
28/08/2019,3,196,V,,,,,,,,,,,,
29/08/2019,3,329,V,,,,,,,,,,,,
30/08/2019,3,95,V,,,,,,,,,,,,
31/08/2019,3,110,V,,,,,,,,,,,,
01/09/2019,3,96,V,,,,,,,,,,,,
02/09/2019,3,162,V,,,,,,,,,,,,
03/09/2019,3,54,V,,,,,,,,,,,,
04/09/2019,2,995,V,,,,,,,,,,,,
05/09/2019,2,909,V,,,,,,,,,,,,
06/09/2019,3,897,V,,,,,,,,,,,,
07/09/2019,3,212,V,,,,,,,,,,,,
08/09/2019,3,186,V,,,,,,,,,,,,
09/09/2019,3,474,V,,,,,,,,,,,,
10/09/2019,3,318,V,,,,,,,,,,,,
11/09/2019,3,146,V,,,,,,,,,,,,
12/09/2019,3,56,V,,,,,,,,,,,,
13/09/2019,2,987,V,,,,,,,,,,,,
14/09/2019,2,920,V,,,,,,,,,,,,
15/09/2019,2,893,V,,,,,,,,,,,,
16/09/2019,2,889,V,,,,,,,,,,,,
17/09/2019,3,975,V,,,,,,,,,,,,
18/09/2019,3,871,V,,,,,,,,,,,,
19/09/2019,4,88,V,,,,,,,,,,,,
20/09/2019,3,420,V,,,,,,,,,,,,
21/09/2019,3,242,V,,,,,,,,,,,,
22/09/2019,3,215,V,,,,,,,,,,,,
23/09/2019,5,188,V,,,,,,,,,,,,
24/09/2019,4,255,V,,,,,,,,,,,,
25/09/2019,3,349,V,,,,,,,,,,,,
26/09/2019,3,309,V,,,,,,,,,,,,
27/09/2019,3,135,V,,,,,,,,,,,,
28/09/2019,3,40,V,,,,,,,,,,,,
29/09/2019,2,942,V,,,,,,,,,,,,
30/09/2019,3,33,V,,,,,,,,,,,,
01/10/2019,3,134,V,,,,,,,,,,,,
02/10/2019,11,448,V,,,,,,,,,,,,
03/10/2019,5,359,V,,,,,,,,,,,,
04/10/2019,3,487,V,,,,,,,,,,,,
05/10/2019,3,300,V,,,,,,,,,,,,
06/10/2019,3,173,V,,,,,,,,,,,,
07/10/2019,3,245,V,,,,,,,,,,,,
08/10/2019,3,190,V,,,,,,,,,,,,
09/10/2019,3,263,V,,,,,,,,,,,,
10/10/2019,9,248,V,,,,,,,,,,,,
11/10/2019,4,216,V,,,,,,,,,,,,
12/10/2019,3,626,V,,,,,,,,,,,,
13/10/2019,3,393,V,,,,,,,,,,,,
14/10/2019,3,286,V,,,,,,,,,,,,
15/10/2019,12,126,V,,,,,,,,,,,,
16/10/2019,16,478,V,,,,,,,,,,,,
17/10/2019,6,345,V,,,,,,,,,,,,
18/10/2019,4,673,V,,,,,,,,,,,,
19/10/2019,5,189,V,,,,,,,,,,,,
20/10/2019,6,32,V,,,,,,,,,,,,
21/10/2019,14,718,V,,,,,,,,,,,,
22/10/2019,7,470,V,,,,,,,,,,,,
23/10/2019,4,880,V,,,,,,,,,,,,
24/10/2019,35,422,V,,,,,,,,,,,,
25/10/2019,24,219,V,,,,,,,,,,,,
26/10/2019,11,59,V,,,,,,,,,,,,
27/10/2019,7,63,V,,,,,,,,,,,,
28/10/2019,5,599,V,,,,,,,,,,,,
29/10/2019,5,187,V,,,,,,,,,,,,
30/10/2019,6,776,V,,,,,,,,,,,,
31/10/2019,5,958,V,,,,,,,,,,,,
01/11/2019,4,773,V,,,,,,,,,,,,
02/11/2019,59,424,V,,,,,,,,,,,,
03/11/2019,207,630,V,,,,,,,,,,,,
04/11/2019,128,348,V,,,,,,,,,,,,
05/11/2019,240,801,V,,,,,,,,,,,,
06/11/2019,134,693,V,,,,,,,,,,,,
07/11/2019,83,651,V,,,,,,,,,,,,
08/11/2019,133,564,V,,,,,,,,,,,,
09/11/2019,120,502,V,,,,,,,,,,,,
10/11/2019,66,969,V,,,,,,,,,,,,
11/11/2019,41,318,V,,,,,,,,,,,,
12/11/2019,35,424,V,,,,,,,,,,,,
13/11/2019,31,164,V,,,,,,,,,,,,
14/11/2019,26,707,V,,,,,,,,,,,,
15/11/2019,130,247,V,,,,,,,,,,,,
16/11/2019,110,627,V,,,,,,,,,,,,
17/11/2019,157,113,V,,,,,,,,,,,,
18/11/2019,138,312,V,,,,,,,,,,,,
19/11/2019,353,49,V,,,,,,,,,,,,
20/11/2019,187,939,V,,,,,,,,,,,,
21/11/2019,114,624,V,,,,,,,,,,,,
22/11/2019,90,145,V,,,,,,,,,,,,
23/11/2019,252,876,V,,,,,,,,,,,,
24/11/2019,351,433,V,,,,,,,,,,,,
25/11/2019,160,51,V,,,,,,,,,,,,
26/11/2019,107,19,V,,,,,,,,,,,,
27/11/2019,126,856,V,,,,,,,,,,,,
28/11/2019,131,297,V,,,,,,,,,,,,
29/11/2019,98,761,V,,,,,,,,,,,,
30/11/2019,76,787,V,,,,,,,,,,,,
01/12/2019,61,892,V,,,,,,,,,,,,
02/12/2019,162,605,V,,,,,,,,,,,,
03/12/2019,94,76,V,,,,,,,,,,,,
04/12/2019,69,28,V,,,,,,,,,,,,
05/12/2019,54,686,V,,,,,,,,,,,,
06/12/2019,42,783,V,,,,,,,,,,,,
07/12/2019,37,198,V,,,,,,,,,,,,
