serialnumber,CruiseNumber,day,month,year,time,Site,STATION,latitude,longitude,CTD,Depth,Bottle1,Bottle2,Bottle3,FilteredVolume,Chlorophyll_c3,Chlorophyll_c2,Chlorophyll_c1,Chlorophyll_c-like1,sum_Chld_a,Peridinin,sum_Phbd_a,19'-Butanoyloxyfucoxanthin,Fucoxanthin,Neoxanthin,Prasinoxanthin,Violaxanthin,19'-Hexanoyloxyfucoxanthin,Diadinoxanthin,Alloxanthin,Diatoxanthin,Zeaxanthin,Lutein,Divinyl_Chlorophyll_b,Chlorophyll_b,TChlb,Bacteriochlorophyll_a,Divinyl_Chlorophyll_a,Chla,Tchla,Sum_carotene_a_+_b,Phaeophytin_a,DP,Flags,ap_measurement,APsample1,APsample2,APsample3,picoChla,nanoChla,microChla
353,22,29,5,2003,13.75,boussole,B0503-1301,43.365,7.902,13,10,1,-9,-9,2.80,0.0040,0.0120,0.0000,-1.0000,0.0000,0.0000,0.0000,0.0080,0.0040,-1.0000,-1.0000,0.0000,0.0590,0.0140,0.0010,0.0030,0.0220,0.0000,-1.0000,-1.0000,0.0050,-1.0000,0.0000,0.1440,0.1440,0.0050,-1.0000,0.1079,A,OUTonly,boumay26,boumay27,nosample,0.0320,0.1045,0.0075
354,22,29,5,2003,13.75,boussole,B0503-1302,43.365,7.902,13,10,2,-9,-9,2.80,0.0060,0.0120,0.0000,-1.0000,0.0000,0.0000,0.0000,0.0080,0.0050,-1.0000,-1.0000,0.0000,0.0630,0.0180,0.0010,0.0030,0.0220,0.0000,-1.0000,-1.0000,0.0050,-1.0000,0.0000,0.1470,0.1470,0.0060,-1.0000,0.1144,A,no,nosample,nosample,nosample,0.0308,0.1072,0.0091
355,22,29,5,2003,13.75,boussole,B0503-1303,43.365,7.902,13,10,3,-9,-9,2.80,0.0050,0.0130,0.0000,-1.0000,0.0000,0.0000,0.0000,0.0090,0.0050,-1.0000,-1.0000,0.0000,0.0650,0.0210,0.0020,0.0040,0.0230,0.0000,-1.0000,-1.0000,0.0050,-1.0000,0.0000,0.1420,0.1420,0.0060,-1.0000,0.1188,A,no,nosample,nosample,nosample,0.0297,0.1039,0.0084
356,22,29,5,2003,13.75,boussole,B0503-1305,43.365,7.902,13,5,5,-9,-9,2.80,0.0060,0.0120,0.0000,-1.0000,0.0000,0.0000,0.0000,0.0080,0.0050,-1.0000,-1.0000,0.0000,0.0640,0.0170,0.0010,0.0030,0.0180,0.0000,-1.0000,-1.0000,0.0050,-1.0000,0.0000,0.1480,0.1480,0.0050,-1.0000,0.1123,A,OUTonly,boumay28,boumay29,nosample,0.0271,0.1116,0.0093
357,22,29,5,2003,13.75,boussole,B0503-1305,43.365,7.902,13,5,5,-9,-9,2.80,0.0060,0.0130,0.0000,-1.0000,0.0000,0.0000,0.0000,0.0090,0.0060,-1.0000,-1.0000,0.0000,0.0760,0.0300,0.0020,0.0050,0.0190,0.0000,-1.0000,-1.0000,0.0050,-1.0000,0.0000,0.1580,0.1580,0.0070,-1.0000,0.1307,A,no,nosample,nosample,nosample,0.0259,0.1219,0.0102
358,22,29,5,2003,13.75,boussole,B0503-1306,43.365,7.902,13,5,6,-9,-9,2.80,0.0100,0.0120,0.0000,-1.0000,0.0000,0.0000,0.0000,0.0080,0.0050,-1.0000,-1.0000,0.0000,0.0710,0.0250,0.0010,0.0040,0.0190,0.0000,-1.0000,-1.0000,0.0050,-1.0000,0.0000,0.1510,0.1510,0.0060,-1.0000,0.1220,A,no,nosample,nosample,nosample,0.0265,0.1158,0.0087
359,23,28,6,2003,18.25,boussole,B0603-Q11,43.372,7.907,-9,5,-9,-9,-9,2.80,0.0010,0.0040,0.0000,-1.0000,0.0000,0.0040,0.0000,0.0070,0.0040,-1.0000,-1.0000,0.0010,0.0180,0.0100,0.0010,0.0010,0.0190,0.0000,-1.0000,-1.0000,0.0030,-1.0000,0.0000,0.0700,0.0700,0.0040,-1.0000,0.0566,A,no,nosample,nosample,nosample,0.0240,0.0321,0.0140
360,23,28,6,2003,18.25,boussole,B0603-Q12,43.372,7.907,-9,5,-9,-9,-9,2.80,0.0020,0.0040,0.0000,-1.0000,0.0000,0.0030,0.0000,0.0070,0.0040,-1.0000,-1.0000,0.0010,0.0190,0.0110,0.0010,0.0010,0.0180,0.0000,-1.0000,-1.0000,0.0030,-1.0000,0.0000,0.0710,0.0710,0.0050,-1.0000,0.0556,A,no,nosample,nosample,nosample,0.0237,0.0347,0.0126
361,23,28,6,2003,18.25,boussole,B0603-Q13,43.372,7.907,-9,5,-9,-9,-9,2.80,0.0020,0.0050,0.0000,-1.0000,0.0000,0.0040,0.0000,0.0070,0.0040,-1.0000,-1.0000,0.0010,0.0190,0.0110,0.0010,0.0010,0.0190,0.0000,-1.0000,-1.0000,0.0030,-1.0000,0.0000,0.0700,0.0700,0.0040,-1.0000,0.0578,A,no,nosample,nosample,nosample,0.0234,0.0329,0.0137
362,23,28,6,2003,18.53,boussole,B0603-Q22,43.363,7.900,-9,5,-9,-9,-9,2.80,0.0010,0.0040,0.0000,-1.0000,0.0000,0.0030,0.0000,0.0060,0.0040,-1.0000,-1.0000,0.0010,0.0130,0.0050,0.0010,0.0010,0.0180,0.0000,-1.0000,-1.0000,0.0030,-1.0000,0.0000,0.0630,0.0630,0.0030,-1.0000,0.0476,A,no,nosample,nosample,nosample,0.0245,0.0254,0.0131
363,23,28,6,2003,18.53,boussole,B0603-Q23,43.363,7.900,-9,5,-9,-9,-9,2.80,0.0010,0.0060,0.0000,-1.0000,0.0000,0.0040,0.0000,0.0080,0.0060,-1.0000,-1.0000,0.0010,0.0130,0.0050,0.0010,0.0010,0.0140,0.0000,-1.0000,-1.0000,0.0050,-1.0000,0.0000,0.0710,0.0710,0.0030,-1.0000,0.0511,A,no,nosample,nosample,nosample,0.0237,0.0277,0.0196
364,23,28,6,2003,18.75,boussole,B0603-Q31,43.372,7.894,-9,5,-9,-9,-9,2.80,0.0010,0.0040,0.0000,-1.0000,0.0000,0.0040,0.0000,0.0050,0.0020,-1.0000,-1.0000,0.0010,0.0150,0.0050,0.0000,0.0010,0.0210,0.0000,-1.0000,-1.0000,0.0030,-1.0000,0.0000,0.0700,0.0700,0.0040,-1.0000,0.0504,A,no,nosample,nosample,nosample,0.0293,0.0289,0.0118
365,23,28,6,2003,18.75,boussole,B0603-Q32,43.372,7.894,-9,5,-9,-9,-9,2.80,0.0010,0.0040,0.0000,-1.0000,0.0000,0.0040,0.0000,0.0050,0.0030,-1.0000,-1.0000,0.0010,0.0170,0.0070,0.0000,0.0010,0.0200,0.0000,-1.0000,-1.0000,0.0030,-1.0000,0.0000,0.0710,0.0710,0.0040,-1.0000,0.0534,A,no,nosample,nosample,nosample,0.0269,0.0310,0.0131
366,23,28,6,2003,18.75,boussole,B0603-Q33,43.372,7.894,-9,5,-9,-9,-9,2.80,0.0010,0.0040,0.0000,-1.0000,0.0000,0.0040,0.0000,0.0060,0.0030,-1.0000,-1.0000,0.0010,0.0190,0.0080,0.0010,0.0010,0.0210,0.0000,-1.0000,-1.0000,0.0040,-1.0000,0.0000,0.0720,0.0720,0.0040,-1.0000,0.0588,A,no,nosample,nosample,nosample,0.0271,0.0329,0.0121
367,23,27,6,2003,10.20,boussole,B0603-0101,43.367,7.902,1,199,1,-9,-9,2.80,0.0000,0.0000,0.0000,-1.0000,0.0000,0.0000,0.0000,0.0000,0.0010,-1.0000,-1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.0000,-1.0000,0.0000,-1.0000,0.0000,0.0030,0.0030,0.0000,-1.0000,0.0014,A,OUTonly,boujun02,removed,nosample,0.0000,0.0000,0.0030
368,23,27,6,2003,10.20,boussole,B0603-0102,43.367,7.902,1,150,2,-9,-9,2.80,0.0000,0.0000,0.0000,-1.0000,0.0000,0.0000,0.0000,0.0000,0.0030,-1.0000,-1.0000,0.0000,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,-1.0000,-1.0000,0.0000,-1.0000,0.0000,0.0060,0.0060,0.0000,-1.0000,0.0055,A,OUTonly,removed,boujun04,nosample,0.0000,0.0014,0.0046
369,23,27,6,2003,10.20,boussole,B0603-0103,43.367,7.902,1,100,3,-9,-9,2.80,0.0050,0.0040,0.0000,-1.0000,0.0000,0.0000,0.0000,0.0190,0.0180,-1.0000,-1.0000,0.0010,0.0170,0.0020,0.0000,0.0000,0.0000,0.0000,-1.0000,-1.0000,0.0040,-1.0000,0.0000,0.0600,0.0600,0.0020,-1.0000,0.0577,A,OUTonly,boujun05,boujun06,nosample,0.0042,0.0294,0.0264
370,23,27,6,2003,10.20,boussole,B0603-0104,43.367,7.902,1,79,4,-9,-9,2.80,0.0150,0.0210,0.0000,-1.0000,0.0120,0.0000,0.0000,0.0640,0.0500,-1.0000,-1.0000,0.0050,0.0620,0.0070,0.0020,0.0000,0.0050,0.0000,-1.0000,-1.0000,0.0400,-1.0000,0.0000,0.2340,0.2460,0.0060,-1.0000,0.2175,A,OUTonly,boujun07,boujun08,nosample,0.0505,0.1157,0.0797
371,23,27,6,2003,10.20,boussole,B0603-0105,43.367,7.902,1,59,5,-9,-9,2.80,0.0430,0.0550,0.0000,-1.0000,0.0050,0.0150,0.0340,0.0920,0.0540,-1.0000,-1.0000,0.0080,0.1520,0.0160,0.0050,0.0000,0.0460,0.0000,-1.0000,-1.0000,0.0800,-1.0000,0.0000,0.5420,0.5470,0.0240,-1.0000,0.4459,A,OUTonly,boujun10,removed,nosample,0.1477,0.2800,0.1194
372,23,27,6,2003,10.20,boussole,B0603-0106,43.367,7.902,1,50,6,-9,-9,2.80,0.0710,0.0920,0.0000,-1.0000,0.0030,0.0180,0.0550,0.0970,0.0510,-1.0000,-1.0000,0.0070,0.3710,0.0270,0.0070,0.0050,0.0710,0.0000,-1.0000,-1.0000,0.0820,-1.0000,0.0000,0.7410,0.7440,0.0250,-1.0000,0.7505,A,OUTonly,boujun12,removed,nosample,0.1426,0.5049,0.0964
373,23,27,6,2003,10.20,boussole,B0603-0107,43.367,7.902,1,39,7,-9,-9,2.80,0.0300,0.0610,0.0000,-1.0000,0.0000,0.0300,0.0120,0.0980,0.0410,-1.0000,-1.0000,0.0040,0.1310,0.0280,0.0040,0.0060,0.0260,0.0000,-1.0000,-1.0000,0.0320,-1.0000,0.0000,0.4290,0.4290,0.0140,-1.0000,0.3579,A,OUTonly,removed,boujun14,nosample,0.0655,0.2434,0.1200
374,23,27,6,2003,10.20,boussole,B0603-0108,43.367,7.902,1,25,8,-9,-9,2.80,0.0110,0.0340,0.0000,-1.0000,0.0000,0.0290,0.0000,0.0490,0.0240,-1.0000,-1.0000,0.0020,0.0500,0.0300,0.0030,0.0050,0.0100,0.0010,-1.0000,-1.0000,0.0150,-1.0000,0.0000,0.2430,0.2430,0.0090,-1.0000,0.1809,A,OUTonly,boujun16,removed,nosample,0.0319,0.1107,0.1004
375,23,27,6,2003,10.20,boussole,B0603-0109,43.367,7.902,1,20,9,-9,-9,2.80,0.0050,0.0240,0.0000,-1.0000,0.0000,0.0200,0.0000,0.0340,0.0210,-1.0000,-1.0000,0.0020,0.0390,0.0260,0.0020,0.0040,0.0100,0.0010,-1.0000,-1.0000,0.0150,-1.0000,0.0000,0.1930,0.1930,0.0080,-1.0000,0.1442,A,OUTonly,boujun18,removed,nosample,0.0318,0.0838,0.0774
376,23,27,6,2003,10.20,boussole,B0603-0110,43.367,7.902,1,9,10,-9,-9,2.80,0.0010,0.0080,0.0000,-1.0000,0.0000,0.0050,0.0000,0.0110,0.0080,-1.0000,-1.0000,0.0020,0.0170,0.0130,0.0020,0.0030,0.0160,0.0000,-1.0000,-1.0000,0.0060,-1.0000,0.0000,0.0880,0.0880,0.0050,-1.0000,0.0648,A,OUTonly,removed,boujun20,nosample,0.0269,0.0362,0.0249
377,23,27,6,2003,10.20,boussole,B0603-0111,43.367,7.902,1,5,11,-9,-9,2.80,0.0020,0.0060,0.0000,-1.0000,0.0000,0.0050,0.0000,0.0080,0.0060,-1.0000,-1.0000,0.0020,0.0170,0.0130,0.0020,0.0030,0.0200,0.0000,-1.0000,-1.0000,0.0050,-1.0000,0.0000,0.0830,0.0830,0.0050,-1.0000,0.0634,A,OUTonly,boujun21,boujun22,nosample,0.0292,0.0335,0.0203
378,23,27,6,2003,15.08,boussole,B0603-0201,43.368,7.902,2,11,1,-9,-9,2.80,0.0010,0.0040,0.0000,-1.0000,0.0000,0.0020,0.0000,0.0060,0.0050,-1.0000,-1.0000,0.0010,0.0120,0.0070,0.0020,0.0020,0.0170,0.0000,-1.0000,-1.0000,0.0030,-1.0000,0.0000,0.0650,0.0650,0.0030,-1.0000,0.0461,A,OUTonly,boujun23,boujun24,nosample,0.0249,0.0262,0.0139
379,23,27,6,2003,15.08,boussole,B0603-0202,43.368,7.902,2,11,2,-9,-9,2.80,0.0010,0.0040,0.0000,-1.0000,0.0000,0.0020,0.0000,0.0060,0.0050,-1.0000,-1.0000,0.0010,0.0110,0.0060,0.0020,0.0020,0.0160,0.0000,-1.0000,-1.0000,0.0020,-1.0000,0.0000,0.0580,0.0580,0.0030,-1.0000,0.0429,A,no,nosample,nosample,nosample,0.0213,0.0233,0.0133
380,23,27,6,2003,15.08,boussole,B0603-0203,43.368,7.902,2,11,3,-9,-9,2.80,0.0010,0.0030,0.0000,-1.0000,0.0000,0.0020,0.0000,0.0060,0.0050,-1.0000,-1.0000,0.0010,0.0110,0.0060,0.0010,0.0020,0.0170,0.0000,-1.0000,-1.0000,0.0030,-1.0000,0.0000,0.0590,0.0590,0.0030,-1.0000,0.0442,A,no,nosample,nosample,nosample,0.0236,0.0223,0.0132
381,23,28,6,2003,15.08,boussole,B0603-0205,43.368,7.902,2,5,5,-9,-9,2.80,0.0010,0.0040,0.0000,-1.0000,0.0000,0.0040,0.0000,0.0060,0.0040,-1.0000,-1.0000,0.0010,0.0200,0.0110,0.0010,0.0020,0.0240,0.0000,-1.0000,-1.0000,0.0040,-1.0000,0.0000,0.0770,0.0770,0.0040,-1.0000,0.0641,A,OUTonly,boujun25,boujun26,nosample,0.0297,0.0338,0.0136
382,23,28,6,2003,15.08,boussole,B0603-0205,43.368,7.902,2,5,5,-9,-9,2.80,0.0020,0.0040,0.0000,-1.0000,0.0000,0.0030,0.0000,0.0060,0.0040,-1.0000,-1.0000,0.0010,0.0210,0.0130,0.0010,0.0030,0.0220,0.0000,-1.0000,-1.0000,0.0030,-1.0000,0.0000,0.0760,0.0760,0.0040,-1.0000,0.0612,A,no,nosample,nosample,nosample,0.0273,0.0365,0.0123
383,23,28,6,2003,15.08,boussole,B0603-0206,43.368,7.902,2,5,6,-9,-9,2.80,0.0020,0.0050,0.0000,-1.0000,0.0000,0.0040,0.0000,0.0060,0.0040,-1.0000,-1.0000,0.0010,0.0210,0.0130,0.0010,0.0030,0.0250,0.0000,-1.0000,-1.0000,0.0040,-1.0000,0.0000,0.0780,0.0780,0.0050,-1.0000,0.0662,A,OUTonly,removed,nosample,nosample,0.0301,0.0346,0.0133
384,23,28,6,2003,17.50,boussole,B0603-0801,43.367,7.902,8,10,1,-9,-9,2.80,0.0010,0.0040,0.0000,-1.0000,0.0000,0.0050,0.0000,0.0110,0.0080,-1.0000,-1.0000,0.0020,0.0170,0.0100,0.0010,0.0020,0.0150,0.0000,-1.0000,-1.0000,0.0060,-1.0000,0.0000,0.0870,0.0870,0.0050,-1.0000,0.0633,A,OUTonly,boujun28,boujun29,nosample,0.0260,0.0358,0.0252
385,23,28,6,2003,17.50,boussole,B0603-0802,43.367,7.902,8,10,2,-9,-9,2.80,0.0010,0.0040,0.0000,-1.0000,0.0000,0.0050,0.0000,0.0110,0.0080,-1.0000,-1.0000,0.0020,0.0170,0.0100,0.0010,0.0020,0.0140,0.0000,-1.0000,-1.0000,0.0040,-1.0000,0.0000,0.0830,0.0830,0.0040,-1.0000,0.0605,A,no,nosample,nosample,nosample,0.0221,0.0358,0.0252
386,23,28,6,2003,17.50,boussole,B0603-0803,43.367,7.902,8,10,3,-9,-9,2.80,0.0010,0.0040,0.0000,-1.0000,0.0000,0.0020,0.0000,0.0060,0.0040,-1.0000,-1.0000,0.0010,0.0140,0.0070,0.0010,0.0010,0.0190,0.0000,-1.0000,-1.0000,0.0030,-1.0000,0.0000,0.0660,0.0660,0.0050,-1.0000,0.0483,A,no,nosample,nosample,nosample,0.0265,0.0280,0.0116
387,23,28,6,2003,17.50,boussole,B0603-0805,43.367,7.902,8,5,5,-9,-9,2.80,0.0010,0.0040,0.0000,-1.0000,0.0000,0.0030,0.0000,0.0070,0.0050,-1.0000,-1.0000,0.0010,0.0150,0.0080,0.0010,0.0010,0.0190,0.0000,-1.0000,-1.0000,0.0040,-1.0000,0.0000,0.0720,0.0720,0.0040,-1.0000,0.0538,A,OUTonly,boujun30,boujun31,nosample,0.0273,0.0296,0.0151
388,23,28,6,2003,17.50,boussole,B0603-0805,43.367,7.902,8,5,5,-9,-9,2.80,0.0010,0.0040,0.0000,-1.0000,0.0000,0.0030,0.0000,0.0080,0.0060,-1.0000,-1.0000,0.0020,0.0180,0.0100,0.0010,0.0020,0.0190,0.0000,-1.0000,-1.0000,0.0040,-1.0000,0.0000,0.0730,0.0730,0.0040,-1.0000,0.0593,A,no,nosample,nosample,nosample,0.0251,0.0323,0.0156
389,23,28,6,2003,17.50,boussole,B0603-0806,43.367,7.902,8,5,6,-9,-9,2.80,0.0010,0.0040,0.0000,-1.0000,0.0000,0.0020,0.0000,0.0060,0.0040,-1.0000,-1.0000,0.0010,0.0140,0.0070,0.0010,0.0010,0.0200,0.0000,-1.0000,-1.0000,0.0030,-1.0000,0.0000,0.0660,0.0660,0.0050,-1.0000,0.0492,A,OUTonly,removed,removed,nosample,0.0272,0.0275,0.0114
390,23,29,6,2003,6.58,boussole,B0603-0901,43.368,7.902,9,408,1,-9,-9,2.80,0.0010,0.0040,0.0000,-1.0000,0.0000,0.0030,0.0000,0.0050,0.0030,-1.0000,-1.0000,0.0010,0.0120,0.0050,0.0010,0.0010,0.0190,0.0000,-1.0000,-1.0000,0.0030,-1.0000,0.0000,0.0640,0.0640,0.0050,-1.0000,0.0454,A,OUTonly,removed,removed,nosample,0.0273,0.0248,0.0119
391,23,29,6,2003,6.58,boussole,B0603-0902,43.368,7.902,9,150,2,-9,-9,2.80,0.0020,0.0050,0.0000,-1.0000,0.0000,0.0130,0.0000,0.0050,0.0030,-1.0000,-1.0000,0.0010,0.0180,0.0140,0.0000,0.0030,0.0260,0.0000,-1.0000,-1.0000,0.0040,-1.0000,0.0000,0.0970,0.0970,0.0050,-1.0000,0.0736,A,OUTonly,removed,removed,nosample,0.0348,0.0324,0.0297
392,23,29,6,2003,6.58,boussole,B0603-0903,43.368,7.902,9,120,3,-9,-9,2.80,0.0010,0.0030,0.0000,-1.0000,0.0000,0.0020,0.0000,0.0060,0.0030,-1.0000,-1.0000,0.0010,0.0110,0.0050,0.0010,0.0010,0.0140,0.0000,-1.0000,-1.0000,0.0030,-1.0000,0.0000,0.0590,0.0590,0.0020,-1.0000,0.0388,A,OUTonly,removed,removed,nosample,0.0229,0.0254,0.0107
393,23,29,6,2003,6.58,boussole,B0603-0904,43.368,7.902,9,99,4,-9,-9,2.80,0.0070,0.0070,0.0000,-1.0000,0.0000,0.0000,0.0000,0.0240,0.0280,-1.0000,-1.0000,0.0020,0.0310,0.0030,0.0010,0.0000,0.0010,0.0000,-1.0000,-1.0000,0.0110,-1.0000,0.0000,0.1040,0.1040,0.0020,-1.0000,0.0998,A,OUTonly,removed,removed,nosample,0.0125,0.0504,0.0411
394,23,29,6,2003,6.58,boussole,B0603-0904,43.368,7.902,9,99,4,-9,-9,2.80,0.0070,0.0050,0.0000,-1.0000,0.0000,0.0000,0.0000,0.0240,0.0280,-1.0000,-1.0000,0.0000,0.0310,0.0030,0.0010,0.0000,0.0010,0.0000,-1.0000,-1.0000,0.0110,-1.0000,0.0000,0.1040,0.1040,0.0020,-1.0000,0.0998,A,OUTonly,removed,removed,nosample,0.0125,0.0504,0.0411
395,23,29,6,2003,6.58,boussole,B0603-0905,43.368,7.902,9,79,5,-9,-9,2.80,0.0020,0.0020,0.0000,-1.0000,0.0000,0.0000,0.0000,0.0110,0.0100,-1.0000,-1.0000,0.0000,0.0080,0.0010,0.0000,0.0000,0.0000,0.0000,-1.0000,-1.0000,0.0000,-1.0000,0.0000,0.0370,0.0370,0.0010,-1.0000,0.0281,A,OUTonly,boujun43,boujun44,nosample,0.0000,0.0184,0.0186
396,23,29,6,2003,6.58,boussole,B0603-0906,43.368,7.902,9,71,6,-9,-9,2.80,0.0220,0.0180,0.0000,-1.0000,0.0000,0.0000,0.0000,0.0500,0.0440,-1.0000,-1.0000,0.0040,0.0570,0.0060,0.0010,0.0000,0.0040,0.0000,-1.0000,-1.0000,0.0330,-1.0000,0.0000,0.1960,0.1960,0.0050,-1.0000,0.1893,A,OUTonly,boujun47,boujun48,nosample,0.0381,0.0937,0.0642
397,23,29,6,2003,6.58,boussole,B0603-0907,43.368,7.902,9,60,7,-9,-9,2.80,0.0440,0.0460,0.0000,-1.0000,0.0000,0.0140,0.0140,0.0940,0.0680,-1.0000,-1.0000,0.0080,0.1420,0.0140,0.0040,0.0000,0.0210,0.0000,-1.0000,-1.0000,0.0820,-1.0000,0.0000,0.4460,0.4460,0.0160,-1.0000,0.4321,A,OUTonly,boujun49,boujun50,nosample,0.1041,0.2226,0.1193
398,23,29,6,2003,6.58,boussole,B0603-0908,43.368,7.902,9,40,8,-9,-9,2.80,0.0490,0.0790,0.0000,-1.0000,0.0000,0.0260,0.0090,0.1160,0.0490,-1.0000,-1.0000,0.0060,0.2400,0.0300,0.0040,0.0080,0.0330,0.0000,-1.0000,-1.0000,0.0490,-1.0000,0.0000,0.5890,0.5890,0.0160,-1.0000,0.5314,A,OUTonly,boujun51,boujun52,nosample,0.0863,0.3855,0.1172
399,23,29,6,2003,6.58,boussole,B0603-0909,43.368,7.902,9,21,9,-9,-9,2.80,0.0040,0.0170,0.0000,-1.0000,0.0000,0.0120,0.0000,0.0220,0.0110,-1.0000,-1.0000,0.0030,0.0350,0.0180,0.0010,0.0030,0.0080,0.0010,-1.0000,-1.0000,0.0140,-1.0000,0.0000,0.1520,0.1520,0.0070,-1.0000,0.1062,A,OUTonly,boujun53,boujun54,nosample,0.0301,0.0755,0.0464
400,23,29,6,2003,6.58,boussole,B0603-0910,43.368,7.902,9,10,10,-9,-9,2.80,0.0020,0.0080,0.0000,-1.0000,0.0000,0.0040,0.0000,0.0120,0.0070,-1.0000,-1.0000,0.0020,0.0210,0.0110,0.0010,0.0010,0.0140,0.0000,-1.0000,-1.0000,0.0070,-1.0000,0.0000,0.1020,0.1020,0.0050,-1.0000,0.0661,A,OUTonly,boujun36,boujun37,nosample,0.0295,0.0486,0.0239
401,23,29,6,2003,6.58,boussole,B0603-0911,43.368,7.902,9,5,11,-9,-9,2.80,0.0010,0.0050,0.0000,-1.0000,0.0000,0.0030,0.0000,0.0060,0.0030,-1.0000,-1.0000,0.0010,0.0220,0.0130,0.0010,0.0020,0.0240,0.0000,-1.0000,-1.0000,0.0040,-1.0000,0.0000,0.0890,0.0890,0.0050,-1.0000,0.0638,A,OUTonly,removed,removed,nosample,0.0344,0.0428,0.0118
402,23,29,6,2003,14.88,boussole,B0603-1001,43.368,7.902,10,10,10,-9,-9,2.80,0.0010,0.0020,0.0000,-1.0000,0.0000,0.0010,0.0000,0.0040,0.0020,-1.0000,-1.0000,0.0000,0.0100,0.0030,0.0010,0.0010,0.0130,0.0000,-1.0000,-1.0000,0.0040,-1.0000,0.0000,0.0540,0.0540,0.0020,-1.0000,0.0342,A,no,nosample,nosample,nosample,0.0241,0.0232,0.0067
403,23,29,6,2003,14.88,boussole,B0603-1002,43.368,7.902,10,10,10,-9,-9,2.80,0.0010,0.0030,0.0000,-1.0000,0.0000,0.0010,0.0000,0.0050,0.0030,-1.0000,-1.0000,0.0010,0.0120,0.0040,0.0010,0.0010,0.0140,0.0000,-1.0000,-1.0000,0.0040,-1.0000,0.0000,0.0600,0.0600,0.0020,-1.0000,0.0393,A,no,nosample,nosample,nosample,0.0245,0.0268,0.0086
404,23,29,6,2003,14.88,boussole,B0603-1005,43.368,7.902,10,5,11,-9,-9,2.80,0.0010,0.0050,0.0000,-1.0000,0.0000,0.0140,0.0000,0.0050,0.0030,-1.0000,-1.0000,0.0010,0.0180,0.0150,0.0010,0.0030,0.0230,0.0000,-1.0000,-1.0000,0.0030,-1.0000,0.0000,0.0970,0.0970,0.0050,-1.0000,0.0720,A,OUTonly,boujun45,boujun46,nosample,0.0307,0.0340,0.0323
405,23,29,6,2003,14.88,boussole,B0603-1005,43.368,7.902,10,5,11,-9,-9,2.80,0.0010,0.0060,0.0000,-1.0000,0.0000,0.0140,0.0000,0.0050,0.0030,-1.0000,-1.0000,0.0010,0.0200,0.0180,0.0010,0.0030,0.0250,0.0000,-1.0000,-1.0000,0.0040,-1.0000,0.0000,0.1000,0.1000,0.0050,-1.0000,0.0773,A,no,nosample,nosample,nosample,0.0331,0.0359,0.0310
406,24,13,7,2003,10.60,boussole,B0703-Q11,43.373,7.907,-9,5,-9,-9,-9,2.80,0.0000,0.0030,0.0000,-1.0000,0.0000,0.0050,0.0000,0.0040,0.0030,-1.0000,-1.0000,0.0010,0.0110,0.0120,0.0000,0.0070,0.0150,0.0000,-1.0000,-1.0000,0.0030,-1.0000,0.0000,0.0600,0.0600,0.0030,-1.0000,0.0426,A,no,nosample,nosample,nosample,0.0224,0.0217,0.0159
407,24,13,7,2003,10.60,boussole,B0703-Q12,43.373,7.907,-9,5,-9,-9,-9,2.80,0.0000,0.0030,0.0000,-1.0000,0.0000,0.0050,0.0000,0.0030,0.0030,-1.0000,-1.0000,0.0010,0.0110,0.0100,0.0000,0.0060,0.0150,0.0000,-1.0000,-1.0000,0.0030,-1.0000,0.0000,0.0590,0.0590,0.0030,-1.0000,0.0422,A,no,nosample,nosample,nosample,0.0223,0.0210,0.0158
408,24,13,7,2003,10.60,boussole,B0703-Q13,43.373,7.907,-9,5,-9,-9,-9,2.80,0.0000,0.0030,0.0000,-1.0000,0.0000,0.0050,0.0000,0.0040,0.0030,-1.0000,-1.0000,0.0010,0.0120,0.0120,0.0000,0.0070,0.0150,0.0000,-1.0000,-1.0000,0.0030,-1.0000,0.0000,0.0600,0.0600,0.0030,-1.0000,0.0439,A,no,nosample,nosample,nosample,0.0218,0.0228,0.0154
409,24,13,7,2003,10.97,boussole,B0703-Q22,43.363,7.901,-9,5,-9,-9,-9,2.80,0.0020,0.0090,0.0000,-1.0000,0.0000,0.0120,0.0000,0.0050,0.0040,-1.0000,-1.0000,0.0010,0.0220,0.0220,0.0010,0.0130,0.0180,0.0000,-1.0000,-1.0000,0.0040,-1.0000,0.0000,0.1070,0.1070,0.0060,-1.0000,0.0724,A,no,nosample,nosample,nosample,0.0289,0.0448,0.0334
410,24,13,7,2003,10.97,boussole,B0703-Q23,43.363,7.901,-9,5,-9,-9,-9,2.80,0.0010,0.0060,0.0000,-1.0000,0.0000,0.0120,0.0000,0.0040,0.0030,-1.0000,-1.0000,0.0010,0.0210,0.0200,0.0010,0.0100,0.0170,0.0000,-1.0000,-1.0000,0.0050,-1.0000,0.0000,0.1020,0.1020,0.0050,-1.0000,0.0695,A,no,nosample,nosample,nosample,0.0289,0.0421,0.0310
