* Deployment Name : DYF51
* Mooring Site: DYFAMED
* Nominal Latitude [DD.mmddd]: 43.41833N
* Nominal Longitude [DD.mmddd]: 7.88645E
* Starting Date [dd/mm/yy hh:mm] : 17/06/10  14:31		
* Ending Date   [dd/mm/yy hh:mm] : 20/06/11  10:01		
* Sampling Timestep [min/hour] : 30 min			
* Number of data : 17693
* Bottom Depth [m]: 2350
* sensor list
* SBE 37SMP CTD Nominal depth [m]: 350
* SBE 37SMP CTD Nominal depth [m]: 700
* SBE 37SMP CTD Nominal depth [m]: 1000
* SBE 37SMP CTD Nominal depth [m]: 2000	
# Variable name #	1 : sampling number
# Variable name #	2 : date	[dd/mm/yy hh:mm:ss]
# Variable name #	3 : pressure SBE at 350m [dbar]		
# Variable name #	4 : quality flag			
# Variable name #	5 : temperature SBE at 350 m [degC ITS90]
# Variable name #	6 : quality flag			
# Variable name #	7 : salinity SBE at 350 m [PSU]	
# Variable name #	8 : quality flag		
# Variable name #	9 : pressure SBE at 700m [dbar]		
# Variable name #	10 : quality flag		
# Variable name #	11 : temperature SBE at 700 m [degC ITS90]
# Variable name #	12 : quality flag			
# Variable name #	13 : salinity SBE at 700 m [PSU]	
# Variable name #	14 : quality flag		
# Variable name #	15 : temperature SBE at 1000 m [degC ITS90]
# Variable name #	16 : quality flag			
# Variable name #	17 : salinity SBE at 1000 m [PSU]	
# Variable name #	18 : quality flag	
# Variable name #	19 : temperature SBE at 2000 m [degC ITS90]
# Variable name #	20 : quality flag			
# Variable name #	21 : salinity SBE at 2000 m [PSU]	
# Variable name #	22 : quality flag					
# <End of Header>
1;17/06/10 14:31:15;330.15590;1;13.38415;1;38.56621;1;685.90883;1;13.29578;1;38.54487;1;13.13553;1;38.49423;1;13.19677;1;38.47418;1
2;17/06/10 15:01:15;327.88894;1;13.37102;1;38.56254;1;684.09700;1;13.30068;1;38.54608;1;13.14110;1;38.49552;1;13.19597;1;38.47401;1
3;17/06/10 15:31:15;327.76439;1;13.37138;1;38.56303;1;683.99833;1;13.30558;1;38.54758;1;13.14390;1;38.49640;1;13.19570;1;38.47408;1
4;17/06/10 16:01:15;327.75110;1;13.37217;1;38.56261;1;683.98283;1;13.30492;1;38.54758;1;13.14440;1;38.49662;1;13.19652;1;38.47439;1
5;17/06/10 16:31:15;327.73055;1;13.37311;1;38.56248;1;683.95867;1;13.31098;1;38.54922;1;13.14360;1;38.49637;1;13.19678;1;38.47455;1
6;17/06/10 17:01:15;327.70148;1;13.37365;1;38.56219;1;683.93550;1;13.31470;1;38.55007;1;13.14538;1;38.49688;1;13.19673;1;38.47460;1
7;17/06/10 17:31:15;327.67103;1;13.37290;1;38.56233;1;683.91017;1;13.31463;1;38.54982;1;13.14808;1;38.49750;1;13.19693;1;38.47443;1
8;17/06/10 18:01:15;327.65516;1;13.37215;1;38.56265;1;683.89050;1;13.31322;1;38.54988;1;13.14483;1;38.49662;1;13.19703;1;38.47444;1
9;17/06/10 18:31:15;327.64019;1;13.36795;1;38.56231;1;683.87717;1;13.31012;1;38.54915;1;13.14302;1;38.49608;1;13.19725;1;38.47458;1
10;17/06/10 19:01:15;327.61703;1;13.36711;1;38.56209;1;683.85733;1;13.30797;1;38.54842;1;13.14333;1;38.49630;1;13.19732;1;38.47450;1
11;17/06/10 19:31:15;327.60732;1;13.36691;1;38.56213;1;683.84650;1;13.30765;1;38.54827;1;13.14545;1;38.49668;1;13.19687;1;38.47450;1
12;17/06/10 20:01:15;327.60713;1;13.37078;1;38.56281;1;683.84967;1;13.30822;1;38.54837;1;13.14475;1;38.49667;1;13.19690;1;38.47445;1
13;17/06/10 20:31:15;327.61197;1;13.37055;1;38.56266;1;683.85617;1;13.31145;1;38.54907;1;13.14187;1;38.49620;1;13.19685;1;38.47455;1
